year,city,school,address,course,threshold
2023/2024,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1A (humanistyczno-artystyczna),110.05
2023/2024,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1B (językowo-turystyczna),110.10
2023/2024,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1C (humanistyczno-dziennikarska),110.85
2023/2024,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1D (sportowa),50.00
2023/2024,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1E (przyrodnicza z elementami ekologii),110.95
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1A (matematyczna),173.25
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1B (informatyczna),165.55
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1C (fizyczna),167.45
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1D (ekonomiczna),169.20
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1E (informatyczna),brak danych
2023/2024,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1F (matematyczna),brak danych
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1A,150.50
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1B,158.35
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1C,155.70
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1D,146.25
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1E,150.50
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1F,155.70
2023/2024,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1G,146.25
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1A,137.70
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1B,137.65
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1C,142.40
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1D,132.35
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1E,137.35
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1F,139.90
2023/2024,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1G,145.15
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1A (techniczna),156.45
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1A2 (matematyczna),brak danych
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1B (przyrodnicza),159.05
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1C (prawnicza),149.10
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1D (humanistyczna),brak danych
2023/2024,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1E (ekonomiczna),162.10
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1A (humanistyczna),119.05
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1B (aktywności sportowej i rekreacji),124.95
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,"Klasa 1C (społeczna: bezpieczeństwo, zarządzanie kryzysowe, ratownictwo)",127.30
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1D (biologiczno-chemiczna),130.25
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1E (nauk przyrodniczych),118.95
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1F (psychoedukacyjna),136.30
2023/2024,Bielsku-Białej,II Liceum Ogólnokształcące im. A. Asnyka,ul. Jutrzenki 13 43-300 Bielsko-Biała,Klasa 1G (dziennikarsko-prawnicza),119.70
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1A,159.25
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1B,156.25
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1C,146.15
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1D,164.10
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1E,149.60
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1F,173.50
2023/2024,Bielsku-Białej,I Liceum Ogólnokształcące im. M. Kopernika,ul. Listopadowa 70 43-300 Bielsko-Biała,Klasa 1H,162.80
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (humanistyczno-prawna z elementami amerykanistyki),150.25
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (humanistyczno-prawna),133.25
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (lingwistyczna),159.70
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (matematyczno-fizyczno-informatyczna),159.00
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (matematyczno-geograficzna),154.35
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (medyczna),148.20
2023/2024,Bydgoszczy,I LO im. Cypriana Kamila Norwida,ul. Plac Wolności 9 85-004 Bydgoszcz Śródmieście,Klasa 1 (medyczna),165.85
2023/2024,Bydgoszczy,II LO im. Mikołaja Kopernika,ul. Nowodworska 13 85-120 Bydgoszcz Śródmieście,Klasa 1 (biologiczno-chemiczna),147.65
2023/2024,Bydgoszczy,II LO im. Mikołaja Kopernika,ul. Nowodworska 13 85-120 Bydgoszcz Śródmieście,Klasa 1 (humanistyczna),135.35
2023/2024,Bydgoszczy,II LO im. Mikołaja Kopernika,ul. Nowodworska 13 85-120 Bydgoszcz Śródmieście,Klasa 1 (matematyczno-fizyczno-informatyczna),135.55
2023/2024,Bydgoszczy,II LO im. Mikołaja Kopernika,ul. Nowodworska 13 85-120 Bydgoszcz Śródmieście,Klasa 1 (matematyczno-przyrodnicza),129.70
2023/2024,Bydgoszczy,II LO im. Mikołaja Kopernika,ul. Nowodworska 13 85-120 Bydgoszcz Śródmieście,Klasa 1 (medyczna),144.65
2023/2024,Bydgoszczy,III LO im. Adama Mickiewicza,ul. Nowogrodzka 3 85-208 Bydgoszcz Okole,Klasa 1a medyczna,154.60
2023/2024,Bydgoszczy,III LO im. Adama Mickiewicza,ul. Nowogrodzka 3 85-208 Bydgoszcz Okole,Klasa 1b humanistyczna z elementami prawa i podstaw dyplomacji,143.90
2023/2024,Bydgoszczy,III LO im. Adama Mickiewicza,ul. Nowogrodzka 3 85-208 Bydgoszcz Okole,Klasa 1c turystyczno-lingwistyczna,159.80
2023/2024,Bydgoszczy,III LO im. Adama Mickiewicza,ul. Nowogrodzka 3 85-208 Bydgoszcz Okole,Klasa 1d politechniczna,149.20
2023/2024,Bydgoszczy,IV LO im. Kazimierza Wielkiego,ul. Stawowa 39 85-323 Bydgoszcz Błonie,Klasa biologiczno-medyczna,155.60
2023/2024,Bydgoszczy,IV LO im. Kazimierza Wielkiego,ul. Stawowa 39 85-323 Bydgoszcz Błonie,Klasa humanistyczno-kulturoznawcza,137.40
2023/2024,Bydgoszczy,IV LO im. Kazimierza Wielkiego,ul. Stawowa 39 85-323 Bydgoszcz Błonie,Klasa matematyczno-przyrodnicza,167.00
2023/2024,Bydgoszczy,IV LO im. Kazimierza Wielkiego,ul. Stawowa 39 85-323 Bydgoszcz Błonie,Klasa przyrodniczo-turystyczna,155.35
2023/2024,Bydgoszczy,V LO im. Leona Kruczkowskiego,ul. Szarych Szeregów 4a 85-829 Bydgoszcz Kapuściska,Klasa 1a (biologiczno-chemiczna),128.35
2023/2024,Bydgoszczy,V LO im. Leona Kruczkowskiego,ul. Szarych Szeregów 4a 85-829 Bydgoszcz Kapuściska,Klasa 1b (humanistyczna),118.35
2023/2024,Bydgoszczy,V LO im. Leona Kruczkowskiego,ul. Szarych Szeregów 4a 85-829 Bydgoszcz Kapuściska,Klasa 1c (lingwistyczna),123.10
2023/2024,Bydgoszczy,V LO im. Leona Kruczkowskiego,ul. Szarych Szeregów 4a 85-829 Bydgoszcz Kapuściska,Klasa 1d (lingwistyczno-turystyczna),127.95
2023/2024,Bydgoszczy,V LO im. Leona Kruczkowskiego,ul. Szarych Szeregów 4a 85-829 Bydgoszcz Kapuściska,Klasa 1e (psychologiczna),125.80
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Ia matematyczno-fizyczno-informatyczna TALES,91.90
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Ib medyczna HIPOKRATES,133.80
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Ic medyczna ARYSTOTELES,144.90
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Id politechniczna PITAGORAS,143.40
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Ie matematyczno-informatyczna,134.40
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa If medyczna HERAKLIT,120.25
2023/2024,Bydgoszczy,VI LO im. Jana I Jędrzeja Śniadeckich,ul. Stanisława Staszica 4 85-014 Bydgoszcz Śródmieście,Klasa Ig Prawno-lingwistyczna z elementami debaty oksfordzkiej TACYT,135.05
2023/2024,Bydgoszczy,VII LO im. Janusza Kusocińskiego,ul. 11 Listopada 4 85-643 Bydgoszcz Osiedle Leśne,Klasa 1a (matematyczno-informatyczna),133.35
2023/2024,Bydgoszczy,VII LO im. Janusza Kusocińskiego,ul. 11 Listopada 4 85-643 Bydgoszcz Osiedle Leśne,Klasa 1b (medyczno-przyrodnicza),132.80
2023/2024,Bydgoszczy,VII LO im. Janusza Kusocińskiego,ul. 11 Listopada 4 85-643 Bydgoszcz Osiedle Leśne,Klasa 1c (medyczna),131.30
2023/2024,Bydgoszczy,VII LO im. Janusza Kusocińskiego,ul. 11 Listopada 4 85-643 Bydgoszcz Osiedle Leśne,Klasa 1d (medialno-prawna),120.70
2023/2024,Bydgoszczy,VII LO im. Janusza Kusocińskiego,ul. 11 Listopada 4 85-643 Bydgoszcz Osiedle Leśne,Klasa 1e (humanistyczno-lingwistyczna),126.25
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1a (lingwistyczno-multimedialna),133.50
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1b (lingwistyczna),131.05
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1c (biologiczno-chemiczna z elementami ratownictwa medycznego),150.80
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1d  (biologiczno-chemiczna z elementami dietetyki),145.00
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1e (matematyczno-informatyczna),137.30
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1f (geograficzno-turystyczna),140.45
2023/2024,Bydgoszczy,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Klasa 1w (edukacja wojskowa),4.00
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1a (dwujęzyczna z językiem angielskim),187.65
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1b (dwujęzyczna z językiem angielskim),187.65
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1c (biologiczno-chemiczna),149.10
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1d (turystyczno-krajoznawcza),136.45
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1e (lingwistyczno-dwujęzyczna z językiem angielskim),170.70
2023/2024,Bydgoszczy,IX LO,ul. Zofii Nałkowskiej 9 85-866 Bydgoszcz Wyżyny,Klasa 1f (medialna),128.85
2023/2024,Bydgoszczy,XI LO Mistrzostwa Sportowego,ul. Cicha 59 85-650 Bydgoszcz Osiedle Leśne,Klasa 1a oddział mistrzostwa sportowego (kajakrastwo),563.00
2023/2024,Bydgoszczy,XI LO Mistrzostwa Sportowego,ul. Cicha 59 85-650 Bydgoszcz Osiedle Leśne,Klasa 1b oddział mistrzostwa sportowego (piłka nożna),80.00
2023/2024,Bydgoszczy,XI LO Mistrzostwa Sportowego,ul. Cicha 59 85-650 Bydgoszcz Osiedle Leśne,Klasa 1c oddział mistrzostwa sportowego (piłka nożna),81.00
2023/2024,Bydgoszczy,XI LO Mistrzostwa Sportowego,ul. Cicha 59 85-650 Bydgoszcz Osiedle Leśne,Klasa 1d oddział mistrzostwa sportowego (wioślarstwo chłopcy),204.00
2023/2024,Bydgoszczy,XI LO Mistrzostwa Sportowego,ul. Cicha 59 85-650 Bydgoszcz Osiedle Leśne,Klasa 1e oddział mistrzostwa sportowego (piłka siatkowa dziewcząt),59.00
2023/2024,Bydgoszczy,XII Liceum Ogólnokształcące w Bydgoszczy,ul. Puszczykowa 11 85-446 Bydgoszcz,Klasa 1 (mundurowa o profilu policyjnym),103.15
2023/2024,Bydgoszczy,XIII LO,ul. Aleksandra Fredry 3 85-057 Bydgoszcz Fordon,Klasa 1A (integracyjna),92.55
2023/2024,Bydgoszczy,XIII LO,ul. Aleksandra Fredry 3 85-057 Bydgoszcz Fordon,Klasa 1B (terapeutyczna),94.10
2023/2024,Bydgoszczy,XIII LO,ul. Aleksandra Fredry 3 85-057 Bydgoszcz Fordon,Klasa 1C (terapeutyczna),102.05
2023/2024,Bydgoszczy,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Klasa 1A (biologiczno-chemiczna),99.55
2023/2024,Bydgoszczy,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Klasa 1B (humanistyczno-teatralna),94.40
2023/2024,Bydgoszczy,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Klasa 1C (mistrzostwa sportowego pływanie),269.00
2023/2024,Bydgoszczy,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Klasa 1D (mistrzostwa sportowego),40.00
2023/2024,Bydgoszczy,XV LO z Oddziałami Mistrzostwa Sportowego w Bydgoszczy,ul. gen. Augusta Emila Fieldorfa 85-796 Bydgoszcz Nowy Fordon,Klasa 1E (turystyczno-geograficzna),107.20
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1a (humanistyczna),168.50
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1b (akademicka matematyczno-fizyczna),173.70
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1c (politechniczna matematyczno-fizyczna),172.10
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1d (ekonomiczna),173.75
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1e (medyczna),172.80
2023/2024,Gdańsku,I LO im. Mikołaja Kopernika,ul. Wały Piastowskie 6 80-855 Gdańsk Śródmieście,Klasa 1f  (politechniczna matematyczno-fizyczna),174.05
2023/2024,Gdańsku,II LO im. Władysława Pniewskiego,ul. Jana Pestalozziego 7/9 80-445 Gdańsk Wrzeszcz,Klasa 1A (politechniczna),171.85
2023/2024,Gdańsku,II LO im. Władysława Pniewskiego,ul. Jana Pestalozziego 7/9 80-445 Gdańsk Wrzeszcz,Klasa 1B (humanistyczna),157.60
2023/2024,Gdańsku,II LO im. Władysława Pniewskiego,ul. Jana Pestalozziego 7/9 80-445 Gdańsk Wrzeszcz,Klasa 1C (medyczna),166.16
2023/2024,Gdańsku,II LO im. Władysława Pniewskiego,ul. Jana Pestalozziego 7/9 80-445 Gdańsk Wrzeszcz,Klasa 1D (przyrodnicza),174.30
2023/2024,Gdańsku,II LO im. Władysława Pniewskiego,ul. Jana Pestalozziego 7/9 80-445 Gdańsk Wrzeszcz,Klasa 1E (menedżerska),174.20
2023/2024,Gdańsku,III LO im. Bohaterów Westerplatte,ul. Topolowa 7 80-255 Gdańsk Wrzeszcz,Klasa 1 preIB (dwujęzyczna z językiem angielskim),172.60
2023/2024,Gdańsku,III LO im. Bohaterów Westerplatte,ul. Topolowa 7 80-255 Gdańsk Wrzeszcz,"Klasa 1A1 (dwujęzyczna z językiem angielskim, ekonomiczna objęta patronatem SGH)",168.69
2023/2024,Gdańsku,III LO im. Bohaterów Westerplatte,ul. Topolowa 7 80-255 Gdańsk Wrzeszcz,"Klasa 1B (dwujęzyczna z językiem angielskim, medyczna)",brak danych
2023/2024,Gdańsku,III LO im. Bohaterów Westerplatte,ul. Topolowa 7 80-255 Gdańsk Wrzeszcz,Klasa 1C (humanistyczno-prawna),157.60
2023/2024,Gdańsku,III LO im. Bohaterów Westerplatte,ul. Topolowa 7 80-255 Gdańsk Wrzeszcz,Klasa 1D (matematyczno-fizyczna),162.70
2023/2024,Gdańsku,V LO im. Stefana Żeromskiego,ul. Polanki 130 80-322 Gdańsk Oliwa,Klasa 1A (medyczna),171.75
2023/2024,Gdańsku,V LO im. Stefana Żeromskiego,ul. Polanki 130 80-322 Gdańsk Oliwa,Klasa 1B (politechniczna),174.05
2023/2024,Gdańsku,V LO im. Stefana Żeromskiego,ul. Polanki 130 80-322 Gdańsk Oliwa,Klasa 1C (politechniczno-językowy),172.80
2023/2024,Gdańsku,V LO im. Stefana Żeromskiego,ul. Polanki 130 80-322 Gdańsk Oliwa,Klasa 1D-biol (dwujęzyczny biomedyczny),176.02
2023/2024,Gdańsku,V LO im. Stefana Żeromskiego,ul. Polanki 130 80-322 Gdańsk Oliwa,Klasa 1D-geo (dwujęzyczny biznesowy),175.01
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1A (matematyczno-fizyczna),153.20
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1B (prawno-dyplomatyczna),150.75
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1C (humanistyczno-lingwistyczna),152.30
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1D (biologiczno-chemiczna),158.45
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1E (medialno-lingwistyczna),149.30
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1F (ekonomiczno-prawna),149.40
2023/2024,Gdańsku,VII LO im. Józefa Wybickiego,ul. Tytusa Chałubińskiego 13 80-807 Gdańsk Chełm,Klasa 1G (matematyczno-geograficzna),151.15
2023/2024,Gdańsku,VIII LO im. Komisji Edukacji Narodowej,ul. Kartuska 128 80-136 Gdańsk Siedlce,Klasa 1A (lingwistyczna),164.05
2023/2024,Gdańsku,VIII LO im. Komisji Edukacji Narodowej,ul. Kartuska 128 80-136 Gdańsk Siedlce,Klasa 1B (matematyczno-geograficzna),169.40
2023/2024,Gdańsku,VIII LO im. Komisji Edukacji Narodowej,ul. Kartuska 128 80-136 Gdańsk Siedlce,Klasa 1C (biologiczno-chemiczna),169.90
2023/2024,Gdańsku,VIII LO im. Komisji Edukacji Narodowej,ul. Kartuska 128 80-136 Gdańsk Siedlce,Klasa 1D (matematyczno-informatyczna),169.35
2023/2024,Gdańsku,VIII LO im. Komisji Edukacji Narodowej,ul. Kartuska 128 80-136 Gdańsk Siedlce,Klasa 1E (matematyczno-fizyczny),170.25
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1a (matematyczno-ekonomiczna),162.65
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1b (dyplomatyczno-prawnicza z mediami),154.85
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1c (matematyczno-fizyczno-informatyczna),157.70
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1d (matematyczno-fizyczno-językowa),157.80
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1e (matematyczno-informatyczno-językowa),159.45
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,"Klasa 1f (biologiczno-chemiczna, medyczno-psychologiczna)",163.75
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1g (interdyscyplinarna),brak danych
2023/2024,Gdańsku,IX LO im. Krzysztofa Kolbergera,ul. płk. Wilka-Krzyżanowskiego 8 80-271 Gdańsk Zaspa,Klasa 1h (międzynarodowa odział przygotowawczy),brak danych
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,"Klasa 1A (dwujęzyczna, politechniczna)",161.37
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,"Klasa 1B (dwujęzyczna, biomedyczna)",164.69
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,"Klasa 1C (dwujęzyczna, biznesowa)",168.54
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,"Klasa 1D (dwujęzyczna, lingwistyczno-prawna)",158.63
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,"Klasa 1E (dwujęzyczna, humanistyczna)",157.58
2023/2024,Gdańsku,X LO,ul. Tadeusza Kościuszki 8B 80-451 Gdańsk,Klasa 1F (przyrodniczo-matematyczna),161.58
