year,city,school,address,course,threshold
2024/2025,Poznaniu,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Klasa 1E (lingwistyczna),126.05
2024/2025,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 (prawna),109.05
2024/2025,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 (psychologia i resocjalizacja),94.70
2024/2025,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1A (sportowo-obronna),92.55
2024/2025,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1B (policyjna),97.15
2024/2025,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1C (psychologiczno-pedagogiczna ang-hiszp),103.20
2024/2025,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1D (Oddział Przygotowania Wojskowego),36.00
2024/2025,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1A (pożarnicza),62.35
2024/2025,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1B (policyjna),63.40
2024/2025,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1C (usługi kosmetyczne),77.65
2024/2025,Poznaniu,XXXVII Liceum Ogólnokształcące Z Oddziałami Terapeutycznymi,ul. Klaudyny Potockiej 38 60-521 Poznań Grunwald,Klasa 1A (terapeutyczna),29.15
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1A  (ekonomiczno-językowa),187.70
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1B (Prawniczo-Psychologiczna),192.90
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1BW (Prawniczo-Psychologiczna),201.30
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1C (medyczna),193.90
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1DCH (politechniczna),172.65
2024/2025,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1DF (politechniczna),196.05
2024/2025,Poznaniu,Publiczne Liceum Ogólnokształcące Zakonu Pijarów im. Św. Józefa Kalasancjusza w Poznaniu,os. Jana III Sobieskiego 114 60-688 Poznań Stare Miasto,Klasa 1A (humanistyczna),95.40
2024/2025,Poznaniu,Publiczne Liceum Ogólnokształcące Zakonu Pijarów im. Św. Józefa Kalasancjusza w Poznaniu,os. Jana III Sobieskiego 114 60-688 Poznań Stare Miasto,Klasa 1B (politechniczna),56.60
2024/2025,Poznaniu,Publiczne Liceum Ogólnokształcące Zakonu Pijarów im. Św. Józefa Kalasancjusza w Poznaniu,os. Jana III Sobieskiego 114 60-688 Poznań Stare Miasto,Klasa 1C (medyczna),98.45
2024/2025,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1A (humanistyczna),166.80
2024/2025,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1C (biol-chem-mat),175.45
2024/2025,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1F (mat-fiz),164.00
2024/2025,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1G (mat-geo-ang),169.20
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1A (piłka nożna),105.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1B (piłka nożna),120.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1C (kajakarstwo),120.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,"Klasa 1H (hokej na trawie, siatkówka dziewcząt)",130.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1K (koszykówka),120.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,"Klasa 1P (pływanie, pływanie synchroniczne, skoki do wody, wioślarstwo)",154.00
2024/2025,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,"Klasa S (sportowa - sporty walki, piłka nożna dziewcząt)",115.00
2024/2025,Rzeszowie,I LO im. ks. Stanisława Konarskiego,ul. 3 Maja 15 35-030 Rzeszów Śródmieście,Klasa 1A (humanistyczna),149.75
2024/2025,Rzeszowie,I LO im. ks. Stanisława Konarskiego,ul. 3 Maja 15 35-030 Rzeszów Śródmieście,Klasa 1C grupa 1 (mat-inf-ang),162.55
2024/2025,Rzeszowie,I LO im. ks. Stanisława Konarskiego,ul. 3 Maja 15 35-030 Rzeszów Śródmieście,Klasa 1C grupa 2 (mat-fiz-ang),166.00
2024/2025,Rzeszowie,I LO im. ks. Stanisława Konarskiego,ul. 3 Maja 15 35-030 Rzeszów Śródmieście,Klasa 1D (mat-geo-ang),155.60
2024/2025,Rzeszowie,I LO im. ks. Stanisława Konarskiego,ul. 3 Maja 15 35-030 Rzeszów Śródmieście,Klasa 1E (biol-chem-ang),165.80
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1A (biol-chem),166.30
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1B (humanistyczna),133.95
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1C (mat-fiz-ang),164.20
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1D (biol-chem-mat),171.45
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1E (mat-geo-ang),158.10
2024/2025,Rzeszowie,II LO im. Leopolda Lisa-Kuli,ul. ks. Józefa Jałowego 22 35-010 Rzeszów Centrum,Klasa 1F (mat-inf-ang),150.40
2024/2025,Rzeszowie,III LO im. Cypriana Kamila Norwida,ul. Fryderyka Szopena 11 35-055 Rzeszów Budziwój,Klasa 1A (medialno-prawna),125.55
2024/2025,Rzeszowie,III LO im. Cypriana Kamila Norwida,ul. Fryderyka Szopena 11 35-055 Rzeszów Budziwój,Klasa 1B (mat-fiz-inf),100.10
2024/2025,Rzeszowie,III LO im. Cypriana Kamila Norwida,ul. Fryderyka Szopena 11 35-055 Rzeszów Budziwój,Klasa 1C (biol-chem-ang),143.90
2024/2025,Rzeszowie,III LO im. Cypriana Kamila Norwida,ul. Fryderyka Szopena 11 35-055 Rzeszów Budziwój,Klasa 1D (biol-mat-ang),130.55
2024/2025,Rzeszowie,III LO im. Cypriana Kamila Norwida,ul. Fryderyka Szopena 11 35-055 Rzeszów Budziwój,Klasa 1E (mat-geo-ang),144.10
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1A (mat-fiz-ang),126.45
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1B (biol-chem),154.95
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1C (biol-chem-mat),146.00
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1D grupa 1 (mat-inf-ang),145.45
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1D grupa 2 (mat-fiz-inf),95.40
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1E grupa 1 (biol-pol-ang),brak danych
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1E grupa 2 (pol-hist-ang),120.45
2024/2025,Rzeszowie,IV LO im. Mikołaja Kopernika,ul. Jarosława Dąbrowskiego 82 35-036 Rzeszów Dąbrowskiego,Klasa 1F (mat-geo-ang),141.15
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,"Klasa 1A (sportowa - akrobatyka, trampolina, fitness)",40.00
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,"Klasa 1B (sportowa - taniec, akrobatyka)",brak danych
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1C (sportowa - lekkoatlektyka),brak danych
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1D (sportowa - piłka nożna chłopców),brak danych
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1E (sportowa - koszykówka dziewcząt),115.00
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1F (mistrzostwa sportowego - piłka ręczna dziewcząt),387.00
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1G (mistrzostwa sportowego - piłka siatkowa dziewcząt),50.00
2024/2025,Rzeszowie,V LO im. K. K. Baczyńskiego,ul. Hetmańska 38 35-045 Rzeszów Śródmieście,Klasa 1H (mistrzostwa sportowego - piłka siatkowa chłopców),221.00
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1A (mat-fiz-inf),121.55
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1B (mat-geo-ang),142.30
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1C (biol-chem),141.10
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1D (pol-hist-ang),144.60
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1E (hist-wos-ang),138.20
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1F (mat-ang),142.85
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1G (geo-ang),152.20
2024/2025,Rzeszowie,VI LO im. Ambrożego Towarnickiego,ul. Ambrożego Towarnickiego 4 35-010 Rzeszów Staroniwa,Klasa 1H (pol-biol-ang),144.50
2024/2025,Rzeszowie,VII Liceum Ogólnokształcace,al. Tadeusza Rejtana 3 35-326 Rzeszów,Klasa 1A (językowo turystyczna),83.20
2024/2025,Rzeszowie,VIII LO im. Stanisława Wyspiańskiego,ul. Stanisława Wyspiańskiego 16a 35-111 Rzeszów,Klasa 1A (mat-geo-ang),52.55
2024/2025,Rzeszowie,VIII LO im. Stanisława Wyspiańskiego,ul. Stanisława Wyspiańskiego 16a 35-111 Rzeszów,Klasa 1B (pol-biol-ang),94.35
2024/2025,Rzeszowie,VIII LO im. Stanisława Wyspiańskiego,ul. Stanisława Wyspiańskiego 16a 35-111 Rzeszów,Klasa 1C (geo-wos-ang),94.10
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1A grupa 1 (biol-chem-ang),141.30
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1A grupa 2 (dwujęzyczna biol-chem-mat),151.70
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1B grupa 1 (mat-geo-ang),128.60
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1B grupa 2 (dwujęzyczna mat-geo-biz),164.40
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1D grupa 1 (pol-hist-ang),105.50
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1D grupa 2 (dwujęzyczna pol-hist-wos),115.75
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1MC grupa 1 (międzynarodowa),170.20
2024/2025,Rzeszowie,IX LO im. Św. Królowej Jadwigi,ul. Elizy Orzeszkowej 8a 35-006 Rzeszów Baranówka,Klasa 1MC grupa 2 (dwujęzyczna mat-fiz-inf),156.90
2024/2025,Rzeszowie,X Liceum Ogólnokształcące,ul. mjr. Henryka Sucharskiego 4 35-225 Rzeszów,Klasa 1 LOs (ogólnokształcąca z elementami wizażu i stylizacji),30.55
2024/2025,Rzeszowie,X Liceum Ogólnokształcące,ul. mjr. Henryka Sucharskiego 4 35-225 Rzeszów,"Klasa 1LOw (wojskowa, oddział przygotowania wojskowego)",70.00
2024/2025,Rzeszowie,XII Liceum Ogólnokształcące Z Oddziałami Integracyjnymi,al. Tadeusza Rejtana 30 35-310 Rzeszów,Klasa 1A (przyrodniczo-humanistyczna),61.55
2024/2025,Rzeszowie,XII Liceum Ogólnokształcące Z Oddziałami Integracyjnymi,al. Tadeusza Rejtana 30 35-310 Rzeszów,Klasa 1B (turystyczno-społeczna),61.65
2024/2025,Rzeszowie,XII Liceum Ogólnokształcące Z Oddziałami Integracyjnymi,al. Tadeusza Rejtana 30 35-310 Rzeszów,Klasa 1C (humanistyczna),79.50
2024/2025,Rzeszowie,XIV LO w ZST,ul. Adama Matuszczaka 7 35-084 Rzeszów,Klasa 1A (klasa wojskowa),55.00
2024/2025,Rzeszowie,Publiczne Liceum Ogólnokształcące im. Pauli Montal Sióstr Pijarek w Rzeszowie,ul. Sanocka 70 35-514 Rzeszów,Klasa 1A (językowo-prawna),132.45
2024/2025,Rzeszowie,Publiczne Liceum Ogólnokształcące im. Pauli Montal Sióstr Pijarek w Rzeszowie,ul. Sanocka 70 35-514 Rzeszów,Klasa 1B (medyczna),154.65
2024/2025,Rzeszowie,Publiczne Liceum Ogólnokształcące im. Pauli Montal Sióstr Pijarek w Rzeszowie,ul. Sanocka 70 35-514 Rzeszów,Klasa 1C (politechniczny/turystyczny),149.65
2024/2025,Rzeszowie,Publiczne Akademickie LO,ul. Antoniego Kopaczewskiego 2 35-225 Rzeszów,Klasa 1A (dwujęzyczna mat-inf-ang),134.10
2024/2025,Rzeszowie,Publiczne Akademickie LO,ul. Antoniego Kopaczewskiego 2 35-225 Rzeszów,Klasa 1B (humanistyczno-artystyczna),134.80
2024/2025,Rzeszowie,Publiczne Akademickie LO,ul. Antoniego Kopaczewskiego 2 35-225 Rzeszów,Klasa 1C (biol-chem-ang),165.00
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1A (humanistyczna),brak danych
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1B (biol-chem),123.20
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1C (biol-chem-mat),149.10
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1D (mat-geo),122.00
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1E (hist-geo),brak danych
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1F (mat-fiz),151.65
2024/2025,Rzeszowie,LO Sióstr Prezentek im. Jana Pawła II,ul. ks. Józefa Jałowego 1 35-010 Rzeszów Centrum,Klasa 1G (mat-inf),136.65
2024/2025,Szczecinie,I LO im. Marii Skłodowskiej-Curie,al. Piastów 12 70-331 Szczecin Turzyn,Klasa 1A (lingwistyczno-turystyczna),148.70
2024/2025,Szczecinie,I LO im. Marii Skłodowskiej-Curie,al. Piastów 12 70-331 Szczecin Turzyn,Klasa 1B (biologiczno-medyczna),155.30
2024/2025,Szczecinie,I LO im. Marii Skłodowskiej-Curie,al. Piastów 12 70-331 Szczecin Turzyn,Klasa 1C (matematyczno-fizyczno-informatyczna),149.85
2024/2025,Szczecinie,I LO im. Marii Skłodowskiej-Curie,al. Piastów 12 70-331 Szczecin Turzyn,Klasa 1D (dziennikarsko-prawnicza (z j. włoskim)),150.70
2024/2025,Szczecinie,I LO im. Marii Skłodowskiej-Curie,al. Piastów 12 70-331 Szczecin Turzyn,Klasa 1E (psychologiczno-językowa (z j. włoskim)),157.85
2024/2025,Szczecinie,II LO im. Mieszka I,ul. Henryka Pobożnego 2 70-507 Szczecin Śródmieście,Klasa 1 (IB),243.20
2024/2025,Szczecinie,II LO im. Mieszka I,ul. Henryka Pobożnego 2 70-507 Szczecin Śródmieście,Klasa 1B (językowo-matematyczna),149.60
2024/2025,Szczecinie,II LO im. Mieszka I,ul. Henryka Pobożnego 2 70-507 Szczecin Śródmieście,Klasa 1D (społeczno-prawna),144.20
2024/2025,Szczecinie,II LO im. Mieszka I,ul. Henryka Pobożnego 2 70-507 Szczecin Śródmieście,Klasa 1G(matematyczno – chemiczna),124.45
2024/2025,Szczecinie,II LO im. Mieszka I,ul. Henryka Pobożnego 2 70-507 Szczecin Śródmieście,Klasa 1H (biologiczno-chemiczna),163.85
2024/2025,Szczecinie,III LO im. Mikołaja Kopernika,ul. Pomorska 150 70-812 Szczecin Prawobrzeże,Klasa 1 (biologiczno-medyczna),105.50
2024/2025,Szczecinie,III LO im. Mikołaja Kopernika,ul. Pomorska 150 70-812 Szczecin Prawobrzeże,Klasa 1 (humanistyczno-europejska),97.35
2024/2025,Szczecinie,IV LO im. Bolesława Prusa,ul. Kingi 2 71-032 Szczecin Zachód,Klasa 1 (językowo-geograficzna),137.85
2024/2025,Szczecinie,IV LO im. Bolesława Prusa,ul. Kingi 2 71-032 Szczecin Zachód,Klasa 1A (matematyczno- fizyczna),125.60
2024/2025,Szczecinie,IV LO im. Bolesława Prusa,ul. Kingi 2 71-032 Szczecin Zachód,Klasa 1B (biologiczno-chemiczna),127.00
2024/2025,Szczecinie,V LO im. Adama Asnyka,ul. Ofiar Oświęcimia 14 71-537 Szczecin Śródmieście,Klasa 1A (dwujęzyczna mat-geo),179.70
2024/2025,Szczecinie,V LO im. Adama Asnyka,ul. Ofiar Oświęcimia 14 71-537 Szczecin Śródmieście,Klasa 1B (mat-fiz-inf),167.05
2024/2025,Szczecinie,V LO im. Adama Asnyka,ul. Ofiar Oświęcimia 14 71-537 Szczecin Śródmieście,Klasa 1C grupa 1  (medyczna),171.95
2024/2025,Szczecinie,V LO im. Adama Asnyka,ul. Ofiar Oświęcimia 14 71-537 Szczecin Śródmieście,Klasa 1C grupa 2 (medyczna),172.20
2024/2025,Szczecinie,VI LO im. Stefana Czarnieckiego,ul. Jagiellońska 41 70-382 Szczecin Śródmieście,Klasa 1B grupa 1 (biologiczno-chemiczny),142.00
2024/2025,Szczecinie,VI LO im. Stefana Czarnieckiego,ul. Jagiellońska 41 70-382 Szczecin Śródmieście,Klasa 1B grupa 2 (biologiczno-psychologiczny),140.90
2024/2025,Szczecinie,VI LO im. Stefana Czarnieckiego,ul. Jagiellońska 41 70-382 Szczecin Śródmieście,Klasa 1C (matematyczno-przyrodniczy),127.40
2024/2025,Szczecinie,VII LO im. K. K. Baczyńskiego,ul. Jana Styki 13 71-138 Szczecin Zachód,Klasa 1A grupa 1 (mundurowa - Bezpieczeństwo publiczne),98.45
2024/2025,Szczecinie,VII LO im. K. K. Baczyńskiego,ul. Jana Styki 13 71-138 Szczecin Zachód,Klasa 1A grupa 2 (mundurowa Strażacko – ratownicza),85.35
2024/2025,Szczecinie,VII LO im. K. K. Baczyńskiego,ul. Jana Styki 13 71-138 Szczecin Zachód,Klasa 1B (Biologiczna z elementami kryminalistyki),99.70
2024/2025,Szczecinie,VIII LO im. Olimpijczyków Polskich,ul. Andrzeja Małkowskiego 12 70-306 Szczecin Śródmieście,Klasa 1B (przyrodniczo-medyczna ),102.15
2024/2025,Szczecinie,VIII LO im. Olimpijczyków Polskich,ul. Andrzeja Małkowskiego 12 70-306 Szczecin Śródmieście,Klasa 1C (dziennikarska),95.95
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1 (Wstępna z językiem francuskim ),134.40
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1A (Politechniczna),166.75
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1B grupa 1 (Humanistyczna-lingwistyczna),brak danych
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1B grupa 2 (Humanistyczna-prawno-kulturowa),151.65
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1C (Medyczno- biotechnologiczna),165.70
2024/2025,Szczecinie,IX LO im. Bohaterów Monte Cassino,pl. Mariacki 1 70-547 Szczecin Śródmieście,Klasa 1D (Dwujęzyczny z językiem niemieckim),brak danych
2024/2025,Szczecinie,XI LO w ZSOnr4,ul. Eugeniusza Romera 2 71-246 Szczecin Zachód,Klasa 1LA (prawna - dwujęzyczna z językiem angielskim),112.35
2024/2025,Szczecinie,XI LO w ZSOnr4,ul. Eugeniusza Romera 2 71-246 Szczecin Zachód,Klasa 1LB (medyczna),99.10
2024/2025,Szczecinie,XII LO w ZSS im. Sportowców Ziemi Szczecińskiej,ul. Małopolska 22 70-515 Szczecin Śródmieście,Klasa 1 (biznesowo-menadżerska),117.60
2024/2025,Szczecinie,XII LO w ZSS im. Sportowców Ziemi Szczecińskiej,ul. Małopolska 22 70-515 Szczecin Śródmieście,Klasa 1 (humanistyczno-językowa),120.20
2024/2025,Szczecinie,XIII LO,ul. Unisławy 26 71-413 Szczecin Śródmieście,Klasa 1 (biologiczno-chemiczna),178.80
2024/2025,Szczecinie,XIII LO,ul. Unisławy 26 71-413 Szczecin Śródmieście,Klasa 1 (matematyczno-fizyczna),171.60
2024/2025,Szczecinie,XIII LO,ul. Unisławy 26 71-413 Szczecin Śródmieście,Klasa 1 (społeczno-prawna),150.35
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 0 (wstępna),144.10
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1A grupa 1 (matematyczno – fizyczna),154.55
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1A grupa 2 (matematyczno – chemiczna),156.30
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1B grupa 1 (biologiczno – matematyczna),160.30
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1B grupa 2 (biologiczno- chemiczna),160.30
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1D grupa 1 (dwujęzyczna matematyczno – językowa),173.60
2024/2025,Szczecinie,XIV LO w ZSOnr2,ul. Mikołaja Kopernika 16a 70-241 Szczecin Śródmieście,Klasa 1D grupa 2 (dwujęzyczna  prawno – językowa),175.55
2024/2025,Szczecinie,XVI Liceum Ogólnokształcące w Szczecinie,ul. Xawerego Dunikowskiego 1 70-123 Szczecin,Klasa 1 (informatyczna),127.55
2024/2025,Szczecinie,XVI Liceum Ogólnokształcące w Szczecinie,ul. Xawerego Dunikowskiego 1 70-123 Szczecin,Klasa 1 (matematyczno-psychologiczna),129.20
2024/2025,Szczecinie,XVI Liceum Ogólnokształcące w Szczecinie,ul. Xawerego Dunikowskiego 1 70-123 Szczecin,Klasa 1 (ogólna uniwersytecka),135.40
2024/2025,Szczecinie,XVI Liceum Ogólnokształcące w Szczecinie,ul. Xawerego Dunikowskiego 1 70-123 Szczecin,Klasa 1 (przyrodniczo-medyczna),121.05
2024/2025,Szczecinie,XVIII Liceum Ogólnokształcące im. Józefa Wybickiego,ul. Hoża 3 71-699 Szczecin,Klasa 1B (teatralno-medialna),50.90
2024/2025,Szczecinie,Liceum Ogólnokształcące Z Oddziałami Integracyjnymi,al. Wojska Polskiego 119 70-490 Szczecin,Klasa 1A (biologiczna z elementami psychologii),127.40
