ID_OKE;wojewodztwo;powiat;gmina;typ_gminy;kod_teryt_gminy;RSPO;ID_szkoły;nazwa_szkoly;miejscowosc;ulica_nr;typ_placowki;rodzaj_placowki;czy_publiczna;O_otrzymali_swiadectwo_dojrzałosci;O_liczba_zdających;O_zdawalnosc;PPP_liczba_zdajacych;PPP_liczba_laureatow;PPP_zdawalnosc;PPP_mean;PPP_std;PPP_median;PPP_mode;PPU_liczba_zdajacych;PPU_zdawalnosc;PPU_mean;APP_liczba_zdajacych;APP_liczba_laureatow;APP_zdawalnosc;APP_mean;APP_std;APP_median;APP_mode;APU_liczba_zdajacych;APU_zdawalnosc;APU_mean;MP_liczba_zdajacych;MP_liczba_laureatow;MP_zdawalnosc;MP_mean;MP_std;MP_median;MP_mode;AR_liczba_zdajacych;AR_liczba_laureatow;AR_mean;AR_std;AR_median;AR_mode;PR_liczba_zdajacych;PR_liczba_laureatow;PR_mean;PR_std;PR_median;PR_mode
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;12325;040101-01348;TECHNIKUM NR 2 W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. gen. Władysława Sikorskiego 2;technikum;dla młodzieży;Tak;16;21;76.19047619;21;;100;46.42857143;9.281684107;47;30;21;95.23809524;43.33333333;21;;90.47619048;61.80952381;22.88817338;62;42;21;95.23809524;62.52380952;21;;76.19047619;36.47619048;10.36302515;34;40;15;;34.8;21.55674682;27;22;;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;4117;040101-0210V;LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO IM. KARDYNAŁA AUGUSTA HLONDA;Aleksandrów Kujawski;ul. Fryderyka Chopina 24;liceum;dla młodzieży;Tak;72;75;96;75;;98.66666667;58.46666667;15.2292117;60;62;75;100;76.22666667;76;;100;80.85526316;20.93329251;89;100;75;100;83.57333333;75;;96;72.66666667;21.01258882;74;90;66;;63.5;26.00888543;72;92;15;;26.4;22.20150145;26;3
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;10610;040101-0332W;TECHNIKUM NR 1 W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. Stanisława Wyspiańskiego 4;technikum;dla młodzieży;Tak;40;57;70.1754386;58;;91.22807018;52.17241379;17.59715683;54;48;58;92.98245614;52.75862069;58;;87.71929825;67.4137931;28.16272572;76;95;57;92.98245614;66.14035088;58;;73.68421053;43.96551724;21.63487408;42;14;47;;46.53191489;26.13943875;48;75;1;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;123619;040101-0531F;SZKOŁA TECHNICZNA IM. PODPORUCZNIKA KAROLA PALCZYŃSKIEGO BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. Długa 8;technikum;dla młodzieży;Nie;3;22;13.63636364;22;;36.36363636;23.77272727;11.80112405;22.5;12;22;100;61.5;22;;54.54545455;37.27272727;22.57549319;31.5;22;22;100;77.13636364;22;;13.63636364;17.27272727;6.620778711;18;18;14;;18.64285714;12.32075568;16;10;1;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Ciechocinek;gmina miejska;0401021;3513;040102-0110P;LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W CIECHOCINKU;Ciechocinek;ul. Mikołaja Kopernika 1;liceum;dla młodzieży;Tak;31;33;93.93939394;33;;100;65.21212121;16.04870914;67;63;33;100;69.27272727;32;;100;88.40625;15.41885894;94;98;32;100;91.625;33;;93.93939394;69.39393939;22.06593342;72;62;25;;80.08;13.06267966;83;63;5;;33.2;8.611620057;31;
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;131451;040201-01134;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Brodnica;ul. Karbowska 29;liceum;dla dorosłych;Tak;5;12;41.66666667;12;;83.33333333;46.75;16.0058583;51;37;12;100;61.41666667;12;;100;55.33333333;20.82599871;51;37;12;100;53.83333333;12;;41.66666667;24.5;13.14343943;22;22;6;;24.66666667;8.749603166;24;;3;;;;;
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;131392;040201-01376;TECHNIKUM IM. ZESŁAŃCÓW SYBIRU;Brodnica;ul. Karbowska 29;technikum;dla młodzieży;Tak;168;194;86.59793814;197;;96.39175258;52.15228426;16.08660436;55;62;195;100;76.75384615;197;;91.75257732;68.18781726;26.2556787;75;95;194;97.93814433;72.64948454;197;;89.69072165;53.91878173;24.47154159;52;58;102;;58.5;25.72697905;65;80;7;;12.57142857;17.31932977;3;0
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;53597;040201-06100;I LICEUM OGÓLNOKSZTAŁCĄCE IM. FILOMATÓW ZIEMI MICHAŁOWSKIEJ W BRODNICY;Brodnica;ul. Lidzbarska 14;liceum;dla młodzieży;Tak;105;108;97.22222222;108;;98.14814815;62.80555556;13.89141644;64;57;108;100;86.85185185;108;;98.14814815;81.38888889;21.77061957;92.5;98;108;99.07407407;77.25925926;108;;97.22222222;65.7962963;21.01135463;62;56;85;;66.91764706;22.80413366;72;80;22;;27.66666667;20.71423098;26;3
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;6279;040201-0711K;III LICEUM OGÓLNOKSZTAŁCĄCE W BRODNICY;Brodnica;ul. Matejki 7;liceum;dla młodzieży;Tak;112;113;99.11504425;113;;100;61.91150442;13.91793744;63;65;113;100;88.94690265;113;;100;85.55752212;14.34834519;90;95;113;100;87.40707965;113;;99.11504425;72.37168142;21.67425564;76;100;104;;64.67307692;21.31740094;65;75;13;;38.76923077;16.07268991;34;26
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;275931;040201-077NC;BRANŻOWA SZKOŁA II STOPNIA;Brodnica;ul. Mazurska 28;branzowa;nie dotyczy;Tak;1;4;;7;;25;19;15.32504952;10;10;5;100;46;7;;25;37.85714286;32.08661747;22;;6;100;35;7;;25;16.28571429;5.799366609;16;24;4;;;;;;2;;;;;
1;Kujawsko-Pomorskie;brodnicki;Górzno;miasto;0402054;53680;040205-0110N;LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH W GÓRZNIE;Górzno;ul. Kościelna 7;liceum;dla młodzieży;Nie;3;7;42.85714286;7;;100;55.14285714;11.49445297;55;;7;100;67.57142857;7;;71.42857143;64.42857143;34.36300811;75;;7;100;68;7;;42.85714286;38.28571429;30.78828296;22;;4;;;;;;3;;;;;
1;Kujawsko-Pomorskie;brodnicki;Jabłonowo Pomorskie;miasto;0402074;109600;040207-0113A;LICEUM OGÓLNOKSZTAŁCĄCE;Jabłonowo Pomorskie;ul. Nowy Rynek 5;liceum;dla młodzieży;Tak;9;9;100;9;;100;57.88888889;8.812168915;58;52;9;100;86.22222222;9;;100;64.88888889;27.06964041;48;100;9;100;62.22222222;9;;100;60;12.71918935;60;58;4;;;;;;2;;;;;
1;Kujawsko-Pomorskie;brodnicki;Jabłonowo Pomorskie;miasto;0402074;84659;040207-0134R;TECHNIKUM;Jabłonowo Pomorskie;ul. Nowy Rynek 5;technikum;dla młodzieży;Tak;15;16;93.75;16;;100;63.6875;13.41043787;62.5;63;16;100;86.875;16;;93.75;70.375;22.74003903;72;40;16;100;68.4375;16;;93.75;60.875;22.20325145;55;44;3;;;;;;;;;;;
1;Kujawsko-Pomorskie;bydgoski;Dobrcz;gmina wiejska;0403032;71502;040303-0113J;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE;Karolewo;8;liceum;dla dorosłych;Tak;1;5;20;5;;20;20.6;13.74918179;15;15;5;100;56.6;5;;60;42.8;35.67295895;38;;5;100;52;5;;20;22;16.82854717;16;;1;;;;;;4;;;;;
1;Kujawsko-Pomorskie;bydgoski;Dobrcz;gmina wiejska;0403032;113791;040303-0132A;TECHNIKUM W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE;Karolewo;8;technikum;dla młodzieży;Tak;11;16;68.75;16;;93.75;44;9.137833441;45;40;16;100;64.5625;15;;80;40.46666667;23.20306493;35;23;15;100;46.53333333;16;;68.75;43.875;20.19243361;45;16;4;;;;;;1;;;;;
1;Kujawsko-Pomorskie;bydgoski;Koronowo;miasto;0403044;83537;040304-0132T;TECHNIKUM W KORONOWIE W ZESPOLE SZKÓŁ ZAWODOWYCH IM. GEN. STANISŁAWA MACZKA W KORONOWIE;Koronowo;ul. Dworcowa 53;technikum;dla młodzieży;Tak;17;23;73.91304348;24;;91.30434783;53.54166667;18.03695088;58.5;45;23;100;71.17391304;24;;82.60869565;68.16666667;29.66853927;77.5;95;23;95.65217391;57.26086957;24;;73.91304348;47.33333333;25.19038617;38;38;13;;47.84615385;30.79172255;43;;2;;;;;
1;Kujawsko-Pomorskie;bydgoski;Koronowo;miasto;0403044;83543;040304-0411F;LICEUM OGÓLNOKSZTAŁCĄCE IM. LEONA WYCZÓŁKOWSKIEGO W KORONOWIE;Koronowo;ul. Szkolna 4;liceum;dla młodzieży;Tak;35;43;81.39534884;43;;97.6744186;53.69767442;13.11227879;55;45;43;100;61.09302326;43;;97.6744186;70.69767442;24.00633142;77;98;43;100;69.65116279;43;;81.39534884;45.81395349;22.60608666;46;54;31;;50.4516129;27.4882247;43;10;5;;44.6;25.28715089;43;43
1;Kujawsko-Pomorskie;bydgoski;Solec Kujawski;miasto;0403084;85245;040308-01141;LICEUM OGÓLNOKSZTAŁCĄCE W SOLCU KUJAWSKIM W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCACYCH I ZAWODOWYCH W SOLCU KUJAWSKIM;Solec Kujawski;ul. 29 Listopada 7;liceum;dla młodzieży;Tak;14;16;87.5;16;;87.5;46.9375;19.36320205;45;42;16;100;47;15;;93.33333333;64.4;28.67240253;68;98;15;100;64.86666667;16;;87.5;44.875;19.41608547;42;54;7;;54.14285714;27.87435366;50;92;3;;;;;
1;Kujawsko-Pomorskie;bydgoski;Solec Kujawski;miasto;0403084;85324;040308-0139Y;TECHNIKUM W SOLCU KUJAWSKIM W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCĄCYCH I ZAWODOWYCH W SOLCU KUJAWSKIM;Solec Kujawski;ul. 29 Listopada 7;technikum;dla młodzieży;Tak;6;7;85.71428571;7;;85.71428571;41.14285714;18.71155923;48;;7;100;61.85714286;7;;100;88.85714286;12.31060601;93;100;7;100;87.14285714;7;;100;75.42857143;19.61673588;84;84;7;;62.57142857;27.8867974;70;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;109572;046101-02321;TECHNIKUM IM. SYBIRAKÓW W BYGDOSZCZY;Bydgoszcz;ul. Filmowa 1;technikum;dla młodzieży;Tak;51;58;87.93103448;60;;96.55172414;54.73333333;14.93415176;53;50;60;100;54.13333333;59;;93.10344828;67.10169492;29.03924575;82;92;59;100;57.30508475;60;;91.37931034;45;19.84103492;40;30;35;;61.31428571;25.09840226;63;80;5;;21.8;22.0399637;23;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;22038;046101-04345;TECHNIKUM NR 9 IM. MARII DĄBROWSKIEJ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;ul. Gajowa 94;technikum;dla młodzieży;Tak;74;96;77.08333333;98;;97.91666667;49.34693878;13.92919562;50;50;98;96.875;60;98;;92.70833333;67.60204082;26.17006383;67;93;97;94.79166667;67;98;;80.20833333;48.12244898;23.35671267;44;24;65;;52.35384615;23.00262913;55;33;5;;13.8;15.9172862;3;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14501;046101-0534U;TECHNIKUM GASTRONOMICZNO-HOTELATSKIE NR 8 IM. JAROSŁAWA IWASZKIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Ks. Stanisława Konarskiego 5;technikum;dla młodzieży;Tak;68;78;87.17948718;80;;100;52.0875;12.48618612;52;57;79;98.71794872;54.03846154;78;;94.80519481;72.57692308;25.37943809;80;100;78;98.7012987;73.03846154;79;;88.46153846;48.40506329;19.36035293;48;30;43;;63.65116279;24.18521913;68;68;8;;27;19.29378138;29;29
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;57618;046101-06132;XVIII LICEUM OGÓLNOKSZTAŁCĄCE;Bydgoszcz;ul. Zygmunta Krasińskiego 10;liceum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14226;046101-0732I;TECHNIKUM DRZEWNE NR 5 IM. STANISŁAWA STASZICA W BYDGOSZCZY;Bydgoszcz;ul. Toruńska 44;technikum;dla młodzieży;Tak;5;7;71.42857143;7;;71.42857143;35.28571429;11.64614327;37;37;7;100;40;7;;71.42857143;50.42857143;34.34221535;30;;7;100;57.57142857;7;;85.71428571;47.42857143;12.45399698;54;;2;;;;;;2;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;19108;046101-0916Q;IV LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Bydgoszcz;ul. Gajowa 98;liceum;dla dorosłych;Tak;12;22;54.54545455;24;;86.36363636;42.29166667;13.99547298;41.5;37;23;100;65.7826087;22;;85;71;31.68595904;87;17;21;100;72.52380952;23;;54.54545455;34.09090909;17.97449984;29;10;14;;54.5;28.86359546;64;88;2;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;19101;046101-0932W;TECHNIKUM EKONOMICZNE NR 6 W BYDGOSZCZY;Bydgoszcz;ul. Gajowa 98;technikum;dla młodzieży;Tak;99;100;99;100;;99;60.15151515;12.34140902;62;63;100;100;89.84;100;;100;79.54545455;20.67168694;87;98;100;100;76;100;;100;70.72727273;17.78537487;74;82;86;;58.95294118;26.40272084;65;28;7;;57;7.540367555;57;57
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12719;046101-1011T;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANUSZA KUSOCIŃSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. 11 Listopada 4;liceum;dla młodzieży;Tak;117;117;100;117;;100;66.72649573;11.42169471;67;72;117;100;89.97435897;117;;100;88.58119658;15.64851066;95;100;117;100;85.1965812;117;;100;76.20512821;17.03367126;78;94;95;;73.17894737;20.40329125;80;95;22;;32.27272727;13.82087294;31;29
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11640;046101-1111I;XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JEREMIEGO PRZYBORY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;"ul. gen. Augusta Emila Fieldorfa ""Nila"" 13";liceum;dla młodzieży;Tak;64;68;94.11764706;70;;97.05882353;49.94202899;14.5451661;50;50;68;100;78.13235294;69;;95.52238806;76.36764706;24.73322629;87;98;67;100;77.25373134;70;;98.52941176;54.31884058;20.96684253;50;42;56;;56.92592593;27.05881923;61.5;23;14;;46.78571429;22.8791189;44.5;43
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11648;046101-1411L;XI LICEUM OGÓLNOKSZTAŁCĄCE IM. BYDGOSKICH OLIMPIJCZYKÓW MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;ul. Cicha 59;liceum;dla młodzieży;Tak;71;73;97.26027397;73;;97.26027397;57.24657534;15.1700686;58;48;73;98.63013699;59.80821918;73;;98.63013699;78.02739726;20.93170408;80;98;73;100;72.87671233;73;;98.63013699;64.1369863;19.13564777;64;48;53;;59.66037736;23.33751001;65;83;11;;27.63636364;11.94131657;29;26
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;9883;046101-1510F;I PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY;Bydgoszcz;ul. Jagiellońska 27;liceum;dla młodzieży;Nie;6;7;85.71428571;7;;100;67;11.4392807;62;;7;100;76.71428571;5;;100;89;14.96662955;95;100;5;100;88.8;7;;85.71428571;53.14285714;20.69802317;54;;7;;81.28571429;20.28168974;82;82;4;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14372;046101-1631L;TECHNIKUM ELEKTRONICZNE NR 7 IM. WOJSKA POLSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Mieczysława Karłowicza 20;technikum;dla młodzieży;Tak;182;182;100;182;;100;67.17582418;11.86470748;68;73;182;100;60.04395604;182;;100;91.6978022;13.94974873;97;100;182;100;82.86263736;182;;100;87.89010989;11.88539648;92;100;163;;78.23312883;20.42960998;85;90;6;;38.66666667;11.36759527;38.5;26
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;35193;046101-18128;PAŃSTWOWE LICEUM SZTUK PLASTYCZNYCH IM. LEONA WYCZÓŁKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Ks. Stanisława Konarskiego 2;liceum;nie dotyczy;Tak;42;46;91.30434783;46;;100;59.64444444;14.60769288;58;65;46;100;71.15217391;46;;97.82608696;92.33333333;13.55646627;97;100;46;97.82608696;87.80434783;46;;91.30434783;52.4;23.34513987;48;26;39;;81.63157895;16.34564332;87;93;5;;49;25.8611678;43;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;26980;046101-2010L;I KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA JANA III SOBIESKIEGO;Bydgoszcz;ul. Nowodworska 17;liceum;dla młodzieży;Nie;16;16;100;16;;100;66.3125;14.06555522;64;62;16;100;86.8125;16;;100;92.3125;14.78055627;97;100;16;100;92.6875;16;;100;86.125;8.702549914;87;96;16;;78.0625;19.80993674;82.5;78;4;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;85576;046101-21115;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;Bydgoszcz;ul. Andrzeja Szwalbego 1;liceum;nie dotyczy;Tak;12;12;100;12;;100;59.33333333;14.59071242;57.5;45;12;100;83.08333333;12;;100;89.91666667;10.02877804;94;95;12;100;86.16666667;12;;100;67.33333333;13.64632633;67;82;11;;70.72727273;20.60931347;72;43;4;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;18408;046101-2211U;XIII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA HALLERA W BYDGOSZCZY;Bydgoszcz;ul. Aleksandra Fredry 3;liceum;dla młodzieży;Tak;12;27;44.44444444;28;;74.07407407;41.89285714;21.75732928;39;17;27;96.2962963;44.96296296;28;;85.18518519;67.03571429;29.81428486;80;27;28;92.59259259;59.71428571;28;;44.44444444;27.28571429;16.72649127;24;24;17;;59.11764706;25.79986857;63;88;3;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13037;046101-23320;TECHNIKUM NR 4 IM. IGNACEGO ŁUKASIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Ignacego Łukasiewicza 3;technikum;dla młodzieży;Tak;96;99;96.96969697;99;;100;56.43434343;14.05915469;57;60;99;98.98989899;53.26262626;97;;98.96907216;81.59793814;20.25541027;88;98;97;98.96907216;72.34020619;99;;96.96969697;60.3030303;19.33304835;56;48;49;;74.02040816;15.25763749;77;82;7;;28.28571429;9.676396698;23;20
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11196;046101-2413Y;I LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Bydgoszcz;ul. Nakielska 11;liceum;dla dorosłych;Tak;2;8;25;8;;75;35.5;11.69401556;36;;8;87.5;38.75;8;;62.5;51.875;30.51818106;51.5;22;8;100;61.625;8;;25;23.25;19.69612906;18;18;5;;43.6;29.58107503;23;23;1;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11222;046101-2431U;TECHNIKUM FRYZJERSKO-KOSMETYCZNE NR 1 W BYDGOSZCZY;Bydgoszcz;ul. Nakielska 11;technikum;dla młodzieży;Tak;12;14;85.71428571;14;;92.85714286;53.07142857;12.91988659;55.5;50;14;92.85714286;45.64285714;15;;92.85714286;54.8;26.45801706;57;;14;100;64.57142857;14;;92.85714286;44.71428571;14.49348904;42;28;7;;41.14285714;23.02438813;32;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;17491;046101-2511X;IX LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA NOWAKOWSKIEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;ul. Zofii Nałkowskiej 9;liceum;dla młodzieży;Tak;65;66;98.48484848;66;;100;62.84848485;14.80708514;63;63;66;100;61.77272727;65;;100;94.38461538;7.017981975;97;100;65;100;93.49230769;66;;98.48484848;59.24242424;21.82788084;56;38;55;;81.14545455;16.91305916;87;97;5;;43.8;10.85172797;51;51
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12525;046101-2611M;II LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY;Bydgoszcz;ul. Nowodworska 13;liceum;dla młodzieży;Tak;125;125;100;125;;100;63.248;13.80936262;62;67;125;100;86.96;125;;100;91.4;12.86048211;95;100;125;100;91.336;125;;100;79.936;18.64349495;86;100;108;;77.52777778;17.29346822;82;88;34;;38.26470588;22.28202761;31;26
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12527;046101-2711B;III LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Nowogrodzka 3;liceum;dla młodzieży;Tak;163;164;99.3902439;164;;100;70.25609756;13.52442323;71;68;164;100;78.71341463;164;;100;93.92073171;7.638146209;97;100;164;100;93.45731707;164;;99.3902439;78.63414634;15.50571271;80;80;140;;79.79285714;13.81846406;84;88;32;;50.84375;22.35803739;50;63
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12972;046101-2831M;TECHNIKUM BUDOWLANE NR 3 IM. JURIJA GAGARINA W BYDGOSZCZY;Bydgoszcz;ul. Jana Pestalozziego 18;technikum;dla młodzieży;Tak;107;109;98.16513761;109;;100;58.71559633;12.58154447;58;52;109;100;71.12844037;109;;98.16513761;82.16666667;19.32734582;90;98;109;98.16513761;62.88990826;109;;100;74.23853211;17.44132974;78;84;72;;69.47222222;17.73177642;72;77;9;;21.33333333;15.88150567;23;3
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;27051;046101-30108;LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO W BYDGOSZCZY IM. ŚW. JANA BOSKO;Bydgoszcz;ul. Pod Reglami 1;liceum;dla młodzieży;Nie;35;35;100;35;;100;61.62857143;8.575998782;62;67;35;100;86;35;1;100;89.08571429;17.67220809;97;100;35;100;88.74285714;35;;100;74.97142857;20.0078352;82;62;30;1;75;25.2124308;84.5;97;6;;53.83333333;25.3733237;50;86
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13860;046101-31329;TECHNIKUM SAMOCHODOWE NR 12 W BYDGOSZCZY;Bydgoszcz;ul. Aleja Powstańców Wielkopolskich 63;technikum;dla młodzieży;Tak;32;36;88.88888889;36;;91.66666667;50.63888889;13.5013431;52;52;36;100;57.97222222;36;;100;72.63888889;21.24088403;76.5;75;36;100;61.41666667;36;;91.66666667;56;18.50525451;57;56;15;;55.53333333;25.39256234;65;70;1;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13661;046101-32313;TECHNIKUM MECHANICZNO-ELEKTRYCZNE NR 11 IM. TYTUSA MAKSYMILIANA HUBERA W BYDGOSZCZY;Bydgoszcz;ul. Słoneczna 19;technikum;dla młodzieży;Tak;33;40;82.5;41;;92.5;41.29268293;14.25592543;40;35;40;97.5;47.45;40;;95;72.825;21.40313937;77;98;40;97.5;69.65;40;;85;44.1;16.92306119;46;50;26;;50.19230769;25.22364463;53.5;55;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12707;046101-3411V;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA I JĘDRZEJA ŚNIADECKICH W BYDGOSZCZY;Bydgoszcz;ul. Stanisława Staszica 4;liceum;dla młodzieży;Tak;138;139;99.28057554;139;;100;72.88489209;12.29088633;73;70;139;100;69.49640288;138;1;99.27536232;95.05797101;9.470601435;98;100;138;100;91.75362319;139;;100;92.57553957;11.00227473;96;100;110;1;87.37272727;13.56992603;92;98;11;;55.90909091;19.16651695;63;29
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;18457;046101-3511K;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Stawowa 39;liceum;dla młodzieży;Tak;150;150;100;150;;100;69.58;13.2977542;70;63;150;100;80.09333333;150;;100;94.75333333;7.224898308;97;100;150;100;90.98;150;;100;74.74666667;17.42725324;80;94;127;;78.93700787;15.08284108;82;90;38;;55.10526316;20.67644156;54;51
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11730;046101-3631V;TECHNIKUM ELEKTRYCZNO-ENERGETYCZNE NR 2 IM. JANA III SOBIESKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Stawowa 41;technikum;dla młodzieży;Tak;31;40;77.5;42;;82.5;37.35714286;14.92652071;37.5;53;40;100;52.675;40;;87.17948718;66.775;26.68191101;74;27;40;97.43589744;75.35;41;;92.5;55.36585366;19.12443986;54;44;26;;47.76923077;21.83558791;46;15;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13768;046101-37103;VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Swarzewska 10;liceum;dla młodzieży;Tak;137;139;98.56115108;139;;100;64.82733813;14.67681971;67;62;139;100;63.8705036;138;;100;88.04347826;15.24765107;95;100;138;99.27536232;77.03623188;139;;99.28057554;68.60431655;19.11969819;66;56;100;;70.08;22.71153011;79;85;12;;44.33333333;21.4255818;44.5;49
