RSPO;nazwa_szkoly;pelna_nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
25627;xxxivlokrzysztofakieslowskiego;XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul wapienna 17;"=""17""";"=""91-087""";33.0;36.0;91.66666667;36.0;;100.0;60.58333333;62.0;89.49166666666667;87.35;57.0;61.0;93.44262295;61.0;;100.0;60.21311475;58.0;82.675;80.225;34.0;38.0;89.47368421;38.0;;97.36842105;49.86842105;51.0;72.4375;67.92500000000001;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;386.0;boiska do piłki nożnej, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
25632;xxvilojulianatuwima;XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA;publiczna;MAZOWIECKIE;Warszawa;Wawer;gmina miejska;wawer;dzielnica m.st. Warszawy;ul alpejska 16;"=""16""";"=""04-628""";39.0;47.0;82.9787234;47.0;;93.61702128;57.19148936;60.0;;;47.0;47.0;100.0;47.0;;100.0;58.40425532;58.0;113.82499999999999;113.82499999999999;75.0;79.0;94.93670886;79.0;;97.46835443;58.3974359;58.0;121.5625;121.55000000000001;Tak;Dzieci lub młodzież;1960.09.01;1960.09.01;;513.0;boiska do siatkówki, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, integracyjny;
25682;vloksjozefaponiatowskiego;V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul nowolipie 8;"=""8""";"=""00-150""";115.0;115.0;100.0;115.0;;100.0;79.4173913;80.0;173.48333333333335;174.275;137.0;137.0;100.0;137.0;;100.0;77.12408759;77.0;174.8;175.925;141.0;141.0;100.0;141.0;;100.0;87.24113475;88.0;174.55000000000004;175.05;Tak;Dzieci lub młodzież;1918.09.01;1918.09.01;;562.0;bieżnie proste, skocznie;angielski, francuski, hiszpański, niemiecki;Nie;Nie;Tak;ogólnodostępny;
25697;vloplkstanislawadabka;V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul arendta dickmana 14;"=""14""";"=""81-109""";116.0;129.0;89.92248062;129.0;;96.89922481;54.1627907;55.0;144.62;145.025;77.0;83.0;92.77108434;84.0;;97.59036145;57.41666667;55.0;106.31666666666666;102.5;77.0;86.0;89.53488372;87.0;;94.18604651;55.75862069;58.0;134.2875;137.8;Tak;Dzieci lub młodzież;1973.05.09;1973.05.09;;553.0;inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
25801;xivlostanislawastaszicawwarszawie;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W WARSZAWIE;publiczna;MAZOWIECKIE;Warszawa;Ochota;gmina miejska;ochota;dzielnica m.st. Warszawy;ul nowowiejska 37a;"=""37a""";"=""02-010""";245.0;245.0;100.0;245.0;;100.0;78.35102041;78.0;227.3875;184.375;190.0;190.0;100.0;190.0;1.0;100.0;80.33862434;80.0;173.14166666666665;174.325;214.0;214.0;100.0;214.0;;100.0;81.08878505;83.0;241.27857142857144;181.7;Tak;Dzieci lub młodzież;1906.01.14;1906.09.01;;873.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
25877;xvlomariisklodowskiejcuriewkrakowie;XV LICEUM OGÓLNOKSZTAŁCĄCE IM. MARII SKŁODOWSKIEJ-CURIE W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Podgórze;gmina miejska;krakow podgorze;delegatura;al aleja adolfa dygasinskiego 15;"=""15""";"=""30-820""";132.0;132.0;100.0;132.0;;100.0;62.27272727;63.0;148.30714285714288;144.45;111.0;113.0;98.2300885;113.0;;99.11504425;67.85840708;68.0;127.96;130.0;152.0;153.0;99.34640523;153.0;;100.0;62.52941176;63.0;146.725;146.275;Tak;Dzieci lub młodzież;1958.08.21;1958.09.01;;732.0;boiska do koszykówki, boiska do piłki nożnej;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
25956;xxviilotadeuszaczackiego;XXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA CZACKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul polna 5;"=""5""";"=""00-625""";125.0;125.0;100.0;125.0;2.0;100.0;81.53225806;83.0;174.04999999999998;175.75;113.0;113.0;100.0;113.0;2.0;100.0;82.0;83.0;178.54999999999998;178.15;116.0;116.0;100.0;116.0;1.0;100.0;87.66956522;90.0;179.4;179.75;Tak;Dzieci lub młodzież;1876.09.01;1900.09.03;;567.0;boiska do siatkówki, boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
27081;iilokrolajanaiiisobieskiegowkrakowie;II LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA JANA III SOBIESKIEGO W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;gmina miejska;krakow srodmiescie;delegatura;ul jana sobieskiego 9;"=""9""";"=""31-136""";249.0;249.0;100.0;249.0;;100.0;73.64257028;75.0;168.97777777777776;169.2;220.0;220.0;100.0;220.0;;100.0;78.89090909;80.0;163.9375;166.425;226.0;226.0;100.0;226.0;2.0;100.0;77.2079646;78.0;172.0125;172.64999999999998;Tak;Dzieci lub młodzież;1882.11.09;1882.11.09;;1008.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
27158;lixlojanuszakusocinskiego;LIX LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO IM. JANUSZA KUSOCIŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul samuela bogumila lindego 20;"=""20""";"=""01-952""";112.0;138.0;81.15942029;138.0;;96.37681159;57.47826087;59.0;;;116.0;129.0;89.92248062;130.0;;97.6744186;58.19230769;57.0;107.5;62.5;135.0;156.0;86.53846154;157.0;;98.07692308;59.34394904;60.0;111.60789473684211;61.13;Tak;Dzieci lub młodzież;1979.06.30;1979.09.01;;705.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, inne urządzenia sportowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, mistrzostwa sportowego;
27280;lxlowojciechagorskiego;LX LICEUM OGÓLNOKSZTAŁCĄCE IM. WOJCIECHA GÓRSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul lwa tolstoja 2;"=""2""";"=""01-910""";77.0;81.0;95.0617284;81.0;;98.7654321;56.90123457;58.0;125.21;124.9;66.0;71.0;92.95774648;71.0;;98.5915493;56.0;57.0;112.35;112.35;75.0;77.0;97.4025974;77.0;;100.0;59.5974026;60.0;123.60000000000001;122.1;Tak;Dzieci lub młodzież;1982.06.15;1982.09.01;Zespół szkół i placówek oświatowych;463.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny;
27325;xliiloirenysendlerowej;XLII LICEUM OGÓLNOKSZTAŁCĄCE IM. IRENY SENDLEROWEJ;publiczna;ŁÓDZKIE;Łódź;Łódź-Bałuty;gmina miejska;lodz baluty;delegatura;ul stawowa 28;"=""28""";"=""91-358""";29.0;33.0;87.87878788;33.0;;90.90909091;44.72727273;47.0;40.69285714285714;40.65;38.0;44.0;86.36363636;45.0;;86.36363636;46.62222222;45.0;73.575;78.075;44.0;52.0;84.61538462;52.0;;96.15384615;53.38461538;51.0;54.85;57.2;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;490.0;boiska do koszykówki, boiska do piłki nożnej;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
27378;xliiilojulianatuwima;XLIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul krolewska 13 15;"=""13/15""";"=""93-319""";29.0;40.0;72.5;40.0;;90.0;51.425;55.0;46.705;39.15;38.0;49.0;77.55102041;49.0;;83.67346939;46.18367347;47.0;93.10000000000001;100.0;23.0;30.0;76.66666667;30.0;;96.66666667;50.9;50.0;69.16666666666667;57.65;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;431.0;boiska do piłki ręcznej, bieżnie proste, rzutnie, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, integracyjny, sportowy;
27812;lviiilokrzysztofakamilabaczynskiego;LVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul gornoslaska 31;"=""31""";"=""00-432""";89.0;90.0;98.88888889;90.0;;100.0;63.61111111;61.0;141.54166666666666;141.475;74.0;75.0;98.66666667;75.0;;100.0;70.81081081;70.0;92.375;107.94999999999999;88.0;90.0;97.77777778;90.0;;100.0;73.01111111;75.0;132.025;134.77499999999998;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;Zespół szkół i placówek oświatowych;515.0;;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
27858;ixloklementynyhoffmanowej;IX LICEUM OGÓLNOKSZTAŁCĄCE IM. KLEMENTYNY HOFFMANOWEJ;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul hoza 88;"=""88""";"=""00-682""";272.0;272.0;100.0;272.0;;100.0;80.23161765;82.0;176.16363636363636;176.25;251.0;251.0;100.0;251.0;;100.0;86.07171315;87.0;177.57;176.3;273.0;273.0;100.0;273.0;1.0;100.0;83.28571429;85.0;176.86666666666667;177.1;Tak;Dzieci lub młodzież;1900.09.01;1900.09.01;;1165.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
27918;xviiloandrzejafryczamodrzewskiego;XVII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. ANDRZEJA FRYCZA MODRZEWSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul elektoralna 5 7;"=""5/7""";"=""00-137""";95.0;95.0;100.0;95.0;;100.0;77.2;78.0;175.45714285714286;171.3;114.0;114.0;100.0;114.0;;100.0;80.16666667;82.0;153.925;154.35;134.0;134.0;100.0;134.0;;100.0;83.71641791;85.0;170.94;170.8;Tak;Dzieci lub młodzież;1960.09.01;1960.09.01;;657.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, bieżnie okólne, skocznie, rzutnie;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
28516;xxxviilojaroslawadabrowskiego;XXXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul swietokrzyska 1;"=""1""";"=""00-360""";147.0;147.0;100.0;147.0;;100.0;79.57142857;80.0;168.85714285714286;169.35;152.0;152.0;100.0;152.0;;100.0;84.33552632;85.0;165.52;166.1;141.0;141.0;100.0;141.0;;100.0;77.39007092;78.0;167.28;167.05;Tak;Dzieci lub młodzież;1951.09.01;1951.09.01;;727.0;boiska uniwersalne/wielozadaniowe;angielski, niemiecki, włoski;Nie;Tak;Nie;ogólnodostępny;
28520;xvilo;XVI LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;ŚLĄSKIE;Katowice;Katowice;gmina miejska;katowice;miasto;ul mikolowska 131;"=""131""";"=""40-592""";16.0;17.0;94.11764706;17.0;;100.0;56.82352941;58.0;;;11.0;12.0;91.66666667;12.0;;91.66666667;60.25;67.0;62.0;62.0;12.0;12.0;100.0;12.0;;100.0;65.83333333;69.5;;;Tak;Dzieci lub młodzież;2002.05.27;2002.09.01;Zespół szkół i placówek oświatowych;165.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, sportowy;
28603;xilomikolajareja;XI LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA REJA;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;pl plac stanislawa malachowskiego 1;"=""1""";"=""00-063""";118.0;118.0;100.0;118.0;;100.0;79.01694915;82.0;167.91666666666666;168.575;127.0;127.0;100.0;127.0;1.0;100.0;81.48412698;82.0;166.3;167.175;179.0;179.0;100.0;179.0;1.0;100.0;77.75418994;78.0;167.8;169.45;Tak;Dzieci lub młodzież;1906.09.01;1906.09.01;;631.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Nie;ogólnodostępny;
29142;xivlokazimierzawielkiego;XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Nowe Miasto;gmina miejska;poznan nowe miasto;delegatura;os piastowskie 106;"=""106""";"=""61-164""";166.0;167.0;99.4011976;168.0;;99.4011976;65.51785714;65.0;133.25;129.15;101.0;101.0;100.0;101.0;;100.0;66.75247525;68.0;120.88749999999999;126.975;110.0;110.0;100.0;111.0;;100.0;70.38738739;73.0;149.80714285714288;149.25;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;;779.0;boiska do siatkówki plażowej, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski, rumuński;Nie;Tak;Tak;ogólnodostępny;
29239;lxixlobohaterowpowstaniawarszawskiego1944wwarszawie;LXIX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI IM. BOHATERÓW POWSTANIA WARSZAWSKIEGO 1944 W WARSZAWIE;publiczna;MAZOWIECKIE;Warszawa;Ochota;gmina miejska;ochota;dzielnica m.st. Warszawy;ul stanislawa skarzynskiego 8;"=""8""";"=""02-377""";75.0;77.0;97.4025974;77.0;;100.0;63.48051948;62.0;;;49.0;54.0;90.74074074;54.0;;100.0;64.7037037;63.5;119.80000000000001;117.875;76.0;79.0;96.20253165;79.0;;100.0;60.63291139;60.0;140.20999999999998;140.8;Tak;Dzieci lub młodzież;1996.06.24;1996.09.01;;504.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie okólne, skocznie, rzutnie, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, integracyjny, sportowy;
29583;iiilomarynarkiwojennejrpzoddz;III LICEUM OGÓLNOKSZTAŁCĄCE IM. MARYNARKI WOJENNEJ RP Z ODDZ. DWUJĘZYCZNYMI;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul legionow 27;"=""27""";"=""81-405""";139.0;139.0;100.0;139.0;4.0;100.0;76.79856115;78.0;184.20833333333334;183.85000000000002;99.0;99.0;100.0;99.0;1.0;100.0;79.13131313;80.0;178.63333333333333;174.425;117.0;117.0;100.0;117.0;;100.0;80.28205128;82.0;188.1;189.2;Tak;Dzieci lub młodzież;1950.09.01;1950.09.01;;712.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, skocznie;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy, dwujęzyczny w szkole podstawowej, liceum i technikum;
29625;xxvlogeneralowejjadwigizamoyskiej;XXV LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ JADWIGI ZAMOYSKIEJ;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul widna 1;"=""1""";"=""60-655""";129.0;130.0;99.23076923;130.0;;100.0;63.86821705;65.0;117.30625;115.175;97.0;98.0;98.97959184;98.0;;100.0;69.41836735;70.0;111.875;118.25;110.0;112.0;98.21428571;112.0;;100.0;70.49107143;71.0;134.025;133.9;Tak;Dzieci lub młodzież;1992.05.01;1992.09.01;;608.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
29670;ixlokarolalibelta;IX LICEUM OGÓLNOKSZTAŁCĄCE IM. KAROLA LIBELTA;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul warzywna 24;"=""24""";"=""61-658""";129.0;129.0;100.0;129.0;;100.0;75.296875;75.0;152.0;151.425;120.0;120.0;100.0;120.0;;100.0;75.33333333;75.0;150.52;153.3;123.0;123.0;100.0;123.0;;100.0;68.88617886;70.0;157.44166666666666;156.64999999999998;Tak;Dzieci lub młodzież;1952.09.01;1952.09.01;;678.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, skocznie;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
29919;xxvilowkrakowie;XXVI LICEUM OGÓLNOKSZTAŁCĄCE W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;gmina miejska;krakow srodmiescie;delegatura;ul krupnicza 44;"=""44""";"=""31-123""";52.0;53.0;98.11320755;53.0;;100.0;68.43396226;70.0;;;46.0;46.0;100.0;46.0;;100.0;71.45652174;72.0;;;85.0;85.0;100.0;85.0;;100.0;65.34117647;65.0;131.51666666666665;126.3;Tak;Dzieci lub młodzież;1992.04.14;1992.09.01;Zespół szkół i placówek oświatowych;322.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
30251;xviiilojanazamoyskiego;XVIII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ZAMOYSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul smolna 30;"=""30""";"=""00-375""";180.0;180.0;100.0;180.0;;100.0;81.98882682;82.0;172.30714285714288;173.3;174.0;174.0;100.0;174.0;;100.0;80.84482759;82.0;172.10999999999999;172.7;178.0;178.0;100.0;178.0;;100.0;82.06179775;83.0;172.38333333333333;173.3;Tak;Dzieci lub młodzież;1905.09.01;1905.09.01;;828.0;boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
30253;lxviilojananowakajezioranskiego;LXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA NOWAKA-JEZIORAŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul hoza 11 15;"=""11/15""";"=""00-528""";111.0;111.0;100.0;111.0;1.0;100.0;77.22522523;78.0;171.1125;170.7;101.0;101.0;100.0;101.0;;100.0;77.76237624;80.0;170.725;171.575;105.0;105.0;100.0;105.0;;100.0;78.86666667;80.0;170.675;171.575;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;571.0;;angielski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
30254;lxxvlojanaiiisobieskiego;LXXV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA III SOBIESKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul czerniakowska 128;"=""128""";"=""00-454""";152.0;157.0;96.81528662;157.0;;99.36305732;72.1025641;73.0;158.92142857142858;158.4;118.0;118.0;100.0;118.0;;100.0;77.41025641;78.0;142.62;144.5;173.0;175.0;98.85714286;175.0;;100.0;77.93103448;80.0;150.05;148.6;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;741.0;;angielski, francuski, hiszpański, niemiecki, arabski, turecki;Nie;Tak;Tak;ogólnodostępny;
30502;ivloadamamickiewicza;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul saska 59;"=""59""";"=""03-914""";169.0;171.0;98.83040936;171.0;;99.41520468;75.42105263;77.0;153.2611111111111;158.2;137.0;137.0;100.0;137.0;;100.0;74.8540146;75.0;159.31599999999997;158.85;175.0;175.0;100.0;175.0;;100.0;72.25142857;73.0;162.1125;162.025;Tak;Dzieci lub młodzież;1987.08.01;1987.09.01;;714.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie;angielski, hiszpański, niemiecki, włoski, szwedzki;Nie;Tak;Nie;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
30629;lxxxviilogenleopoldaokulickiego;LXXXVII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. LEOPOLDA OKULICKIEGO;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul saska 78;"=""78""";"=""03-914""";27.0;32.0;84.375;32.0;;100.0;65.1875;66.5;;;42.0;49.0;85.71428571;49.0;;100.0;66.51020408;68.0;115.0;115.0;47.0;56.0;83.92857143;57.0;;98.21428571;60.96491228;62.0;123.0;123.0;Tak;Dzieci lub młodzież;1993.07.15;1993.09.01;Zespół szkół i placówek oświatowych;300.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
30690;xvlonarcyzyzmichowskiej;XV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. NARCYZY ŻMICHOWSKIEJ;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul klonowa 16;"=""16""";"=""00-591""";125.0;126.0;99.20634921;126.0;;100.0;73.67460317;73.0;163.03;164.53;89.0;89.0;100.0;89.0;1.0;100.0;80.80898876;82.0;148.856;152.8;122.0;122.0;100.0;122.0;;100.0;79.18852459;80.0;159.9466666666667;158.7;Tak;Dzieci lub młodzież;1919.08.31;1919.08.31;;633.0;;angielski, francuski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
31063;lxxxiiiloemilianakonopczynskiego;LXXXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. EMILIANA KONOPCZYŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul emiliana konopczynskiego 4;"=""4""";"=""00-335""";134.0;134.0;100.0;134.0;;100.0;67.3880597;67.5;158.6142857142857;160.2;100.0;100.0;100.0;100.0;;100.0;77.18;80.0;145.45;146.025;142.0;142.0;100.0;142.0;;100.0;71.93617021;72.0;157.6375;157.95;Tak;Dzieci lub młodzież;1992.09.01;1995.09.01;Zespół szkół i placówek oświatowych;667.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
31832;iiiloswjanakantego;III LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. JANA KANTEGO;publiczna;WIELKOPOLSKIE;Poznań;Poznań;gmina miejska;poznan;miasto;ul strzelecka 10;"=""10""";"=""61-845""";113.0;113.0;100.0;113.0;;100.0;70.59292035;72.0;162.15;165.9;160.0;160.0;100.0;160.0;;100.0;78.21875;80.0;165.6375;166.3;150.0;150.0;100.0;150.0;;100.0;79.27333333;80.0;167.6;165.825;Tak;Dzieci lub młodzież;1920.09.01;1920.09.01;;667.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
31841;ivlokomisjiedukacjinarodowej;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KOMISJI EDUKACJI NARODOWEJ;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul swojska 6;"=""6""";"=""60-592""";139.0;140.0;99.28571429;140.0;2.0;99.28571429;71.99285714;73.0;159.25625;159.85;164.0;164.0;100.0;164.0;1.0;100.0;69.26829268;68.0;152.51875;154.89999999999998;153.0;153.0;100.0;153.0;;100.0;75.73856209;77.0;161.15555555555557;163.1;Tak;Dzieci lub młodzież;1948.09.01;1948.09.01;;684.0;boiska do piłki ręcznej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Nie;ogólnodostępny;
34199;viiiloadamamickiewicza;VIII LICEUM OGÓLNOKSZTAŁCĄCE IM ADAMA MICKIEWICZA;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul hipolita cegielskiego 1;"=""1""";"=""61-862""";226.0;226.0;100.0;226.0;1.0;100.0;72.36283186;73.0;155.10833333333332;157.95;166.0;166.0;100.0;166.0;1.0;100.0;78.01204819;79.0;163.3625;163.75;167.0;167.0;100.0;167.0;3.0;100.0;78.78443114;80.0;169.29285714285714;168.55;Tak;Dzieci lub młodzież;1923.09.01;1923.09.01;;798.0;skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
