RSPO;nazwa_szkoly;pelna_nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
13671;iiilomikolajakopernikawolsztynie;III LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W OLSZTYNIE;publiczna;WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn;gmina miejska;olsztyn;miasto;al aleja sybirakow 3;"=""3""";"=""10-256""";120.0;124.0;96.77419355;125.0;;100.0;67.576;70.0;;;92.0;92.0;100.0;92.0;;100.0;54.61956522;56.0;99.875;99.875;89.0;97.0;91.75257732;97.0;;98.96907216;56.71134021;57.0;;;Tak;Dzieci lub młodzież;1964.07.15;1964.09.01;;455.0;boiska do koszykówki;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
13676;lo;LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul mazurska 40;"=""40""";"=""70-424""";29.0;33.0;87.87878788;33.0;;96.96969697;55.78787879;60.0;115.89999999999999;112.3;17.0;18.0;94.44444444;18.0;;100.0;78.0;81.0;107.7125;102.925;20.0;22.0;90.90909091;22.0;;100.0;59.72727273;58.0;106.40625;109.475;Tak;Dzieci lub młodzież;1998.09.01;1998.09.01;Zespół szkół i placówek oświatowych;250.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;
13730;lo;LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI SPORTOWYMI;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul lucjana rydla 49;"=""49""";"=""70-783""";37.0;43.0;86.04651163;44.0;;93.02325581;49.06818182;46.5;115.89999999999999;112.3;25.0;28.0;89.28571429;29.0;;96.42857143;53.51724138;55.0;107.7125;102.925;9.0;11.0;81.81818182;11.0;;100.0;53.09090909;52.0;106.40625;109.475;Tak;Dzieci lub młodzież;2008.09.01;2008.09.01;Zespół szkół i placówek oświatowych;211.0;;angielski, niemiecki;Tak;Tak;Tak;ogólnodostępny, sportowy, mistrzostwa sportowego;
13768;viiilodraemilawarminskiegowbydgoszczy;VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY;publiczna;KUJAWSKO-POMORSKIE;Bydgoszcz;Bydgoszcz;gmina miejska;bydgoszcz;miasto;ul swarzewska 10;"=""10""";"=""85-731""";146.0;149.0;97.98657718;149.0;;100.0;63.29530201;65.0;120.3;137.3;141.0;145.0;97.24137931;145.0;;97.24137931;63.40277778;64.0;90.75;124.75;137.0;139.0;98.56115108;139.0;;100.0;64.82733813;67.0;115.49000000000001;115.15;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;760.0;boiska uniwersalne/wielozadaniowe;angielski, łacina, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;Oddział przygotowawczy
14520;viiilostanislawawyspianskiego;VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul stanislawa wyspianskiego 16a;"=""16a""";"=""35-111""";134.0;141.0;95.03546099;141.0;;100.0;61.4893617;63.0;123.27000000000001;119.3;77.0;82.0;93.90243902;82.0;;100.0;63.81707317;63.0;80.33333333333333;94.1;110.0;114.0;96.49122807;114.0;;99.12280702;59.07079646;58.0;105.42;106.45;Tak;Dzieci lub młodzież;1992.09.01;1992.09.01;;833.0;boiska do siatkówki plażowej;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
15300;ogolnoksztalcacych8wgdanskuxivlojanapawlaii;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 8 IM. W GDAŃSKU - XIV LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA PAWŁA II;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul janusza meissnera 9;"=""9""";"=""80-462""";112.0;115.0;97.39130435;115.0;;99.13043478;54.17391304;53.0;;;74.0;78.0;94.87179487;79.0;;98.71794872;64.83333333;67.0;111.2;113.1;68.0;77.0;88.31168831;77.0;;93.50649351;51.50649351;50.0;135.45000000000002;134.05;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;591.0;;angielski, niemiecki;Tak;Tak;Nie;ogólnodostępny;
15718;ixlobohaterowmontecassino;IX LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. BOHATERÓW MONTE CASSINO;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;pl mariacki 1;"=""1""";"=""70-547""";187.0;187.0;100.0;187.0;;100.0;72.02673797;72.0;162.66666666666666;162.275;185.0;185.0;100.0;185.0;1.0;100.0;81.17297297;83.0;154.625;158.675;183.0;183.0;100.0;183.0;2.0;100.0;74.85245902;77.0;151.88333333333333;164.55;Tak;Dzieci lub młodzież;1972.07.15;1972.09.01;;856.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
15721;xiiilo;XIII LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul unislawy 26;"=""26""";"=""71-413""";109.0;109.0;100.0;109.0;2.0;100.0;78.81651376;80.0;173.125;169.625;102.0;102.0;100.0;102.0;1.0;100.0;79.76470588;80.0;166.91666666666666;171.6;103.0;103.0;100.0;103.0;2.0;100.0;81.85436893;82.0;162.15;174.1;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;346.0;;angielski, niemiecki;Nie;Nie;Tak;ogólnodostępny;
16275;iiloplkleopoldalisakuli;II LICEUM OGÓLNOKSZTAŁCĄCE IM. PŁK. LEOPOLDA LISA-KULI;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul ks jozefa jalowego 22;"=""22""";"=""35-010""";202.0;202.0;100.0;202.0;1.0;100.0;75.1039604;75.0;166.39166666666668;167.35000000000002;261.0;261.0;100.0;261.0;1.0;100.0;74.78927203;77.0;157.4;161.14999999999998;260.0;260.0;100.0;260.0;3.0;100.0;74.31923077;73.0;152.59166666666667;153.975;Tak;Dzieci lub młodzież;1903.12.26;1904.09.01;;992.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, łacina, niemiecki, włoski;Nie;Nie;Tak;ogólnodostępny;
16276;ivlomikolajakopernika;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul jaroslawa dabrowskiego 82;"=""82""";"=""35-036""";281.0;281.0;100.0;281.0;;100.0;75.4519573;77.0;158.47857142857143;159.35;291.0;292.0;99.65753425;292.0;;100.0;67.94158076;68.0;132.83571428571426;141.15;307.0;308.0;99.67532468;308.0;1.0;99.67532468;69.02605863;70.0;148.45625;150.35;Tak;Dzieci lub młodzież;1970.09.01;1970.09.01;;1088.0;;angielski, francuski, hiszpański, łacina, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16422;iiilogenjozefasowinskiego;III LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA SOWIŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul rogalinska 2;"=""2""";"=""01-206""";201.0;201.0;100.0;201.0;;100.0;65.91044776;67.0;159.73333333333332;159.95;143.0;144.0;99.30555556;145.0;;100.0;67.65972222;69.0;151.32999999999998;148.7;187.0;188.0;99.46808511;188.0;;100.0;73.7606383;75.0;155.31666666666666;156.875;Tak;Dzieci lub młodzież;1948.09.01;1948.09.01;;831.0;boiska do siatkówki, boiska do siatkówki plażowej, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Nie;Tak;ogólnodostępny;
16423;xiilohenrykasienkiewicza;XII LICEUM OGÓLNOKSZTAŁCĄCE IM. HENRYKA SIENKIEWICZA;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul sienna 53;"=""53""";"=""00-820""";123.0;123.0;100.0;123.0;;100.0;75.1300813;75.0;162.2125;163.625;119.0;119.0;100.0;119.0;;100.0;74.39495798;75.0;155.65;159.175;120.0;120.0;100.0;120.0;;100.0;83.15;83.0;162.1875;163.475;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;;581.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;Grupa nauczania języka mniejszości
16424;xxivlocyprianakamilanorwida;XXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. CYPRIANA KAMILA NORWIDA;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul obozowa 60;"=""60""";"=""01-423""";172.0;172.0;100.0;172.0;;100.0;74.08187135;73.0;157.35714285714286;158.27499999999998;153.0;154.0;99.35064935;154.0;;100.0;75.61688312;77.0;149.0;150.5;150.0;151.0;99.33774834;151.0;;100.0;77.29801325;78.0;157.24375;160.075;Tak;Dzieci lub młodzież;1946.08.16;1946.09.01;;723.0;boiska do koszykówki, boiska do piłki ręcznej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16425;xxxlojanasniadeckiego;XXX LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA ŚNIADECKIEGO;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul wolnosc 1 3;"=""1/3""";"=""01-018""";171.0;171.0;100.0;172.0;;100.0;73.13953488;74.0;162.71375;161.525;127.0;127.0;100.0;127.0;;100.0;75.13385827;75.0;148.248;151.5;172.0;172.0;100.0;172.0;;100.0;82.01744186;83.0;161.00333333333333;160.175;Tak;Dzieci lub młodzież;1947.09.01;1947.09.01;;823.0;boiska do siatkówki, bieżnie proste, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
16426;xllostefanazeromskiego;XL LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. STEFANA ŻEROMSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul platynowa 1;"=""1""";"=""00-808""";179.0;179.0;100.0;179.0;2.0;100.0;76.82681564;78.0;173.17285714285714;172.45;153.0;153.0;100.0;153.0;;100.0;82.76470588;85.0;170.158;170.3;156.0;156.0;100.0;156.0;1.0;100.0;85.75483871;87.0;173.37666666666667;172.7;Tak;Dzieci lub młodzież;1952.09.01;1952.09.01;;723.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
16427;xlvloromualdatraugutta;XLV LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul mila 26;"=""26""";"=""01-047""";77.0;78.0;98.71794872;78.0;;98.71794872;60.56410256;62.0;131.87142857142857;130.35;59.0;60.0;98.33333333;60.0;;100.0;67.93333333;67.0;113.3;123.05;104.0;104.0;100.0;104.0;;100.0;75.34615385;77.0;134.21249999999998;137.8;Tak;Dzieci lub młodzież;1954.09.01;1954.09.01;;548.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16428;lxxxvilobatalionuzoska;"LXXXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. BATALIONU ""ZOŚKA""";publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul kajetana garbinskiego 1;"=""1""";"=""01-122""";112.0;112.0;100.0;112.0;;100.0;73.375;75.0;145.83333333333334;145.25;88.0;88.0;100.0;88.0;;100.0;64.51136364;65.0;113.05;121.95;83.0;84.0;98.80952381;84.0;;100.0;74.72619048;73.0;134.95;134.375;Tak;Dzieci lub młodzież;1993.08.23;1993.09.01;;530.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, o charakterze eksperymentalnym;
16429;cxixlojackakuronia;CXIX LICEUM OGÓLNOKSZTAŁCĄCE IM. JACKA KURONIA;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul zlota 58;"=""58""";"=""00-821""";91.0;92.0;98.91304348;92.0;;100.0;72.60869565;73.0;150.38333333333333;150.0;82.0;82.0;100.0;82.0;;100.0;75.40243902;77.0;141.525;140.675;92.0;92.0;100.0;92.0;;100.0;75.77173913;78.0;146.60625;150.325;Tak;Dzieci lub młodzież;1998.09.01;1998.09.01;;503.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
17601;ogolnoksztalcacych10eugeniuszakwiatkowskiegowgdanskuxxiiilo;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 10 IM. EUGENIUSZA KWIATKOWSKIEGO W GDAŃSKU - XXIII LICEUM OGÓLNOKSZTAŁCĄCE;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul ignacego krasickiego 10;"=""10""";"=""80-515""";39.0;54.0;72.22222222;54.0;;96.2962963;61.7037037;66.0;;;24.0;28.0;85.71428571;28.0;;96.42857143;52.0;51.0;74.05;64.15;23.0;30.0;76.66666667;30.0;;96.66666667;65.43333333;67.5;98.23333333333333;97.35;Tak;Dzieci lub młodzież;2006.09.01;2006.09.01;Zespół szkół i placówek oświatowych;295.0;;angielski, niemiecki;Tak;Tak;Nie;ogólnodostępny, integracyjny;
17874;iiiloproftadeuszakotarbinskiegowzielonejgorze;III LICEUM OGÓLNOKSZTAŁCĄCE IM.PROF.TADEUSZA KOTARBIŃSKIEGO W ZIELONEJ GÓRZE;publiczna;LUBUSKIE;Zielona Góra;Zielona Góra;gmina miejska;zielona gora;miasto;ul strzelecka 9;"=""9""";"=""65-452""";175.0;175.0;100.0;175.0;1.0;100.0;74.68571429;75.0;150.93;152.2;132.0;132.0;100.0;132.0;;100.0;75.41666667;77.0;100.64999999999999;126.9;153.0;153.0;100.0;153.0;;100.0;70.48366013;72.0;146.1125;145.60000000000002;Tak;Dzieci lub młodzież;1974.08.01;1974.08.01;;689.0;boiska do koszykówki, boiska do piłki ręcznej;angielski, francuski, hiszpański, łacina, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
17878;iiogolnoksztalcaceliceumekologiczneuniieuropejskiejwzespoleszkolekologicznychwzielonejgorze;II OGÓLNOKSZTAŁCĄCE LICEUM EKOLOGICZNE Z ODDZIAŁAMI INTEGRACYJNYMI IM.UNII EUROPEJSKIEJ W ZESPOLE SZKÓŁ EKOLOGICZNYCH W ZIELONEJ GÓRZE;publiczna;LUBUSKIE;Zielona Góra;Zielona Góra;gmina miejska;zielona gora;miasto;ul francuska 25a;"=""25a""";"=""65-943""";94.0;96.0;97.91666667;96.0;;100.0;59.91666667;59.0;143.81666666666666;144.95;75.0;77.0;97.4025974;77.0;;100.0;66.8961039;70.0;85.31666666666666;78.35;93.0;96.0;96.875;96.0;;100.0;68.58333333;69.0;125.39166666666667;123.85;Tak;Dzieci lub młodzież;1994.01.27;1994.01.27;Zespół szkół i placówek oświatowych;542.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Tak;Tak;Tak;ogólnodostępny, integracyjny;Oddział przygotowawczy
18119;viilo;VII LICEUM OGÓLNOKSZTAŁCACE;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;al tadeusza rejtana 3;"=""3""";"=""35-326""";25.0;27.0;92.59259259;27.0;;96.2962963;54.33333333;57.0;99.125;99.125;15.0;16.0;93.75;16.0;;93.75;52.0625;53.5;83.2;83.2;22.0;24.0;91.66666667;24.0;;95.83333333;63.375;63.0;90.9;90.9;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;231.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
18356;ogolnoksztalcacych5ivlomarynarzywojskochronypograniczawgdansku;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 5 - IV LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO IM. MARYNARZY WOJSK OCHRONY POGRANICZA W GDAŃSKU;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul na zaspe 31a;"=""31a""";"=""80-546""";102.0;107.0;95.3271028;107.0;;99.06542056;51.20560748;50.0;129.55;131.9;100.0;119.0;84.03361345;119.0;;96.63865546;58.49152542;60.0;82.69444444444444;93.55;100.0;128.0;78.125;128.0;;91.40625;48.0234375;50.0;104.285;120.94999999999999;Tak;Dzieci lub młodzież;1946.08.01;1946.08.01;;748.0;boiska do piłki nożnej, bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe;angielski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, mistrzostwa sportowego, profil mundurowy;
18457;ivlokazimierzawielkiegowbydgoszczy;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO W BYDGOSZCZY;publiczna;KUJAWSKO-POMORSKIE;Bydgoszcz;Bydgoszcz;gmina miejska;bydgoszcz;miasto;ul stawowa 39;"=""39""";"=""85-323""";151.0;152.0;99.34210526;152.0;;99.34210526;69.40131579;70.0;153.8375;155.475;149.0;149.0;100.0;149.0;1.0;100.0;72.68456376;75.0;155.875;155.875;150.0;150.0;100.0;150.0;;100.0;69.58;70.0;152.6;155.625;Tak;Dzieci lub młodzież;1975.12.15;1975.12.15;;602.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
18579;ogolnoksztalcacych6vilowgdansku;ZESPÓŁ SZKÓŁ OGÓLNOKSZTAŁCĄCYCH NR 6 - VI LICEUM OGÓLNOKSZTAŁCĄCE W GDAŃSKU;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul gleboka 11;"=""11""";"=""80-759""";116.0;135.0;85.92592593;135.0;;97.77777778;63.82962963;65.0;;;100.0;110.0;90.90909091;110.0;;99.09090909;60.10909091;62.0;124.41;128.1;87.0;103.0;84.46601942;103.0;;94.17475728;53.75728155;53.0;125.05;141.35;Tak;Dzieci lub młodzież;1947.09.01;1947.09.01;Zespół szkół i placówek oświatowych;699.0;;angielski, francuski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny, sportowy;
18789;lxiiilolajosakossutha;LXIII LICEUM OGÓLNOKSZTAŁCĄCE IM. LAJOSA KOSSUTHA;publiczna;MAZOWIECKIE;Warszawa;Ursynów;gmina miejska;ursynow;dzielnica m.st. Warszawy;ul ludwika hirszfelda 11;"=""11""";"=""02-776""";97.0;97.0;100.0;97.0;;100.0;66.22680412;68.0;145.87916666666666;144.125;112.0;112.0;100.0;112.0;;100.0;76.3;78.0;141.74285714285716;141.15;108.0;108.0;100.0;108.0;;100.0;67.82407407;68.0;147.13125;148.825;Tak;Dzieci lub młodzież;1990.08.30;1990.08.30;;606.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, integracyjny;
18942;xivlogomikolajakopernikawgdyni;XIV LICEUM OGÓLNOKSZTAŁCĄCEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI IM. MIKOŁAJA KOPERNIKA W GDYNI;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul wejherowska 55;"=""55""";"=""81-049""";178.0;178.0;100.0;178.0;;100.0;62.42696629;63.0;142.66666666666666;144.0;115.0;115.0;100.0;115.0;;100.0;69.4173913;70.0;149.35;150.4;116.0;116.0;100.0;116.0;;100.0;68.27586207;72.0;158.2125;159.85;Tak;Dzieci lub młodzież;1993.04.20;1993.09.01;;642.0;boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Nie;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
19063;iilomieszkai;II LICEUM OGÓLNOKSZTAŁCĄCE IM. MIESZKA I;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul henryka poboznego 2;"=""2""";"=""70-507""";184.0;184.0;100.0;184.0;1.0;100.0;74.81420765;75.0;157.605;151.2;190.0;190.0;100.0;190.0;;100.0;79.95263158;82.0;165.06;149.6;174.0;174.0;100.0;174.0;1.0;100.0;79.17241379;80.0;176.04;162.35;Tak;Dzieci lub młodzież;1946.09.03;1946.09.03;;854.0;boiska do koszykówki, boiska do piłki ręcznej;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy;
19073;lxxloaleksandrakaminskiego;LXX LICEUM OGÓLNOKSZTAŁCĄCE IM. ALEKSANDRA KAMIŃSKIEGO;publiczna;MAZOWIECKIE;Warszawa;Ursynów;gmina miejska;ursynow;dzielnica m.st. Warszawy;ul edwarda dembowskiego 1;"=""1""";"=""02-784""";108.0;108.0;100.0;108.0;;100.0;74.95327103;77.0;167.65833333333333;168.7;120.0;120.0;100.0;120.0;;100.0;80.125;82.0;164.84375;167.3;142.0;142.0;100.0;142.0;;100.0;73.12676056;73.0;166.98;167.95;Tak;Dzieci lub młodzież;1995.06.30;1995.06.30;;655.0;boiska do siatkówki, boiska do koszykówki, korty tenisowe, boiska do piłki nożnej, bieżnie proste, skocznie, rzutnie;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
19385;lowkrakowie;LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;gmina miejska;krakow srodmiescie;delegatura;ul grochowska 20;"=""20""";"=""31-521""";42.0;43.0;97.6744186;43.0;;100.0;58.65116279;57.0;;;22.0;22.0;100.0;22.0;;100.0;67.13636364;65.0;;;22.0;23.0;95.65217391;23.0;;100.0;51.43478261;48.0;111.95;113.3;Tak;Dzieci lub młodzież;1982.03.30;1982.09.01;Zespół szkół i placówek oświatowych;170.0;;angielski, niemiecki;Tak;Tak;Tak;ogólnodostępny, mistrzostwa sportowego;
20087;viilozofiinalkowskiejwkrakowie;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. ZOFII NAŁKOWSKIEJ W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Krowodrza;gmina miejska;krakow krowodrza;delegatura;ul stanislawa skarbinskiego 5;"=""5""";"=""30-071""";190.0;190.0;100.0;190.0;;100.0;75.05291005;77.0;170.97857142857143;171.5;160.0;160.0;100.0;160.0;;100.0;68.6;72.0;165.27857142857144;167.7;170.0;170.0;100.0;170.0;;100.0;75.80588235;77.0;169.3857142857143;170.1;Tak;Dzieci lub młodzież;1902.09.01;1902.09.01;;714.0;boiska do siatkówki, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, łacina, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
20395;xxloboleslawachrobregowwarszawie;XX LICEUM OGÓLNOKSZTAŁCĄCE IM. BOLESŁAWA CHROBREGO W WARSZAWIE;publiczna;MAZOWIECKIE;Warszawa;Praga-Północ;gmina miejska;praga polnoc;dzielnica m.st. Warszawy;ul objazdowa 3;"=""3""";"=""03-771""";36.0;46.0;78.26086957;46.0;;95.65217391;52.15217391;51.0;93.8125;93.82499999999999;20.0;22.0;90.90909091;22.0;;95.45454545;49.63636364;52.5;70.6;70.6;48.0;54.0;88.88888889;54.0;;100.0;54.32075472;53.0;102.075;102.075;Tak;Dzieci lub młodzież;1968.09.01;1968.09.01;Zespół szkół i placówek oświatowych;287.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
20413;viloadamamickiewiczawkrakowie;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W KRAKOWIE;publiczna;MAŁOPOLSKIE;Kraków;Kraków-Śródmieście;gmina miejska;krakow srodmiescie;delegatura;ul waska 7;"=""7""";"=""31-057""";221.0;221.0;100.0;221.0;3.0;100.0;78.86425339;82.0;173.45625;173.225;228.0;228.0;100.0;228.0;2.0;100.0;77.61674009;78.0;169.81875;171.125;232.0;232.0;100.0;232.0;2.0;100.0;76.38793103;78.0;171.8777777777778;173.15;Tak;Dzieci lub młodzież;1902.09.01;1902.09.01;;1007.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny, międzynarodowy, dwujęzyczny w szkole podstawowej, liceum i technikum;
