ID_OKE;wojewodztwo;powiat;gmina;typ_gminy;kod_teryt_gminy;RSPO;nazwa_szkoly;miejscowosc;ulica_nr;typ_placowki;rodzaj_placowki;czy_publiczna;O_otrzymali_swiadectwo_dojrzałosci;O_liczba_zdających;O_zdawalnosc;PPP_liczba_zdajacych;PPP_liczba_laureatow;PPP_zdawalnosc;PPP_mean;PPP_std;PPP_median;PPP_mode;PPU_liczba_zdajacych;PPU_zdawalnosc;PPU_mean;APP_liczba_zdajacych;APP_liczba_laureatow;APP_zdawalnosc;APP_mean;APP_std;APP_median;APP_mode;APU_liczba_zdajacych;APU_zdawalnosc;APU_mean;MP_liczba_zdajacych;MP_liczba_laureatow;MP_zdawalnosc;MP_mean;MP_std;MP_median;MP_mode;AR_liczba_zdajacych;AR_liczba_laureatow;AR_mean;AR_std;AR_median;AR_mode;PR_liczba_zdajacych;PR_liczba_laureatow;PR_mean;PR_std;PR_median;PR_mode
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;12324;II LICEUM OGÓLNOKSZTAŁCĄCE W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. gen. Władysława Sikorskiego 2;liceum;dla młodzieży;Tak;9;11;81.81818182;11;;81.81818182;52.45454545;19.88312961;63;65;11;100;50.90909091;11;;90.90909091;63.81818182;21.51455398;60;58;11;100;83.81818182;11;;81.81818182;49.63636364;20.24070034;48;;6;;50;20.68010316;52.5;;;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;12325;TECHNIKUM NR 2 W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. gen. Władysława Sikorskiego 2;technikum;dla młodzieży;Tak;25;29;86.20689655;29;;96.55172414;49.82758621;13.69890246;52;57;29;100;56.96551724;29;;89.65517241;59.34482759;22.75548568;60;38;29;100;74.37931034;29;;89.65517241;43.17241379;14.05915818;43;41;15;;40.6;17.88034302;38;25;2;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;4117;LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO IM. KARDYNAŁA AUGUSTA HLONDA;Aleksandrów Kujawski;ul. Fryderyka Chopina 24;liceum;dla młodzieży;Tak;65;66;98.48484848;66;;98.48484848;63.33333333;12.81728631;64;67;66;100;75.89393939;66;;98.48484848;80.71212121;21.19445693;89;95;66;100;84.51515152;66;;100;75.78787879;18.65111513;80;80;50;;65.56;23.22856862;69;68;16;;41.75;27.14889501;34;23
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;10610;TECHNIKUM NR 1 W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. Stanisława Wyspiańskiego 4;technikum;dla młodzieży;Tak;32;40;80;40;;100;49.625;12.19772007;46;37;40;97.5;58.775;40;;97.5;74.175;21.75647892;81;92;40;97.5;68.35;40;;82.5;42.95;14.8878306;41;41;27;;50.51851852;23.20020813;50;28;3;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Aleksandrów Kujawski;gmina miejska;0401011;123619;SZKOŁA TECHNICZNA BYDGOSKIEGO ZAKŁADU DOSKONALENIA ZAWODOWEGO W ALEKSANDROWIE KUJAWSKIM;Aleksandrów Kujawski;ul. Długa 8;technikum;dla młodzieży;Nie;8;12;66.66666667;12;;75;38.08333333;17.17293575;41;47;12;100;50.25;12;;91.66666667;57.25;27.61679742;46.5;30;12;100;71.33333333;12;;66.66666667;30;17.94435844;24;24;3;;;;;;1;;;;;
1;Kujawsko-Pomorskie;aleksandrowski;Ciechocinek;gmina miejska;0401021;3513;LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA STASZICA W CIECHOCINKU;Ciechocinek;ul. Mikołaja Kopernika 1;liceum;dla młodzieży;Tak;17;17;100;17;;100;57.41176471;13.28005503;55;47;17;100;71.41176471;17;;100;84.17647059;21.66112075;95;97;17;100;83.35294118;17;;100;67.17647059;20.57192631;72;37;9;;76.77777778;22.07450907;88;90;3;;;;;
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;131451;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Brodnica;ul. Karbowska 29;liceum;dla dorosłych;Tak;4;8;50;8;;87.5;40.625;10.2948713;40;;8;100;46.25;7;;85.71428571;46.57142857;17.57317065;42;;7;100;46.57142857;8;;50;27.25;9.679230341;25;24;3;;;;;;1;;;;;
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;131392;TECHNIKUM IM. ZESŁAŃCÓW SYBIRU;Brodnica;ul. Karbowska 29;technikum;dla młodzieży;Tak;179;193;92.74611399;194;;97.40932642;54.87113402;13.879039;57;50;194;100;75.72680412;194;;97.92746114;67.17525773;23.5538472;72;98;194;100;68.92783505;194;;94.30051813;59.8814433;21.41878369;57;54;92;;51.15217391;24.6906666;47.5;22;14;;17;18.52411556;11.5;0
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;53597;I LICEUM OGÓLNOKSZTAŁCĄCE IM. FILOMATÓW ZIEMI MICHAŁOWSKIEJ W BRODNICY;Brodnica;ul. Lidzbarska 14;liceum;dla młodzieży;Tak;94;94;100;94;;100;67.70212766;12.71523612;68;73;94;100;85.84042553;94;;100;85.5;15.50754792;92.5;97;94;100;84.29787234;94;;100;74.88297872;17.83783714;76;98;72;;67.47222222;20.88125969;69;42;24;;36.16666667;23.4177046;31.5;3
1;Kujawsko-Pomorskie;brodnicki;Brodnica;gmina miejska;0402011;6279;III LICEUM OGÓLNOKSZTAŁCĄCE W BRODNICY;Brodnica;ul. Matejki 7;liceum;dla młodzieży;Tak;106;107;99.06542056;107;;100;64.69811321;14.01223846;67.5;75;107;100;90.01869159;104;;100;84.13461538;17.75585369;91;100;104;100;85.35576923;107;;99.06542056;76.28037383;19.11489823;78;100;78;;69.42307692;22.97072788;75;88;21;;39.0952381;28.47204939;51;3
1;Kujawsko-Pomorskie;brodnicki;Górzno;miasto;0402054;53680;LICEUM OGÓLNOKSZTAŁCĄCE STOWARZYSZENIA PRZYJACIÓŁ SZKÓŁ KATOLICKICH W GÓRZNIE;Górzno;ul. Kościelna 7;liceum;dla młodzieży;Nie;5;7;71.42857143;7;;85.71428571;56.85714286;18.55823707;57;;7;100;80.42857143;6;;83.33333333;67.5;27.81935777;76.5;;6;100;77.16666667;7;;71.42857143;51;19.44956849;59;;3;;;;;;3;;;;;
1;Kujawsko-Pomorskie;brodnicki;Jabłonowo Pomorskie;miasto;0402074;109600;LICEUM OGÓLNOKSZTAŁCĄCE;Jabłonowo Pomorskie;ul. Nowy Rynek 5;liceum;dla młodzieży;Tak;7;8;87.5;8;;100;49.5;12.78671185;51;32;8;100;74.125;8;;100;69.75;24.57005291;73.5;33;8;87.5;64.875;8;;87.5;48.25;18.11594601;48;33;3;;;;;;1;;;;;
1;Kujawsko-Pomorskie;brodnicki;Jabłonowo Pomorskie;miasto;0402074;84659;TECHNIKUM;Jabłonowo Pomorskie;ul. Nowy Rynek 5;technikum;dla młodzieży;Tak;7;7;100;7;;100;60.28571429;8.859446705;58;;7;100;77.14285714;7;;100;76.14285714;18.78775111;80;;7;100;71.85714286;7;;100;66.14285714;14.18680042;67;;3;;;;;;;;;;;
1;Kujawsko-Pomorskie;bydgoski;Dobrcz;gmina wiejska;0403032;71502;LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE;Karolewo;8;liceum;dla dorosłych;Tak;1;5;20;5;;40;34.2;15.80379701;22;22;5;100;52.6;5;;80;47;24.84351022;38;;5;100;46.8;5;;20;19.2;6.241794614;20;13;1;;;;;;;;;;;
1;Kujawsko-Pomorskie;bydgoski;Dobrcz;gmina wiejska;0403032;113791;TECHNIKUM W KAROLEWIE W ZESPOLE SZKÓŁ AGRO-EKONOMICZNYCH IM. BRONISŁAWA ZAMOJDZINA W KAROLEWIE;Karolewo;8;technikum;dla młodzieży;Tak;11;13;84.61538462;13;;84.61538462;44.30769231;17.70868807;45;60;13;100;70;13;;84.61538462;55.61538462;24.00813472;55;55;13;100;67.46153846;13;;92.30769231;48.30769231;12.92216114;50;59;13;;29.30769231;23.58743021;23;7;3;;;;;
1;Kujawsko-Pomorskie;bydgoski;Koronowo;miasto;0403044;83537;TECHNIKUM W KORONOWIE W ZESPOLE SZKÓŁ ZAWODOWYCH IM. GEN. STANISŁAWA MACZKA W KORONOWIE;Koronowo;ul. Dworcowa 53;technikum;dla młodzieży;Tak;24;26;92.30769231;26;;100;50.61538462;13.01205631;52;52;26;100;64.57692308;26;;96.15384615;82.96153846;17.67545184;88.5;98;26;100;73.73076923;26;;92.30769231;55.07692308;17.80000665;53.5;50;18;;62.94444444;21.00124923;62.5;85;;;;;;
1;Kujawsko-Pomorskie;bydgoski;Koronowo;miasto;0403044;83543;LICEUM OGÓLNOKSZTAŁCĄCE IM. LEONA WYCZÓŁKOWSKIEGO W KORONOWIE;Koronowo;ul. Szkolna 4;liceum;dla młodzieży;Tak;37;45;82.22222222;45;;88.88888889;53.37777778;19.74874273;55;48;45;100;60.06666667;45;;93.33333333;67.77777778;25.65054809;68;100;45;100;63.08888889;45;;84.44444444;44.75555556;19.58021173;43;48;30;;50.23333333;25.09406747;50;27;13;;10.15384615;20.36907971;0;0
1;Kujawsko-Pomorskie;bydgoski;Solec Kujawski;miasto;0403084;85245;LICEUM OGÓLNOKSZTAŁCĄCE W SOLCU KUJAWSKIM W ZESPOLE SZKÓŁ OGÓLNOKSZTAŁCACYCH I ZAWODOWYCH W SOLCU KUJAWSKIM;Solec Kujawski;ul. 29 Listopada 7;liceum;dla młodzieży;Tak;16;19;84.21052632;19;;89.47368421;44.26315789;15.2171721;42;38;19;94.73684211;54.84210526;19;;100;67.73684211;24.42785749;70;37;19;100;71.10526316;19;;94.73684211;47.52631579;14.5362285;43;41;13;;51.76923077;23.05229455;58;28;1;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;10426;LICEUM OGÓLNOKSZTAŁCĄCE SPECJALNE DLA MŁODZIEZY SŁABO SŁYSZĄCEJ I NIESŁYSZĄCEJ;Bydgoszcz;ul. Akademicka 3;liceum;dla młodzieży;Tak;0;1;;1;;;;;;;1;;;1;;;;;;;1;;;1;;;;;;;1;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;109572;TECHNIKUM IM. SYBIRAKÓW W BYGDOSZCZY;Bydgoszcz;ul. Filmowa 1;technikum;dla młodzieży;Tak;53;68;77.94117647;69;;95.58823529;49.10144928;15.01510826;52;52;68;92.64705882;52.63235294;67;;90.90909091;67.91044776;24.64901763;73;95;66;93.93939394;61.60606061;69;;80.88235294;47.20289855;20.63174683;46;52;28;;52.75;24.30112431;55;23;10;;18.6;28.64332383;1.5;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;22038;TECHNIKUM NR 9 IM. MARII DĄBROWSKIEJ Z ODDZIAŁAMI SPORTOWYMI W BYDGOSZCZY;Bydgoszcz;ul. Gajowa 94;technikum;dla młodzieży;Tak;102;114;89.47368421;114;;98.24561404;53.51327434;14.50304518;53;52;114;97.36842105;54.87719298;113;;97.34513274;71.5625;23.53143082;76;90;113;97.34513274;67.21428571;114;;91.22807018;49.53982301;19.39256102;48;52;78;;54.07692308;24.14633233;56;48;9;;12.66666667;12.50777536;11;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14501;TECHNIKUM GASTRONOMICZNO-HOTELATSKIE NR 8 IM. JAROSŁAWA IWASZKIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Ks. Stanisława Konarskiego 5;technikum;dla młodzieży;Tak;76;80;95;81;;98.75;51.72839506;11.08219832;53;45;80;100;57.75;80;;100;76.0875;19.93752351;83;85;79;97.46835443;73.5443038;81;;96.25;60.41975309;19.61787054;57;54;54;;51.7962963;23.21508101;47;30;13;;25.07692308;25.15631604;23;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14226;TECHNIKUM DRZEWNE NR 5 IM. STANISŁAWA STASZICA W BYDGOSZCZY;Bydgoszcz;ul. Toruńska 44;technikum;dla młodzieży;Tak;11;21;52.38095238;21;;61.9047619;32.23809524;16.68733412;37;23;21;80.95238095;45.42857143;21;;90.47619048;56.9047619;23.01325656;50;35;21;95.23809524;56.04761905;21;;66.66666667;40.71428571;19.37387258;35;28;8;;37.75;25.26237321;26.5;13;2;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;19108;IV LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Bydgoszcz;ul. Gajowa 98;liceum;dla dorosłych;Tak;9;12;75;13;;83.33333333;36.92307692;17.49488514;43;45;12;100;76.91666667;13;;100;70.38461538;26.80854761;77;93;11;100;83;14;;75;40.35714286;21.39294658;33.5;24;8;;67.25;19.74050405;72;67;3;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;19101;TECHNIKUM EKONOMICZNE NR 6 W BYDGOSZCZY;Bydgoszcz;ul. Gajowa 98;technikum;dla młodzieży;Tak;71;73;97.26027397;73;;100;64.39726027;13.45997591;62;62;73;100;74.51388889;73;;98.63013699;72.87671233;22.51388929;77;98;73;100;79.16438356;73;;98.63013699;72.67123288;17.86099661;74;78;60;;51.66666667;23.73862301;49;63;5;;12;11.55854662;3;3
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12719;VII LICEUM OGÓLNOKSZTAŁCĄCE IM. JANUSZA KUSOCIŃSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. 11 Listopada 4;liceum;dla młodzieży;Tak;107;107;100;107;;100;66.90654206;12.3360521;68;75;107;100;86.19626168;105;;100;86.88571429;14.92923899;93;95;105;100;81.42857143;107;;100;77.6728972;13.95706079;78;78;75;;69.41333333;20.54399723;70;63;25;;52.6;18.07982301;57;60
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11640;XV LICEUM OGÓLNOKSZTAŁCĄCE IM. JEREMIEGO PRZYBORY Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;"ul. gen. Augusta Emila Fieldorfa ""Nila"" 13";liceum;dla młodzieży;Tak;70;72;97.22222222;73;;100;46.89041096;12.70051411;47;43;72;100;71.54166667;72;;100;76.63888889;19.4510108;80;98;71;100;69.83098592;73;;97.22222222;57.68493151;21.91507688;54;43;46;;56.41304348;24.18099873;60;38;22;;23.40909091;26.95561856;13;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11648;XI LICEUM OGÓLNOKSZTAŁCĄCE IM. BYDGOSKICH OLIMPIJCZYKÓW MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;ul. Cicha 59;liceum;dla młodzieży;Tak;65;65;100;65;;100;52.56923077;11.83211956;52;52;65;100;59.32307692;65;;100;76.90769231;18.11563122;82;82;65;100;70.56923077;65;;100;65.4;16.19097564;65;61;36;;59.75;18.54630092;60.5;58;7;;16.71428571;15.86293331;3;3
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;9883;I PRYWATNE LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY;Bydgoszcz;ul. Jagiellońska 27;liceum;dla młodzieży;Nie;11;13;84.61538462;13;;100;56.07692308;13.89776705;57;43;13;100;71.76923077;13;;100;88.07692308;17.7394022;95;100;13;100;87.15384615;13;;84.61538462;46.15384615;18.35901017;43;35;11;;78.18181818;14.47768303;80;83;5;;36.6;21.34104027;43;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14372;TECHNIKUM ELEKTRONICZNE NR 7 IM. WOJSKA POLSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Mieczysława Karłowicza 20;technikum;dla młodzieży;Tak;203;204;99.50980392;204;;99.50980392;70.09803922;12.30376142;70;70;204;100;57.02955665;203;;100;91.54455446;11.27823169;95;98;203;100;83;204;;99.50980392;87.42857143;13.06024583;91;98;192;;74.18324607;19.5328407;78;92;8;;34.375;26.35781431;38.5;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;35193;PAŃSTWOWE LICEUM SZTUK PLASTYCZNYCH IM. LEONA WYCZÓŁKOWSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Ks. Stanisława Konarskiego 2;liceum;nie dotyczy;Tak;42;44;95.45454545;44;1;97.72727273;69.18181818;15.82040214;70;63;44;97.72727273;65.47727273;44;;100;90.93181818;9.277043336;93;93;44;100;88.25;44;;97.72727273;62.04545455;17.57057787;64;78;38;;77.89473684;18.44592306;83;78;12;1;65.08333333;24.20901462;63;57
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;26980;I KATOLICKIE LICEUM OGÓLNOKSZTAŁCĄCE IM. KRÓLA JANA III SOBIESKIEGO;Bydgoszcz;ul. Nowodworska 17;liceum;dla młodzieży;Nie;16;16;100;16;;100;74.125;9.198335447;76;62;16;100;79.375;16;;100;94.875;4.470388686;97;97;16;100;94;16;;100;83.875;13.90087677;89;98;16;;81.75;16.57369904;86.5;95;3;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;85576;PAŃSTWOWA OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA II ST. W BYDGOSZCZY;Bydgoszcz;ul. Andrzeja Szwalbego 1;liceum;nie dotyczy;Tak;14;14;100;14;2;100;77;16.35324345;77.5;70;14;100;74.71428571;14;;100;94.78571429;4.490920546;95;95;14;100;93.78571429;14;;100;80.28571429;16.76914075;85;74;13;;81.38461538;12.54860373;77;65;4;2;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;18408;XIII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA HALLERA W BYDGOSZCZY;Bydgoszcz;ul. Aleksandra Fredry 3;liceum;dla młodzieży;Tak;17;29;58.62068966;29;;96.55172414;45.20689655;11.05902443;45;45;29;96.55172414;53.96551724;28;;96.42857143;80.32142857;18.47402341;87.5;93;28;100;75.14285714;29;;58.62068966;33.31034483;12.14312193;30;22;21;;59.33333333;24.26703296;52;93;9;;6.111111111;7.014975163;3;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13037;TECHNIKUM NR 4 IM. IGNACEGO ŁUKASIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Ignacego Łukasiewicza 3;technikum;dla młodzieży;Tak;75;76;98.68421053;76;;100;61.43421053;14.08558009;62.5;65;76;100;62.39473684;76;;98.68421053;83;16.89830262;89;97;76;100;75.07894737;76;;98.68421053;69.88157895;18.65332417;69.5;65;45;;67.04444444;21.67431204;72;78;2;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11196;I LICEUM OGÓLNOKSZTAŁCĄCE DLA DOROSŁYCH;Bydgoszcz;ul. Nakielska 11;liceum;dla dorosłych;Tak;1;2;;2;;;;;;;2;;;2;;;;;;;2;;;2;;;;;;;1;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11222;TECHNIKUM FRYZJERSKO-KOSMETYCZNE NR 1 W BYDGOSZCZY;Bydgoszcz;ul. Nakielska 11;technikum;dla młodzieży;Tak;3;3;;3;;;;;;;3;;;3;;;;;;;3;;;3;;;;;;;1;;;;;;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;17491;IX LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA NOWAKOWSKIEGO Z ODDZIAŁAMI DWUJĘZYCZNYMI W BYDGOSZCZY;Bydgoszcz;ul. Zofii Nałkowskiej 9;liceum;dla młodzieży;Tak;66;70;94.28571429;70;;97.14285714;54.42857143;12.49408023;55;62;70;100;62.34285714;69;;98.55072464;90.47826087;14.84764042;97;97;69;98.55072464;86.50724638;70;;97.14285714;58.22857143;17.26861019;57;54;58;;73.84482759;17.46602784;78;82;8;;14.75;17.12271883;3;3
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12525;II LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA W BYDGOSZCZY;Bydgoszcz;ul. Nowodworska 13;liceum;dla młodzieży;Tak;115;116;99.13793103;117;;99.13793103;62.77777778;12.04486706;63;65;116;100;84.06896552;117;;100;89.25641026;13.95729374;95;100;116;100;87.68103448;117;;100;82.93162393;15.01038187;87;96;97;;73.63917526;17.8459534;75;70;30;;51.8;25.46160508;52.5;86
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12527;III LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA MICKIEWICZA W BYDGOSZCZY;Bydgoszcz;ul. Nowogrodzka 3;liceum;dla młodzieży;Tak;149;150;99.33333333;150;;99.33333333;66.82666667;12.94230617;68;73;150;99.33333333;73.76;150;;100;92.58666667;8.920528136;95;100;150;100;92.36666667;150;;100;74.08666667;17.02505474;78;52;129;;77.14728682;16.09328464;80;93;28;;60.21428571;16.88058298;60;57
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12972;TECHNIKUM BUDOWLANE NR 3 IM. JURIJA GAGARINA W BYDGOSZCZY;Bydgoszcz;ul. Jana Pestalozziego 18;technikum;dla młodzieży;Tak;107;109;98.16513761;109;;100;55.21100917;11.96330275;55;45;109;100;65.25688073;108;;99.07407407;80.52777778;17.91981023;87;95;108;98.14814815;67.48148148;109;;100;73.1559633;16.74206607;72;72;74;;61.77027027;18.99683281;64;47;12;;16.25;22.26404051;3;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;27051;LICEUM OGÓLNOKSZTAŁCĄCE TOWARZYSTWA SALEZJAŃSKIEGO W BYDGOSZCZY IM. ŚW. JANA BOSKO;Bydgoszcz;ul. Pod Reglami 1;liceum;dla młodzieży;Nie;29;29;100;29;;100;62.06896552;12.63255519;62;55;29;100;80.62068966;27;;100;93.03703704;11.40006979;97;100;27;100;88.18518519;29;;100;80.65517241;17.29116949;83;100;25;;75.92;18.61165226;85;90;6;;52.5;19.10279212;50;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13860;TECHNIKUM SAMOCHODOWE NR 12 W BYDGOSZCZY;Bydgoszcz;ul. Aleja Powstańców Wielkopolskich 63;technikum;dla młodzieży;Tak;37;42;88.0952381;42;;95.23809524;43.33333333;12.70482973;42;33;42;97.61904762;52.28571429;42;;97.61904762;79.54761905;19.0202929;85;90;42;97.61904762;62.9047619;42;;90.47619048;58.11904762;20.15322541;59;57;21;;60.76190476;17.3751458;58;57;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13661;TECHNIKUM MECHANICZNO-ELEKTRYCZNE NR 11 IM. TYTUSA MAKSYMILIANA HUBERA W BYDGOSZCZY;Bydgoszcz;ul. Słoneczna 19;technikum;dla młodzieży;Tak;62;77;80.51948052;78;;89.61038961;44.75641026;14.17128362;47;37;79;96.1038961;53.19230769;79;;96.1038961;74.66666667;22.97694869;82.5;93;78;98.7012987;72.4025974;79;;85.71428571;52.28205128;19.80021849;52;33;52;;51.84313725;22.74097326;52;73;;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12707;VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JANA I JĘDRZEJA ŚNIADECKICH W BYDGOSZCZY;Bydgoszcz;ul. Stanisława Staszica 4;liceum;dla młodzieży;Tak;147;147;100;147;1;100;74.55782313;12.94526901;77;65;147;100;67.93877551;147;;100;94.87671233;6.324436637;97;100;147;100;91.41496599;147;1;100;89.82993197;9.752986042;91;98;118;;84.79487179;13.52966886;88;93;17;1;56.29411765;26.16635627;57;40
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;18457;IV LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA WIELKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Stawowa 39;liceum;dla młodzieży;Tak;149;149;100;149;1;100;72.68456376;12.3718056;75;77;149;100;69.81208054;147;;100;93.23129252;9.056938579;97;100;147;100;88.15646259;149;;100;81.66442953;15.81164754;85;96;130;;77.98461538;16.66132538;78;97;45;1;46.48888889;28.16824234;40;23
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;11730;TECHNIKUM ELEKTRYCZNO-ENERGETYCZNE NR 2 IM. JANA III SOBIESKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Stawowa 41;technikum;dla młodzieży;Tak;47;48;97.91666667;48;;97.91666667;49.8125;14.16518068;50;30;48;100;52.1875;49;;97.91666667;68.28571429;22.44812614;77;88;48;100;63.52083333;48;;97.91666667;58.04166667;19.8829474;53;46;36;;43.91666667;24.23309835;40;57;2;;;;;
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;13768;VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Swarzewska 10;liceum;dla młodzieży;Tak;141;145;97.24137931;145;;97.24137931;63.40277778;14.40597843;64;60;145;100;64.25;145;;98.62068966;86.77241379;15.6649157;93;97;145;99.31034483;79.48611111;145;;100;74.09655172;15.24210328;74;74;120;;67.76666667;22.40376952;73;82;28;;19.85714286;27.48598901;1.5;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;12666;V LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO W BYDGOSZCZY;Bydgoszcz;ul. Szarych Szeregów 4a;liceum;dla młodzieży;Tak;96;99;96.96969697;99;;98.98989899;66.37373737;14.41420866;68;62;99;98.98989899;64.22222222;97;;100;86.73195876;14.76378647;93;95;97;100;79.5257732;99;;96.96969697;57.76767677;17.89804362;59;61;79;;68.97468354;20.48709052;72;72;30;;41.86666667;26.82254441;47.5;0
1;Kujawsko-Pomorskie;Bydgoszcz;Bydgoszcz;gmina miejska;0461011;14346;TECHNIKUM MECHANICZNE NR 10 IM. FRANCISZKA SIEMIRADZKIEGO Z ODDZIAŁAMI MISTRZOSTWA SPORTOWEGO W BYDGOSZCZY;Bydgoszcz;ul. św. Trójcy 37;technikum;dla młodzieży;Tak;167;186;89.78494624;187;;91.93548387;47.5483871;15.3181431;48;50;187;100;52.12834225;187;;98.92473118;83.39572193;17.70656795;90;97;186;97.31182796;74.74193548;187;;93.5483871;66.9197861;22.54238987;70;70;154;;61.25974026;24.79547644;63;63;5;;21.2;18.5407659;20;
