RSPO;nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
24346;lxviiilotytusachalubinskiego;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul ludwika narbutta 31;"=""31""";"=""02-536""";85.0;90.0;94.44444444;90.0;;98.88888889;64.68888889;68.0;120.41666666666667;121.2;76.0;89.0;85.39325843;91.0;;100.0;57.40659341;60.0;120.41666666666667;121.2;77.0;81.0;95.0617284;82.0;;100.0;60.93902439;61.0;120.41666666666667;121.2;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;567.0;;angielski, hiszpański, niemiecki;Nie;Nie;Tak;ogólnodostępny;
24373;xlo;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul mjr henryka sucharskiego 4;"=""4""";"=""35-225""";8.0;10.0;80.0;10.0;;100.0;50.4;55.0;53.025;53.025;15.0;19.0;78.94736842;19.0;;84.21052632;36.57894737;38.0;53.025;53.025;17.0;28.0;60.71428571;28.0;;96.42857143;56.60714286;57.0;53.025;53.025;Tak;Dzieci lub młodzież;1997.09.01;1997.09.01;Zespół szkół i placówek oświatowych;259.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
24585;cxilostefanakisielewskiego;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul szczawnicka 1;"=""1""";"=""04-089""";11.0;22.0;50.0;22.0;;95.45454545;53.22727273;52.0;103.4;103.4;15.0;28.0;53.57142857;29.0;;85.71428571;49.96551724;55.0;103.4;103.4;37.0;46.0;80.43478261;46.0;;95.65217391;47.15555556;47.0;103.4;103.4;Tak;Dzieci lub młodzież;1998.09.01;1998.09.01;Zespół szkół i placówek oświatowych;303.0;;angielski, niemiecki;Tak;Tak;Tak;ogólnodostępny, integracyjny;
25173;xciilo;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul ozarowska 71;"=""71""";"=""01-408""";50.0;55.0;90.90909091;56.0;;96.36363636;54.17857143;52.0;100.7;100.05;31.0;34.0;91.17647059;35.0;;100.0;64.11428571;65.0;100.7;100.05;45.0;53.0;84.90566038;53.0;;100.0;60.11320755;60.0;100.7;100.05;Tak;Dzieci lub młodzież;2002.04.17;2002.09.02;Zespół szkół i placówek oświatowych;322.0;;angielski, hiszpański, niemiecki;Nie;Nie;Nie;ogólnodostępny, integracyjny;
25265;xcviiloolimpijczykowpolskich;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul siennicka 15;"=""15""";"=""04-395""";27.0;38.0;71.05263158;38.0;;97.36842105;49.08108108;48.0;105.75;105.75;14.0;15.0;93.33333333;15.0;;100.0;68.6;73.0;105.75;105.75;0.0;1.0;;1.0;;;;;105.75;105.75;Tak;Dzieci lub młodzież;1996.09.01;1996.09.01;Zespół szkół i placówek oświatowych;217.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
25290;xiiilomariipiotrowiczowej;publiczna;ŁÓDZKIE;Łódź;Łódź-Bałuty;gmina miejska;lodz baluty;delegatura;ul eliasza chaima majzela 4;"=""4""";"=""91-430""";81.0;81.0;100.0;81.0;;100.0;71.03703704;73.0;139.85999999999999;142.45;104.0;104.0;100.0;104.0;;100.0;64.82692308;67.0;139.85999999999999;142.45;98.0;98.0;100.0;98.0;;100.0;70.06122449;68.0;139.85999999999999;142.45;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;543.0;inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
25291;xvlojanakasprowicza;publiczna;ŁÓDZKIE;Łódź;Łódź-Bałuty;gmina miejska;lodz baluty;delegatura;ul traktorowa 77;"=""77""";"=""91-204""";95.0;95.0;100.0;95.0;;100.0;66.16842105;65.0;133.95000000000002;142.5;78.0;79.0;98.73417722;79.0;;100.0;67.70512821;68.0;133.95000000000002;142.5;77.0;77.0;100.0;77.0;;100.0;66.87012987;68.0;133.95000000000002;142.5;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;515.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, inne urządzenia sportowe;angielski, francuski, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
25292;xviiilojedrzejasniadeckiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul feliksa perla 11;"=""11""";"=""94-203""";39.0;41.0;95.12195122;42.0;;97.56097561;51.75609756;53.0;58.73333333333333;57.25;40.0;56.0;71.42857143;57.0;;92.85714286;55.19298246;57.0;58.73333333333333;57.25;55.0;58.0;94.82758621;58.0;;98.27586207;55.15789474;55.0;58.73333333333333;57.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;456.0;boiska do koszykówki, boiska do piłki nożnej;angielski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
25350;xxiloboleslawaprusa;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul mikolaja kopernika 2;"=""2""";"=""90-509""";115.0;115.0;100.0;115.0;1.0;100.0;69.06086957;68.0;153.20999999999998;165.9;106.0;106.0;100.0;106.0;;100.0;77.22641509;78.0;153.20999999999998;165.9;132.0;133.0;99.2481203;133.0;2.0;100.0;69.19548872;68.0;153.20999999999998;165.9;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;551.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
25360;xxvlostefanazeromskiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul podhalanska 2a;"=""2a""";"=""93-224""";124.0;124.0;100.0;124.0;;100.0;66.20967742;67.0;148.92000000000002;152.85;152.0;152.0;100.0;152.0;;100.0;69.38815789;69.0;148.92000000000002;152.85;151.0;151.0;100.0;151.0;;100.0;73.8807947;77.0;148.92000000000002;152.85;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;543.0;boiska do siatkówki, boiska do piłki nożnej;angielski;Nie;Tak;Tak;ogólnodostępny;
25401;xxiiiloksprofjozefatischnera;publiczna;ŁÓDZKIE;Łódź;Łódź-Widzew;gmina miejska;lodz widzew;delegatura;al marsz jozefa pilsudskiego 159;"=""159""";"=""92-301""";58.0;73.0;79.45205479;74.0;;94.52054795;52.68918919;55.0;66.33333333333333;77.05;58.0;59.0;98.30508475;59.0;;98.30508475;56.42372881;58.0;66.33333333333333;77.05;59.0;72.0;81.94444444;74.0;;93.05555556;47.59459459;47.5;66.33333333333333;77.05;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;555.0;boiska do siatkówki, boiska do piłki ręcznej;angielski;Nie;Nie;Tak;ogólnodostępny, integracyjny;Oddział przygotowawczy
25407;xxxvloboleslawaprusa;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul zwyciezcow 7 9;"=""7/9""";"=""03-936""";178.0;178.0;100.0;178.0;;100.0;79.25280899;80.0;174.1457142857143;170.7;112.0;112.0;100.0;112.0;;100.0;74.75892857;77.0;174.1457142857143;170.7;138.0;138.0;100.0;138.0;;100.0;73.88405797;74.0;174.1457142857143;170.7;Tak;Dzieci lub młodzież;1922.09.01;1922.09.01;;909.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy, dwujęzyczny w szkole podstawowej, liceum i technikum;
25441;xxxiloludwikazamenhofa;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul konspiracyjnego wojska polskiego 5b;"=""5b""";"=""93-236""";118.0;118.0;100.0;118.0;;100.0;76.19491525;77.5;134.6222222222222;141.75;141.0;141.0;100.0;141.0;;100.0;70.85815603;70.0;134.6222222222222;141.75;155.0;156.0;99.35897436;156.0;;100.0;75.68589744;76.0;134.6222222222222;141.75;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;648.0;boiska do siatkówki plażowej, boiska do piłki nożnej, bieżnie okólne, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
25443;xxxiiiloarmiikrajowej;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul janusza kusocinskiego 116;"=""116""";"=""94-054""";120.0;122.0;98.36065574;122.0;;99.18032787;64.43442623;64.0;135.14000000000001;143.4;119.0;119.0;100.0;120.0;;100.0;70.75630252;72.0;135.14000000000001;143.4;139.0;139.0;100.0;139.0;;100.0;65.29496403;67.0;135.14000000000001;143.4;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;Zespół szkół i placówek oświatowych;671.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny, integracyjny;
25445;xxlojuliuszaslowackiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul karola bohdanowicza 11;"=""11""";"=""93-552""";97.0;101.0;96.03960396;101.0;;100.0;61.42574257;60.0;94.38333333333333;93.25;65.0;66.0;98.48484848;66.0;;100.0;61.48484848;62.0;94.38333333333333;93.25;86.0;87.0;98.85057471;87.0;;98.85057471;59.98850575;60.0;94.38333333333333;93.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;578.0;boiska do siatkówki plażowej, bieżnie proste, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
25446;xxivlomariisklodowskiejcurie;publiczna;ŁÓDZKIE;Łódź;Łódź-Bałuty;gmina miejska;lodz baluty;delegatura;ul marysinska 61 67;"=""61/67""";"=""91-850""";79.0;84.0;94.04761905;84.0;;98.80952381;62.61904762;63.0;97.37;95.25;66.0;72.0;91.66666667;72.0;;95.83333333;59.36111111;60.0;97.37;95.25;98.0;108.0;90.74074074;108.0;;97.22222222;57.08333333;60.0;97.37;95.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;489.0;boiska do piłki nożnej;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
25627;xxxivlokrzysztofakieslowskiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul wapienna 17;"=""17""";"=""91-087""";33.0;36.0;91.66666667;36.0;;100.0;60.58333333;62.0;72.4375;67.92500000000001;57.0;61.0;93.44262295;61.0;;100.0;60.21311475;58.0;72.4375;67.92500000000001;34.0;38.0;89.47368421;38.0;;97.36842105;49.86842105;51.0;72.4375;67.92500000000001;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;386.0;boiska do piłki nożnej, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
25632;xxvilojulianatuwima;publiczna;MAZOWIECKIE;Warszawa;Wawer;gmina miejska;wawer;dzielnica m.st. Warszawy;ul alpejska 16;"=""16""";"=""04-628""";39.0;47.0;82.9787234;47.0;;93.61702128;57.19148936;60.0;;;47.0;47.0;100.0;47.0;;100.0;58.40425532;58.0;121.5625;121.55000000000001;75.0;79.0;94.93670886;79.0;;97.46835443;58.3974359;58.0;121.5625;121.55000000000001;Tak;Dzieci lub młodzież;1960.09.01;1960.09.01;;513.0;boiska do siatkówki, boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, integracyjny;
25697;vloplkstanislawadabka;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul arendta dickmana 14;"=""14""";"=""81-109""";116.0;129.0;89.92248062;129.0;;96.89922481;54.1627907;55.0;134.2875;137.8;77.0;83.0;92.77108434;84.0;;97.59036145;57.41666667;55.0;134.2875;137.8;77.0;86.0;89.53488372;87.0;;94.18604651;55.75862069;58.0;134.2875;137.8;Tak;Dzieci lub młodzież;1973.05.09;1973.05.09;;553.0;inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
25956;xxviilotadeuszaczackiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul polna 5;"=""5""";"=""00-625""";125.0;125.0;100.0;125.0;2.0;100.0;81.53225806;83.0;179.4;179.75;113.0;113.0;100.0;113.0;2.0;100.0;82.0;83.0;179.4;179.75;116.0;116.0;100.0;116.0;1.0;100.0;87.66956522;90.0;179.4;179.75;Tak;Dzieci lub młodzież;1876.09.01;1900.09.03;;567.0;boiska do siatkówki, boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
27158;lixlojanuszakusocinskiego;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul samuela bogumila lindego 20;"=""20""";"=""01-952""";112.0;138.0;81.15942029;138.0;;96.37681159;57.47826087;59.0;;;116.0;129.0;89.92248062;130.0;;97.6744186;58.19230769;57.0;111.60789473684211;61.13;135.0;156.0;86.53846154;157.0;;98.07692308;59.34394904;60.0;111.60789473684211;61.13;Tak;Dzieci lub młodzież;1979.06.30;1979.09.01;;705.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, inne urządzenia sportowe;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, mistrzostwa sportowego;
27280;lxlowojciechagorskiego;publiczna;MAZOWIECKIE;Warszawa;Bielany;gmina miejska;bielany;dzielnica m.st. Warszawy;ul lwa tolstoja 2;"=""2""";"=""01-910""";77.0;81.0;95.0617284;81.0;;98.7654321;56.90123457;58.0;123.60000000000001;122.1;66.0;71.0;92.95774648;71.0;;98.5915493;56.0;57.0;123.60000000000001;122.1;75.0;77.0;97.4025974;77.0;;100.0;59.5974026;60.0;123.60000000000001;122.1;Tak;Dzieci lub młodzież;1982.06.15;1982.09.01;Zespół szkół i placówek oświatowych;463.0;;angielski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny;
27325;xliiloirenysendlerowej;publiczna;ŁÓDZKIE;Łódź;Łódź-Bałuty;gmina miejska;lodz baluty;delegatura;ul stawowa 28;"=""28""";"=""91-358""";29.0;33.0;87.87878788;33.0;;90.90909091;44.72727273;47.0;54.85;57.2;38.0;44.0;86.36363636;45.0;;86.36363636;46.62222222;45.0;54.85;57.2;44.0;52.0;84.61538462;52.0;;96.15384615;53.38461538;51.0;54.85;57.2;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;490.0;boiska do koszykówki, boiska do piłki nożnej;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
27812;lviiilokrzysztofakamilabaczynskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul gornoslaska 31;"=""31""";"=""00-432""";89.0;90.0;98.88888889;90.0;;100.0;63.61111111;61.0;132.025;134.77499999999998;74.0;75.0;98.66666667;75.0;;100.0;70.81081081;70.0;132.025;134.77499999999998;88.0;90.0;97.77777778;90.0;;100.0;73.01111111;75.0;132.025;134.77499999999998;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;Zespół szkół i placówek oświatowych;515.0;;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
27858;ixloklementynyhoffmanowej;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul hoza 88;"=""88""";"=""00-682""";272.0;272.0;100.0;272.0;;100.0;80.23161765;82.0;176.86666666666667;177.1;251.0;251.0;100.0;251.0;;100.0;86.07171315;87.0;176.86666666666667;177.1;273.0;273.0;100.0;273.0;1.0;100.0;83.28571429;85.0;176.86666666666667;177.1;Tak;Dzieci lub młodzież;1900.09.01;1900.09.01;;1165.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
27918;xviiloandrzejafryczamodrzewskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul elektoralna 5 7;"=""5/7""";"=""00-137""";95.0;95.0;100.0;95.0;;100.0;77.2;78.0;170.94;170.8;114.0;114.0;100.0;114.0;;100.0;80.16666667;82.0;170.94;170.8;134.0;134.0;100.0;134.0;;100.0;83.71641791;85.0;170.94;170.8;Tak;Dzieci lub młodzież;1960.09.01;1960.09.01;;657.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, bieżnie okólne, skocznie, rzutnie;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
28516;xxxviilojaroslawadabrowskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul swietokrzyska 1;"=""1""";"=""00-360""";147.0;147.0;100.0;147.0;;100.0;79.57142857;80.0;167.28;167.05;152.0;152.0;100.0;152.0;;100.0;84.33552632;85.0;167.28;167.05;141.0;141.0;100.0;141.0;;100.0;77.39007092;78.0;167.28;167.05;Tak;Dzieci lub młodzież;1951.09.01;1951.09.01;;727.0;boiska uniwersalne/wielozadaniowe;angielski, niemiecki, włoski;Nie;Tak;Nie;ogólnodostępny;
28603;xilomikolajareja;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;pl plac stanislawa malachowskiego 1;"=""1""";"=""00-063""";118.0;118.0;100.0;118.0;;100.0;79.01694915;82.0;167.8;169.45;127.0;127.0;100.0;127.0;1.0;100.0;81.48412698;82.0;167.8;169.45;179.0;179.0;100.0;179.0;1.0;100.0;77.75418994;78.0;167.8;169.45;Tak;Dzieci lub młodzież;1906.09.01;1906.09.01;;631.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Nie;ogólnodostępny;
29142;xivlokazimierzawielkiego;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Nowe Miasto;gmina miejska;poznan nowe miasto;delegatura;os piastowskie 106;"=""106""";"=""61-164""";166.0;167.0;99.4011976;168.0;;99.4011976;65.51785714;65.0;149.80714285714288;149.25;101.0;101.0;100.0;101.0;;100.0;66.75247525;68.0;149.80714285714288;149.25;110.0;110.0;100.0;111.0;;100.0;70.38738739;73.0;149.80714285714288;149.25;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;;779.0;boiska do siatkówki plażowej, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski, rumuński;Nie;Tak;Tak;ogólnodostępny;
29239;lxixlobohaterowpowstaniawarszawskiego1944wwarszawie;publiczna;MAZOWIECKIE;Warszawa;Ochota;gmina miejska;ochota;dzielnica m.st. Warszawy;ul stanislawa skarzynskiego 8;"=""8""";"=""02-377""";75.0;77.0;97.4025974;77.0;;100.0;63.48051948;62.0;;;49.0;54.0;90.74074074;54.0;;100.0;64.7037037;63.5;140.20999999999998;140.8;76.0;79.0;96.20253165;79.0;;100.0;60.63291139;60.0;140.20999999999998;140.8;Tak;Dzieci lub młodzież;1996.06.24;1996.09.01;;504.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie okólne, skocznie, rzutnie, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Tak;Tak;Tak;ogólnodostępny, integracyjny, sportowy;
29625;xxvlogeneralowejjadwigizamoyskiej;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;gmina miejska;poznan jezyce;delegatura;ul widna 1;"=""1""";"=""60-655""";129.0;130.0;99.23076923;130.0;;100.0;63.86821705;65.0;134.025;133.9;97.0;98.0;98.97959184;98.0;;100.0;69.41836735;70.0;134.025;133.9;110.0;112.0;98.21428571;112.0;;100.0;70.49107143;71.0;134.025;133.9;Tak;Dzieci lub młodzież;1992.05.01;1992.09.01;;608.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
29670;ixlokarolalibelta;publiczna;WIELKOPOLSKIE;Poznań;Poznań-Stare Miasto;gmina miejska;poznan stare miasto;delegatura;ul warzywna 24;"=""24""";"=""61-658""";129.0;129.0;100.0;129.0;;100.0;75.296875;75.0;157.44166666666666;156.64999999999998;120.0;120.0;100.0;120.0;;100.0;75.33333333;75.0;157.44166666666666;156.64999999999998;123.0;123.0;100.0;123.0;;100.0;68.88617886;70.0;157.44166666666666;156.64999999999998;Tak;Dzieci lub młodzież;1952.09.01;1952.09.01;;678.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, skocznie;angielski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
30251;xviiilojanazamoyskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul smolna 30;"=""30""";"=""00-375""";180.0;180.0;100.0;180.0;;100.0;81.98882682;82.0;172.38333333333333;173.3;174.0;174.0;100.0;174.0;;100.0;80.84482759;82.0;172.38333333333333;173.3;178.0;178.0;100.0;178.0;;100.0;82.06179775;83.0;172.38333333333333;173.3;Tak;Dzieci lub młodzież;1905.09.01;1905.09.01;;828.0;boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
30253;lxviilojananowakajezioranskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul hoza 11 15;"=""11/15""";"=""00-528""";111.0;111.0;100.0;111.0;1.0;100.0;77.22522523;78.0;170.675;171.575;101.0;101.0;100.0;101.0;;100.0;77.76237624;80.0;170.675;171.575;105.0;105.0;100.0;105.0;;100.0;78.86666667;80.0;170.675;171.575;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;571.0;;angielski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny;
30254;lxxvlojanaiiisobieskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul czerniakowska 128;"=""128""";"=""00-454""";152.0;157.0;96.81528662;157.0;;99.36305732;72.1025641;73.0;150.05;148.6;118.0;118.0;100.0;118.0;;100.0;77.41025641;78.0;150.05;148.6;173.0;175.0;98.85714286;175.0;;100.0;77.93103448;80.0;150.05;148.6;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;;741.0;;angielski, francuski, hiszpański, niemiecki, arabski, turecki;Nie;Tak;Tak;ogólnodostępny;
30502;ivloadamamickiewicza;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul saska 59;"=""59""";"=""03-914""";169.0;171.0;98.83040936;171.0;;99.41520468;75.42105263;77.0;162.1125;162.025;137.0;137.0;100.0;137.0;;100.0;74.8540146;75.0;162.1125;162.025;175.0;175.0;100.0;175.0;;100.0;72.25142857;73.0;162.1125;162.025;Tak;Dzieci lub młodzież;1987.08.01;1987.09.01;;714.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie;angielski, hiszpański, niemiecki, włoski, szwedzki;Nie;Tak;Nie;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
30629;lxxxviilogenleopoldaokulickiego;publiczna;MAZOWIECKIE;Warszawa;Praga-Południe;gmina miejska;praga poludnie;dzielnica m.st. Warszawy;ul saska 78;"=""78""";"=""03-914""";27.0;32.0;84.375;32.0;;100.0;65.1875;66.5;;;42.0;49.0;85.71428571;49.0;;100.0;66.51020408;68.0;123.0;123.0;47.0;56.0;83.92857143;57.0;;98.21428571;60.96491228;62.0;123.0;123.0;Tak;Dzieci lub młodzież;1993.07.15;1993.09.01;Zespół szkół i placówek oświatowych;300.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
30690;xvlonarcyzyzmichowskiej;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul klonowa 16;"=""16""";"=""00-591""";125.0;126.0;99.20634921;126.0;;100.0;73.67460317;73.0;159.9466666666667;158.7;89.0;89.0;100.0;89.0;1.0;100.0;80.80898876;82.0;159.9466666666667;158.7;122.0;122.0;100.0;122.0;;100.0;79.18852459;80.0;159.9466666666667;158.7;Tak;Dzieci lub młodzież;1919.08.31;1919.08.31;;633.0;;angielski, francuski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
31063;lxxxiiiloemilianakonopczynskiego;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul emiliana konopczynskiego 4;"=""4""";"=""00-335""";134.0;134.0;100.0;134.0;;100.0;67.3880597;67.5;157.6375;157.95;100.0;100.0;100.0;100.0;;100.0;77.18;80.0;157.6375;157.95;142.0;142.0;100.0;142.0;;100.0;71.93617021;72.0;157.6375;157.95;Tak;Dzieci lub młodzież;1992.09.01;1995.09.01;Zespół szkół i placówek oświatowych;667.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
