RSPO;nazwa_szkoly;publicznosc_status;wojewodztwo;powiat;gmina;typ_gminy;miejscowosc;rodzaj_miejscowości;ulica_nr;numer_budynku;kod_pocztowy;23.0_O_otrzymali_swiadectwo_dojrzałosci;23.0_O_liczba_zdających;23.0_O_zdawalnosc;23.0_polski_liczba_zdajacych;23.0_polski_liczba_laureatow;23.0_polski_zdawalnosc;23.0_polski_mean;23.0_polski_median;23.0_avg_threshold;23.0_median_threshold;24.0_O_otrzymali_swiadectwo_dojrzałosci;24.0_O_liczba_zdających;24.0_O_zdawalnosc;24.0_polski_liczba_zdajacych;24.0_polski_liczba_laureatow;24.0_polski_zdawalnosc;24.0_polski_mean;24.0_polski_median;24.0_avg_threshold;24.0_median_threshold;25.0_O_otrzymali_swiadectwo_dojrzałosci;25.0_O_liczba_zdających;25.0_O_zdawalnosc;25.0_polski_liczba_zdajacych;25.0_polski_liczba_laureatow;25.0_polski_zdawalnosc;25.0_polski_mean;25.0_polski_median;25.0_avg_threshold;25.0_median_threshold;czy_publiczna;kategoria_uczniow;data_zalozenia;data_rozpoczecia_dzialalnosci;typ_podmiotu_nadrzednego;liczba_uczniow;tereny_sportowe;jezyki_nauczane;czy_zatrudnia_logopede;czy_zatrudnia_psychologa;czy_zatrudnia_pedagoga;oddzialy_podstawowe_wg_specyfiki;oddzialy_dodatkowe
15718;ixlobohaterowmontecassino;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;pl mariacki 1;"=""1""";"=""70-547""";187.0;187.0;100.0;187.0;;100.0;72.02673797;72.0;151.88333333333333;164.55;185.0;185.0;100.0;185.0;1.0;100.0;81.17297297;83.0;151.88333333333333;164.55;183.0;183.0;100.0;183.0;2.0;100.0;74.85245902;77.0;151.88333333333333;164.55;Tak;Dzieci lub młodzież;1972.07.15;1972.09.01;;856.0;boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
15721;xiiilo;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul unislawy 26;"=""26""";"=""71-413""";109.0;109.0;100.0;109.0;2.0;100.0;78.81651376;80.0;162.15;174.1;102.0;102.0;100.0;102.0;1.0;100.0;79.76470588;80.0;162.15;174.1;103.0;103.0;100.0;103.0;2.0;100.0;81.85436893;82.0;162.15;174.1;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;346.0;;angielski, niemiecki;Nie;Nie;Tak;ogólnodostępny;
16276;ivlomikolajakopernika;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;ul jaroslawa dabrowskiego 82;"=""82""";"=""35-036""";281.0;281.0;100.0;281.0;;100.0;75.4519573;77.0;148.45625;150.35;291.0;292.0;99.65753425;292.0;;100.0;67.94158076;68.0;148.45625;150.35;307.0;308.0;99.67532468;308.0;1.0;99.67532468;69.02605863;70.0;148.45625;150.35;Tak;Dzieci lub młodzież;1970.09.01;1970.09.01;;1088.0;;angielski, francuski, hiszpański, łacina, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16422;iiilogenjozefasowinskiego;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul rogalinska 2;"=""2""";"=""01-206""";201.0;201.0;100.0;201.0;;100.0;65.91044776;67.0;155.31666666666666;156.875;143.0;144.0;99.30555556;145.0;;100.0;67.65972222;69.0;155.31666666666666;156.875;187.0;188.0;99.46808511;188.0;;100.0;73.7606383;75.0;155.31666666666666;156.875;Tak;Dzieci lub młodzież;1948.09.01;1948.09.01;;831.0;boiska do siatkówki, boiska do siatkówki plażowej, boiska do koszykówki, boiska do piłki nożnej, bieżnie proste;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Nie;Tak;ogólnodostępny;
16423;xiilohenrykasienkiewicza;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul sienna 53;"=""53""";"=""00-820""";123.0;123.0;100.0;123.0;;100.0;75.1300813;75.0;162.1875;163.475;119.0;119.0;100.0;119.0;;100.0;74.39495798;75.0;162.1875;163.475;120.0;120.0;100.0;120.0;;100.0;83.15;83.0;162.1875;163.475;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;;581.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;Grupa nauczania języka mniejszości
16424;xxivlocyprianakamilanorwida;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul obozowa 60;"=""60""";"=""01-423""";172.0;172.0;100.0;172.0;;100.0;74.08187135;73.0;157.24375;160.075;153.0;154.0;99.35064935;154.0;;100.0;75.61688312;77.0;157.24375;160.075;150.0;151.0;99.33774834;151.0;;100.0;77.29801325;78.0;157.24375;160.075;Tak;Dzieci lub młodzież;1946.08.16;1946.09.01;;723.0;boiska do koszykówki, boiska do piłki ręcznej;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16425;xxxlojanasniadeckiego;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul wolnosc 1 3;"=""1/3""";"=""01-018""";171.0;171.0;100.0;172.0;;100.0;73.13953488;74.0;161.00333333333333;160.175;127.0;127.0;100.0;127.0;;100.0;75.13385827;75.0;161.00333333333333;160.175;172.0;172.0;100.0;172.0;;100.0;82.01744186;83.0;161.00333333333333;160.175;Tak;Dzieci lub młodzież;1947.09.01;1947.09.01;;823.0;boiska do siatkówki, bieżnie proste, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
16426;xllostefanazeromskiego;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul platynowa 1;"=""1""";"=""00-808""";179.0;179.0;100.0;179.0;2.0;100.0;76.82681564;78.0;173.37666666666667;172.7;153.0;153.0;100.0;153.0;;100.0;82.76470588;85.0;173.37666666666667;172.7;156.0;156.0;100.0;156.0;1.0;100.0;85.75483871;87.0;173.37666666666667;172.7;Tak;Dzieci lub młodzież;1952.09.01;1952.09.01;;723.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
16427;xlvloromualdatraugutta;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul mila 26;"=""26""";"=""01-047""";77.0;78.0;98.71794872;78.0;;98.71794872;60.56410256;62.0;134.21249999999998;137.8;59.0;60.0;98.33333333;60.0;;100.0;67.93333333;67.0;134.21249999999998;137.8;104.0;104.0;100.0;104.0;;100.0;75.34615385;77.0;134.21249999999998;137.8;Tak;Dzieci lub młodzież;1954.09.01;1954.09.01;;548.0;boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
16429;cxixlojackakuronia;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul zlota 58;"=""58""";"=""00-821""";91.0;92.0;98.91304348;92.0;;100.0;72.60869565;73.0;146.60625;150.325;82.0;82.0;100.0;82.0;;100.0;75.40243902;77.0;146.60625;150.325;92.0;92.0;100.0;92.0;;100.0;75.77173913;78.0;146.60625;150.325;Tak;Dzieci lub młodzież;1998.09.01;1998.09.01;;503.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
17601;ogolnoksztalcacych10eugeniuszakwiatkowskiegowgdanskuxxiiilo;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul ignacego krasickiego 10;"=""10""";"=""80-515""";39.0;54.0;72.22222222;54.0;;96.2962963;61.7037037;66.0;;;24.0;28.0;85.71428571;28.0;;96.42857143;52.0;51.0;98.23333333333333;97.35;23.0;30.0;76.66666667;30.0;;96.66666667;65.43333333;67.5;98.23333333333333;97.35;Tak;Dzieci lub młodzież;2006.09.01;2006.09.01;Zespół szkół i placówek oświatowych;295.0;;angielski, niemiecki;Tak;Tak;Nie;ogólnodostępny, integracyjny;
17878;iiogolnoksztalcaceliceumekologiczneuniieuropejskiejwzespoleszkolekologicznychwzielonejgorze;publiczna;LUBUSKIE;Zielona Góra;Zielona Góra;gmina miejska;zielona gora;miasto;ul francuska 25a;"=""25a""";"=""65-943""";94.0;96.0;97.91666667;96.0;;100.0;59.91666667;59.0;125.39166666666667;123.85;75.0;77.0;97.4025974;77.0;;100.0;66.8961039;70.0;125.39166666666667;123.85;93.0;96.0;96.875;96.0;;100.0;68.58333333;69.0;125.39166666666667;123.85;Tak;Dzieci lub młodzież;1994.01.27;1994.01.27;Zespół szkół i placówek oświatowych;542.0;;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Tak;Tak;Tak;ogólnodostępny, integracyjny;Oddział przygotowawczy
18119;viilo;publiczna;PODKARPACKIE;Rzeszów;Rzeszów;gmina miejska;rzeszow;miasto;al tadeusza rejtana 3;"=""3""";"=""35-326""";25.0;27.0;92.59259259;27.0;;96.2962963;54.33333333;57.0;90.9;90.9;15.0;16.0;93.75;16.0;;93.75;52.0625;53.5;90.9;90.9;22.0;24.0;91.66666667;24.0;;95.83333333;63.375;63.0;90.9;90.9;Tak;Dzieci lub młodzież;1991.09.01;1991.09.01;Zespół szkół i placówek oświatowych;231.0;;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
18356;ogolnoksztalcacych5ivlomarynarzywojskochronypograniczawgdansku;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul na zaspe 31a;"=""31a""";"=""80-546""";102.0;107.0;95.3271028;107.0;;99.06542056;51.20560748;50.0;104.285;120.94999999999999;100.0;119.0;84.03361345;119.0;;96.63865546;58.49152542;60.0;;;100.0;128.0;78.125;128.0;;91.40625;48.0234375;50.0;;;Tak;Dzieci lub młodzież;1946.08.01;1946.08.01;;748.0;boiska do piłki nożnej, bieżnie proste, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe;angielski, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, mistrzostwa sportowego, profil mundurowy;
18579;ogolnoksztalcacych6vilowgdansku;publiczna;POMORSKIE;Gdańsk;Gdańsk;gmina miejska;gdansk;miasto;ul gleboka 11;"=""11""";"=""80-759""";116.0;135.0;85.92592593;135.0;;97.77777778;63.82962963;65.0;;;100.0;110.0;90.90909091;110.0;;99.09090909;60.10909091;62.0;125.05;141.35;87.0;103.0;84.46601942;103.0;;94.17475728;53.75728155;53.0;125.05;141.35;Tak;Dzieci lub młodzież;1947.09.01;1947.09.01;Zespół szkół i placówek oświatowych;699.0;;angielski, francuski, hiszpański, niemiecki;Tak;Tak;Tak;ogólnodostępny, sportowy;
18789;lxiiilolajosakossutha;publiczna;MAZOWIECKIE;Warszawa;Ursynów;gmina miejska;ursynow;dzielnica m.st. Warszawy;ul ludwika hirszfelda 11;"=""11""";"=""02-776""";97.0;97.0;100.0;97.0;;100.0;66.22680412;68.0;147.13125;148.825;112.0;112.0;100.0;112.0;;100.0;76.3;78.0;147.13125;148.825;108.0;108.0;100.0;108.0;;100.0;67.82407407;68.0;147.13125;148.825;Tak;Dzieci lub młodzież;1990.08.30;1990.08.30;;606.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny, integracyjny;
19063;iilomieszkai;publiczna;ZACHODNIOPOMORSKIE;Szczecin;Szczecin;gmina miejska;szczecin;miasto;ul henryka poboznego 2;"=""2""";"=""70-507""";184.0;184.0;100.0;184.0;1.0;100.0;74.81420765;75.0;176.04;162.35;190.0;190.0;100.0;190.0;;100.0;79.95263158;82.0;176.04;162.35;174.0;174.0;100.0;174.0;1.0;100.0;79.17241379;80.0;176.04;162.35;Tak;Dzieci lub młodzież;1946.09.03;1946.09.03;;854.0;boiska do koszykówki, boiska do piłki ręcznej;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy;
19073;lxxloaleksandrakaminskiego;publiczna;MAZOWIECKIE;Warszawa;Ursynów;gmina miejska;ursynow;dzielnica m.st. Warszawy;ul edwarda dembowskiego 1;"=""1""";"=""02-784""";108.0;108.0;100.0;108.0;;100.0;74.95327103;77.0;166.98;167.95;120.0;120.0;100.0;120.0;;100.0;80.125;82.0;166.98;167.95;142.0;142.0;100.0;142.0;;100.0;73.12676056;73.0;166.98;167.95;Tak;Dzieci lub młodzież;1995.06.30;1995.06.30;;655.0;boiska do siatkówki, boiska do koszykówki, korty tenisowe, boiska do piłki nożnej, bieżnie proste, skocznie, rzutnie;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
20580;cxxvlowaldemaramilewicza;publiczna;MAZOWIECKIE;Warszawa;Wola;gmina miejska;wola;dzielnica m.st. Warszawy;ul chlodna 36 46;"=""36/46""";"=""00-872""";54.0;60.0;90.0;60.0;;96.66666667;59.3;62.0;102.3625;117.05;49.0;56.0;87.5;56.0;;100.0;63.98214286;67.0;102.3625;117.05;57.0;65.0;87.69230769;65.0;;98.46153846;65.06153846;67.0;102.3625;117.05;Tak;Dzieci lub młodzież;2002.04.17;2002.09.01;Zespół szkół i placówek oświatowych;435.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, przygotowania wojskowego;
21092;lxxvilomarszalkajozefapilsudskiego;publiczna;MAZOWIECKIE;Warszawa;Praga-Północ;gmina miejska;praga polnoc;dzielnica m.st. Warszawy;ul kowelska 1;"=""1""";"=""03-432""";111.0;130.0;85.38461538;132.0;;96.92307692;62.08333333;63.0;;;108.0;115.0;93.91304348;115.0;;99.13043478;60.80869565;62.0;118.20833333333333;117.92500000000001;123.0;136.0;90.44117647;136.0;;100.0;60.41176471;60.0;118.20833333333333;117.92500000000001;Tak;Dzieci lub młodzież;1992.04.28;1992.09.01;;735.0;boiska do koszykówki, boiska do piłki nożnej, bieżnie proste, inne urządzenia sportowe;angielski, hiszpański, niemiecki, rosyjski;Nie;Nie;Nie;ogólnodostępny, integracyjny;
22517;ilomikolajakopernika;publiczna;ŁÓDZKIE;Łódź;Łódź-Polesie;gmina miejska;lodz polesie;delegatura;ul plk dr st wieckowskiego 41;"=""41""";"=""90-734""";120.0;120.0;100.0;120.0;6.0;100.0;79.65;79.0;163.24;168.45;105.0;105.0;100.0;105.0;1.0;100.0;74.44761905;78.0;163.24;168.45;124.0;124.0;100.0;124.0;7.0;100.0;77.18548387;80.0;163.24;168.45;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;525.0;boiska do koszykówki;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
22518;iilogabrielanarutowicza;publiczna;ŁÓDZKIE;Łódź;Łódź-Widzew;gmina miejska;lodz widzew;delegatura;ul nowa 11 13;"=""11/13""";"=""90-031""";81.0;84.0;96.42857143;84.0;;98.80952381;65.22619048;67.0;107.08333333333333;102.0;70.0;70.0;100.0;70.0;;100.0;72.64285714;75.0;107.08333333333333;102.0;119.0;119.0;100.0;119.0;;100.0;62.98319328;62.0;107.08333333333333;102.0;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;494.0;;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny;
22519;iiilotadeuszakosciuszki;publiczna;ŁÓDZKIE;Łódź;Łódź-Śródmieście;gmina miejska;lodz srodmiescie;delegatura;ul henryka sienkiewicza 46;"=""46""";"=""90-009""";117.0;117.0;100.0;117.0;;100.0;73.61538462;75.0;156.15;159.25;106.0;106.0;100.0;106.0;;100.0;71.6509434;73.0;156.15;159.25;132.0;132.0;100.0;132.0;;100.0;68.80152672;68.0;156.15;159.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;501.0;;angielski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
22521;ivloemiliisczanieckiej;publiczna;ŁÓDZKIE;Łódź;Łódź-Śródmieście;gmina miejska;lodz srodmiescie;delegatura;ul pomorska 16;"=""16""";"=""91-416""";73.0;73.0;100.0;73.0;;100.0;75.87671233;77.0;145.8357142857143;149.25;88.0;89.0;98.87640449;89.0;;98.87640449;64.95505618;67.0;145.8357142857143;149.25;79.0;79.0;100.0;79.0;;100.0;67.35443038;67.0;145.8357142857143;149.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;580.0;inne urządzenia sportowe;angielski, francuski, hiszpański, łacina, niemiecki;Nie;Tak;Tak;ogólnodostępny, międzynarodowy, dwujęzyczny w szkole podstawowej, liceum i technikum;
22522;vilojoachimalelewela;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul deotymy 1;"=""1""";"=""93-267""";87.0;95.0;91.57894737;95.0;;98.94736842;58.41052632;57.0;106.67;110.15;91.0;94.0;96.80851064;94.0;;98.93617021;60.89361702;63.0;106.67;110.15;131.0;136.0;96.32352941;136.0;;99.26470588;63.74264706;63.0;106.67;110.15;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;639.0;boiska do piłki ręcznej, bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, włoski;Nie;Tak;Tak;ogólnodostępny;
22523;viiiloadamaasnyka;publiczna;ŁÓDZKIE;Łódź;Łódź-Śródmieście;gmina miejska;lodz srodmiescie;delegatura;ul pomorska 105;"=""105""";"=""90-225""";129.0;130.0;99.23076923;130.0;;100.0;63.66153846;63.0;134.42000000000002;141.0;90.0;90.0;100.0;90.0;1.0;100.0;71.8;72.5;134.42000000000002;141.0;119.0;119.0;100.0;119.0;;100.0;74.75630252;75.0;134.42000000000002;141.0;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;625.0;inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
22524;ixlojaroslawadabrowskiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Górna;gmina miejska;lodz gorna;delegatura;ul ignacego paderewskiego 24;"=""24""";"=""93-025""";108.0;110.0;98.18181818;110.0;;99.09090909;64.39090909;65.0;97.375;98.25;72.0;73.0;98.63013699;73.0;;98.63013699;64.45205479;63.0;97.375;98.25;85.0;86.0;98.8372093;86.0;;100.0;62.05813953;62.0;97.375;98.25;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;550.0;;angielski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
22525;xiilostanislawawyspianskiego;publiczna;ŁÓDZKIE;Łódź;Łódź-Śródmieście;gmina miejska;lodz srodmiescie;delegatura;al karola anstadta 7;"=""7""";"=""91-409""";117.0;117.0;100.0;117.0;;100.0;69.32478632;72.0;138.6875;142.85000000000002;114.0;114.0;100.0;114.0;;100.0;77.05263158;78.0;138.6875;142.85000000000002;119.0;119.0;100.0;119.0;;100.0;70.65546218;72.0;138.6875;142.85000000000002;Tak;Dzieci lub młodzież;1999.01.01;1999.01.01;;481.0;;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny, o charakterze eksperymentalnym;
22574;xlokrolowejjadwigi;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul jana pawla woronicza 8;"=""8""";"=""02-625""";155.0;155.0;100.0;155.0;;100.0;76.76774194;78.0;159.8;159.7;95.0;95.0;100.0;95.0;;100.0;70.35789474;72.0;159.8;159.7;124.0;124.0;100.0;125.0;;100.0;75.328;75.0;159.8;159.7;Tak;Dzieci lub młodzież;1933.09.01;1933.09.01;;668.0;boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
22592;xxviiilojanakochanowskiego;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul wiktorska 99;"=""99""";"=""02-575""";153.0;153.0;100.0;153.0;;100.0;77.4248366;78.0;170.98499999999999;172.1;132.0;132.0;100.0;132.0;;100.0;81.3740458;83.0;170.98499999999999;172.1;135.0;135.0;100.0;135.0;;100.0;81.05925926;82.0;170.98499999999999;172.1;Tak;Dzieci lub młodzież;1948.12.18;1948.12.18;;760.0;boiska do siatkówki, boiska do piłki nożnej, bieżnie proste, bieżnie okólne, skocznie, rzutnie, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Nie;ogólnodostępny;
22778;xxxivlomigueladecervantesa;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul zakrzewska 24 a;"=""24 A""";"=""00-737""";93.0;93.0;100.0;93.0;;100.0;76.24731183;77.0;181.475;165.25;131.0;131.0;100.0;131.0;;100.0;81.01526718;82.0;181.475;165.25;138.0;138.0;100.0;138.0;;100.0;73.05109489;73.0;181.475;165.25;Tak;Dzieci lub młodzież;1945.09.28;1945.09.28;;727.0;bieżnie proste, bieżnie okólne;angielski, hiszpański;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
22856;xliilomariikonopnickiej;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul antoniego jozefa madalinskiego 22;"=""22""";"=""02-513""";132.0;134.0;98.50746269;134.0;;100.0;69.38059701;70.0;141.52;139.45;115.0;116.0;99.13793103;116.0;;100.0;71.26724138;72.0;141.52;139.45;118.0;119.0;99.15966387;119.0;;100.0;63.49579832;63.0;141.52;139.45;Tak;Dzieci lub młodzież;1960.09.01;1960.09.01;;660.0;boiska do siatkówki, bieżnie proste, bieżnie okólne, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, włoski;Nie;Tak;Tak;ogólnodostępny;
22897;xlivlostefanabanacha;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul dolna 6;"=""6""";"=""00-774""";124.0;124.0;100.0;124.0;;100.0;73.70967742;75.0;;;123.0;125.0;98.4;125.0;;99.2;69.52419355;72.0;154.245;153.85;199.0;199.0;100.0;199.0;;100.0;65.70351759;67.0;154.245;153.85;Tak;Dzieci lub młodzież;1966.09.01;1966.09.01;;685.0;;angielski, francuski, hiszpański, niemiecki;Nie;Tak;Tak;ogólnodostępny;
22922;xlixlojohannawolfgangagoethego;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul fryderyka joliot curie 14;"=""14""";"=""02-646""";113.0;113.0;100.0;113.0;;100.0;65.81415929;67.0;145.99166666666667;155.22500000000002;101.0;101.0;100.0;101.0;;100.0;65.52475248;65.0;145.99166666666667;155.22500000000002;157.0;157.0;100.0;157.0;;100.0;72.78343949;73.0;145.99166666666667;155.22500000000002;Tak;Dzieci lub młodzież;1961.09.01;2009.09.01;;680.0;boiska uniwersalne/wielozadaniowe;angielski, hiszpański, niemiecki;Nie;Tak;Nie;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
22927;lxxxiloaleksandrafredry;publiczna;MAZOWIECKIE;Warszawa;Śródmieście;gmina miejska;srodmiescie;dzielnica m.st. Warszawy;ul mila 7;"=""7""";"=""00-180""";119.0;119.0;100.0;119.0;;100.0;82.0;83.0;164.51666666666668;167.9;105.0;105.0;100.0;105.0;;100.0;77.18095238;78.0;164.51666666666668;167.9;107.0;107.0;100.0;107.0;;100.0;82.90566038;85.0;164.51666666666668;167.9;Tak;Dzieci lub młodzież;1992.09.01;1992.09.01;;537.0;boiska do siatkówki, bieżnie proste, bieżnie okólne, boiska uniwersalne/wielozadaniowe;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Tak;ogólnodostępny;
22932;lxvlogenjozefabema;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;ul marynarska 2 6;"=""2/6""";"=""02-674""";119.0;121.0;98.34710744;121.0;;99.17355372;64.10833333;66.0;136.98499999999999;136.725;99.0;99.0;100.0;99.0;;100.0;74.13131313;75.0;136.98499999999999;136.725;94.0;95.0;98.94736842;96.0;;100.0;69.17708333;70.0;136.98499999999999;136.725;Tak;Dzieci lub młodzież;2012.09.01;2012.09.01;;466.0;boiska do siatkówki, korty tenisowe, boiska do piłki nożnej, bieżnie proste;angielski, francuski, hiszpański, niemiecki, rosyjski, włoski;Nie;Tak;Nie;ogólnodostępny, integracyjny;
23199;iiloadamamickiewicza;publiczna;POMORSKIE;Gdynia;Gdynia;gmina miejska;gdynia;miasto;ul wolnosci 22b;"=""22b""";"=""81-327""";197.0;197.0;100.0;197.0;;100.0;73.83756345;73.0;165.38333333333333;167.925;180.0;180.0;100.0;180.0;;100.0;72.88888889;73.0;165.38333333333333;167.925;191.0;191.0;100.0;191.0;;100.0;70.36125654;72.0;165.38333333333333;167.925;Tak;Dzieci lub młodzież;2002.01.23;2002.09.01;;797.0;boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe;angielski, francuski, niemiecki;Nie;Tak;Tak;ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum;
23747;xivlomjrhenrykasucharskiego;publiczna;ŚLĄSKIE;Katowice;Katowice;gmina miejska;katowice;miasto;ul jozefowska 32;"=""32""";"=""40-144""";25.0;31.0;80.64516129;31.0;;100.0;56.35483871;57.0;51.824999999999996;43.425;46.0;49.0;93.87755102;49.0;;97.95918367;53.65306122;53.0;51.824999999999996;43.425;27.0;34.0;79.41176471;34.0;;88.23529412;39.82352941;35.0;;;Tak;Dzieci lub młodzież;2002.05.27;2002.09.01;;413.0;;angielski, hiszpański, niemiecki, Inny;Nie;Tak;Nie;ogólnodostępny;
24345;xliiilokazimierzawielkiego;publiczna;MAZOWIECKIE;Warszawa;Mokotów;gmina miejska;mokotow;dzielnica m.st. Warszawy;al aleja niepodleglosci 27;"=""27""";"=""02-653""";162.0;167.0;97.00598802;167.0;;98.80239521;66.67065868;67.0;156.075;156.7;115.0;119.0;96.63865546;119.0;;100.0;71.17647059;72.0;156.075;156.7;102.0;102.0;100.0;102.0;;100.0;69.60784314;71.0;156.075;156.7;Tak;Dzieci lub młodzież;1990.09.01;1990.09.01;;728.0;boiska do koszykówki, boiska do piłki ręcznej, boiska do piłki nożnej, bieżnie okólne;angielski, francuski, hiszpański, niemiecki, rosyjski;Nie;Tak;Tak;ogólnodostępny;
