year,city,school,address,course,threshold
2025/2026,Poznaniu,I LO im. Karola Marcinkowskiego,Poznań ul. Bukowska 16 60-809 Poznań-Grunwald Grunwald,Klasa 1 (wstępna GALIA GR. 2),171.95
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1A (pre-IB),310.55
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1B grupa 1 (prawnicza),166.50
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1B grupa 2 (prawnicza),170.40
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1C grupa 1 (medyczna),165.55
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1C grupa 2 (ekonomiczna AI),169.85
2025/2026,Poznaniu,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Klasa 1D (medyczna),162.15
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1A (pitagoras akademicka),165.40
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1B (vespucci akademicka),172.55
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1C (linux akademicka),163.50
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1D (da vinci akademicka),166.25
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1E (linneusz akademicka),172.90
2025/2026,Poznaniu,III LO im. św. Jana Kantego,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Klasa 1F (archimedes akademicka),165.00
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1A grupa 1 (akademicka ekonomiczna),171.25
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1A grupa 2 (akademicka ekonomiczna),165.50
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1B grupa 1 (medyczna),167.55
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1B grupa 2 (medyczna),163.10
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1D grupa 1 (informatyczna),163.15
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1D grupa 2 (informatyczna),157.90
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1F grupa 1 (akademicka dziennikarska),154.70
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1F grupa 2 (akademicka dziennikarska),148.00
2025/2026,Poznaniu,IV LO im. Komisji Edukacji Narodowej,Poznań ul. Swojska 6 60-592 Poznań-Jeżyce Jeżyce,Klasa 1G (psychologiczno-prawnicza),159.25
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1A (medyczna),161.80
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1B (humanistyczno-artystyczna),146.35
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1C (biologiczno-chemiczna),158.95
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1D (dziennikarsko-prawna),151.35
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1E (politechniczna),155.10
2025/2026,Poznaniu,V LO im. Klaudyny z Działyńskich Potockiej,Poznań ul. Zmartwychwstańców 10 61-501 Poznań-Wilda Wilda,Klasa 1G (turystyczno-ekonomiczna),156.80
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1A (humanistyczna),153.85
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1B (matematyczno-informatyczna),158.85
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1C (matematyczno-geograficzna),168.65
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1D (matematyczno-geograficzna),160.80
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1E (biologiczno-chemiczna),163.05
2025/2026,Poznaniu,VI LO im. Ignacego Jana Paderwskiego,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Klasa 1F (biologiczno-chemiczna),168.45
2025/2026,Poznaniu,VII LO im. Dąbrówki,Poznań ul. Stefana Żeromskiego 8/12 60-544 Poznań-Jeżyce Jeżyce,Klasa 0 (wstępna do klasy dwujęzycznej z jęz. niemieckim),100.90
2025/2026,Poznaniu,VII LO im. Dąbrówki,Poznań ul. Stefana Żeromskiego 8/12 60-544 Poznań-Jeżyce Jeżyce,Klasa 1A (medialna),150.35
2025/2026,Poznaniu,VII LO im. Dąbrówki,Poznań ul. Stefana Żeromskiego 8/12 60-544 Poznań-Jeżyce Jeżyce,Klasa 1B (biologiczno-chemiczna),156.50
2025/2026,Poznaniu,VII LO im. Dąbrówki,Poznań ul. Stefana Żeromskiego 8/12 60-544 Poznań-Jeżyce Jeżyce,Klasa 1C (ekonomiczna),165.35
2025/2026,Poznaniu,VII LO im. Dąbrówki,Poznań ul. Stefana Żeromskiego 8/12 60-544 Poznań-Jeżyce Jeżyce,Klasa 1D (politechniczna),158.90
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1A (informatyczna),172.20
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1B (matematyczna),174.65
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1C (fizyczna),163.95
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1D grupa 1 (ekonomiczna),173.30
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1D grupa 2 (ekonomiczna),163.85
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1E (patronacka medyczna),168.55
2025/2026,Poznaniu,VIII LO im. Adama Mickiewicza,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Klasa 1F (patronacka medyczna),168.55
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1A (prozdrowotna),161.35
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1B (inżynieryjna),156.45
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1C (biznesowa),162.45
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1D grupa 1 (europejska),153.20
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1D grupa 2 (europejska),156.85
2025/2026,Poznaniu,IX LO im. Karola Libelta,Poznań ul. Warzywna 24 61-658 Poznań-Stare Miasto Stare Miasto,Klasa 1E (prawnicza),154.35
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1A grupa 1 (lingwistyczna),135.00
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1A grupa 2 (lingwistyczna),144.55
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1B grupa 1 (politechniczna),128.45
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1B grupa 2 (politechniczna),128.15
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1C grupa 1 (medialna),126.90
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1C grupa 2 (medialna),130.50
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1D grupa 1 (przyrodniczo-medyczna),145.05
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1D grupa 2 (przyrodniczo-medyczna),144.70
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1E grupa 1 (psychologiczno-teatralna),127.65
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1E grupa 2 (psychologiczno-teatralna),135.55
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1F grupa 1 (ekonomiczna akademicka),132.90
2025/2026,Poznaniu,X LO im. Przemysła II,os. Rzeczypospolitej 111 61-389 Poznań Nowe Miasto,Klasa 1F grupa 2 (ekonomiczna akademicka),134.90
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (biologiczno-chemiczna),154.00
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (humanistyczno-medialna),143.45
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (humanistyczno-medialna),130.75
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (lingwistyczna),145.85
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (lingwistyczno-geograficzna),152.15
2025/2026,Poznaniu,XI LO im. Jadwigii I Wacława Zembrzuskich,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Klasa 1 (matematyczno-geograficzna),151.60
2025/2026,Poznaniu,XII LO im. Marii Skłodowskiej-Curie,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Klasa 1A (ekonomiczna),159.40
2025/2026,Poznaniu,XII LO im. Marii Skłodowskiej-Curie,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Klasa 1B grupa 1 (humanistyczna),158.15
2025/2026,Poznaniu,XII LO im. Marii Skłodowskiej-Curie,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Klasa 1B grupa 1 (humanistyczna),160.95
2025/2026,Poznaniu,XII LO im. Marii Skłodowskiej-Curie,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Klasa 1D ( medyczno–przyrodnicza),158.00
2025/2026,Poznaniu,XII LO im. Marii Skłodowskiej-Curie,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Klasa 1E (politechniczna),154.00
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1A grupa 1 (architektoniczno-językowa),144.95
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1A grupa 2 (architektoniczno-językowa),148.45
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1B (ekonomiczna),144.90
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1C (biologiczno-chemiczna),149.25
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1D (prawniczo-językowa),151.45
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1E grupa 1  (psychologiczna),151.60
2025/2026,Poznaniu,XIV LO im. Kazimierza Wielkiego,Poznań os. Piastowskie 106 61-164 Poznań-Nowe Miasto Nowe Miasto,Klasa 1E grupa 2 (psychologiczna),158.05
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1A grupa 1 (humanistyczna),146.15
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1A grupa 2 (humanistyczna),149.25
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1B grupa 1 (biologiczno-językowa),151.35
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1B grupa 2 (biologiczno-językowa),161.00
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1C grupa 1 (matematyczno-geograficzny),156.55
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1C grupa 2 (matematyczno-geograficzny),163.85
2025/2026,Poznaniu,XV LO im. prof. Wiktora Degi,os. Bolesława Chrobrego 107 60-681 Poznań Stare Miasto,Klasa 1D (biologiczno-chemiczna),153.00
2025/2026,Poznaniu,XVI LO im. Charles de Gaulle's,ul. Tarnowska 27 61-323 Poznań Nowe Miasto,Klasa 1A (prawniczo-psychologiczna),130.25
2025/2026,Poznaniu,XVI LO im. Charles de Gaulle's,ul. Tarnowska 27 61-323 Poznań Nowe Miasto,Klasa 1B (medyczna),159.60
2025/2026,Poznaniu,XVI LO im. Charles de Gaulle's,ul. Tarnowska 27 61-323 Poznań Nowe Miasto,Klasa 1C (ekonomiczno-informatyczna),90.85
2025/2026,Poznaniu,XVI LO im. Charles de Gaulle's,ul. Tarnowska 27 61-323 Poznań Nowe Miasto,Klasa 1D (politechniczna),126.60
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 0H (dwujęzyczna wstępna),190.65
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1A grupa 1 (lex-press),147.85
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1A grupa 2 (lex-cinema),146.95
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1B grupa 1 (politechnicus),152.35
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1B grupa 2 (economicus),156.85
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1C (medicorum),149.20
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1E grupa 1 (peregrinus),152.10
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1E grupa 2 (seccion bilingue),171.65
2025/2026,Poznaniu,XVII LO w ZSO nr 4 im. ks. prof. Józefa Tischnera,os. Czecha 59 61-288 Poznań Nowe Miasto,Klasa 1H (dwujęzyczna),brak danych
2025/2026,Poznaniu,XVIII Liceum Ogólnokształcące,ul. Szamotulska 33 60-365 Poznań Grunwald,Klasa 1LA (sportowa łączona),34.00
2025/2026,Poznaniu,XVIII Liceum Ogólnokształcące,ul. Szamotulska 33 60-365 Poznań Grunwald,Klasa 1MS (Mistrzostwa sportowego),32.00
2025/2026,Poznaniu,XX LO im. K. I. Gałczyńskiego,Poznań os. Wichrowe Wzgórze 111 61-699 Poznań-Stare Miasto,Klasa 1A (teatralna z tańcem współczesnym),92.25
2025/2026,Poznaniu,XX LO im. K. I. Gałczyńskiego,Poznań os. Wichrowe Wzgórze 111 61-699 Poznań-Stare Miasto,Klasa 1B (kryminalistyczno- resocjalizacyjna z rozszerzeniem językowym),96.75
2025/2026,Poznaniu,XX LO im. K. I. Gałczyńskiego,Poznań os. Wichrowe Wzgórze 111 61-699 Poznań-Stare Miasto,Klasa 1C (psychologiczno-językowa),110.15
2025/2026,Poznaniu,XX LO im. K. I. Gałczyńskiego,Poznań os. Wichrowe Wzgórze 111 61-699 Poznań-Stare Miasto,Klasa 1D (sportowa - koszykówka/piłka nożna),30.00
2025/2026,Poznaniu,XXI Liceum Ogólnokształcące im. Gen. Władysława Andersa,ul. Rybaki 17 61-883 Poznań Stare Miasto,Klasa 1AL (architektura i design z elementami nauczania outdoorowego),122.65
2025/2026,Poznaniu,XXI Liceum Ogólnokształcące im. Gen. Władysława Andersa,ul. Rybaki 17 61-883 Poznań Stare Miasto,Klasa 1BL (projektowanie gier komputerowych z elementami sztucznej inteligencji),117.00
2025/2026,Poznaniu,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Klasa 1A (teatralno-dziennikarska),128.70
2025/2026,Poznaniu,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Klasa 1B (biologiczno-chemiczna),133.30
2025/2026,Poznaniu,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Klasa 1C (psychologiczno-językowa),134.50
2025/2026,Poznaniu,XXV Liceum Ogólnokształcące im. Generałowej Jadwigi Zamoyskiej,Poznań ul. Widna 1 60-655 Poznań-Jeżyce,Klasa 1D (lingwistyczna),139.60
2025/2026,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 (patronacka Służby Więziennej),105.05
2025/2026,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 (psychologiczna - psychologia i resocjalizacja),131.45
2025/2026,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 grupa 1 (prawna kryminologia i resocjalizacja),134.40
2025/2026,Poznaniu,XXVIII Liceum Ogólnokształcące,ul. Raszyńska 48 60-135 Poznań Grunwald,Klasa 1 grupa 1 (prawna kryminologia i resocjalizacja),125.20
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1 (Oddział Przygotowania Wojskowego),94.45
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1 (oddział terapeutyczny),brak danych
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1 (policyjna),93.90
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1 (Sportowo-obronna),87.35
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1H (Pedagogiczno-psychologiczna angielsko-hiszpańska),134.95
2025/2026,Poznaniu,XXIX Liceum Ogólnokształcące,ul. Świerkowa 8 61-472 Poznań Wilda,Klasa 1N (Pedagogiczno-psychologiczna angielsko-niemiecka),123.90
2025/2026,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1 (policyjna),102.85
2025/2026,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1 (pożarnicza),100.60
2025/2026,Poznaniu,XXXI Liceum Ogólnokształcące,ul. Śniadeckich 54/58 60-774 Poznań Grunwald,Klasa 1 (usług kosmetycznych),99.30
2025/2026,Poznaniu,XXXVII Liceum Ogólnokształcące Z Oddziałami Terapeutycznymi,ul. Klaudyny Potockiej 38 60-521 Poznań Grunwald,Klasa 1A (terapeutyczna),27.95
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Kalsa 1C (Medyczna),171.10
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1A (Ekonomiczno-Językowa),181.70
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1B (Prawniczo-Psychologiczna),172.05
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1DCH (Politechniczna z rozszerzoną chemią),168.85
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1DF (Politechniczna z rozszerzoną fizyką),188.05
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1EA (Humanistyczna - Profil artystyczny),178.75
2025/2026,Poznaniu,XXXVIII Dwujęzyczne Liceum Ogólnokształcące,ul. Michała Drzymały 4 lok.6 60-613 Poznań Jeżyce,Klasa 1ES (Humanistyczna - Profil społeczny),171.90
2025/2026,Poznaniu,Sportowe Liceum Ogólnokształcące im. Kazimierza Nowaka,os. Pod Lipami 106 61-638 Poznań Stare Miasto,Klasa 1A (mistrzostwa sportowego),38.00
2025/2026,Poznaniu,Sportowe Liceum Ogólnokształcące im. Kazimierza Nowaka,os. Pod Lipami 106 61-638 Poznań Stare Miasto,Klasa 1B (sportowa),25.00
2025/2026,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1A (pol-hist-wos),172.60
2025/2026,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1C (biol-chem-mat),176.85
2025/2026,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1D (biol-chem),175.30
2025/2026,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1F (mat-fiz),171.10
2025/2026,Poznaniu,LO im. św. Marii Magdaleny,Poznań ul. Garbary 24 61-867 Poznań-Stare Miasto Stare Miasto,Klasa 1I (mat-ang-inf),167.25
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1A (piłka nożna),161.00
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1B (piłka nożna),160.05
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1C (kajakarstwo),110.00
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1H (hokej na trawie),130.00
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,Klasa 1K (koszykówka),100.00
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,"Klasa 1P (pływanie, wioślarstwo)",160.00
2025/2026,Poznaniu,Liceum Ogólnokształcące Mistrzostwa Sportowego,os. Tysiąclecia 43 61-255 Poznań Nowe Miasto,"Klasa 1S (sportowa - sporty walki, piłka nożna „Przemysław”, siatkówka)",160.00
