year,city,school,address,course,threshold
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Alfa (mat-biol-chem),178.25
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Beta (biol-chem),174.40
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Delta (mat-inf-ang),171.90
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Epsilon (pol-his-WOS),159.45
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Gamma (mat-geo-ang),165.20
2025/2026,Białymstoku,I LO im. Adama Mickiewicza,Białystok ul. Brukowa 2 15-889 Białystok,Klasa Omega (mat-fiz),173.10
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1A (politechniczna),173.85
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1B (dwujęzyczna - medyczna),176.00
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1C grupa 1 (politechniczno-inżynierska),165.10
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1C grupa 2 (ekonomiczna),167.35
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1D (medyczna),176.85
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1E grupa 1 (biol-chem),165.80
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1E grupa 2 (uniwersytecka),157.15
2025/2026,Białymstoku,II LO im. księżny Anny z Sapiehów Jabłonowskiej,Białystok ul. Narewska 11 15-840 Białystok,Klasa 1F (oddział międzynarodowy),183.65
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1A grupa 1 (humanistyczna - pol-his-łaci i kult anty),157.40
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1A grupa 2 (humanistyczna - pol-his-WOS),157.50
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1B grupa 1 (mat-fiz-ang),161.05
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1B grupa 2 (mat-fiz-ang),156.25
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1C grupa 1 (mat-inf-ang),158.50
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1C grupa 2 (mat-inf-ang),157.25
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1D grupa 1 (mat-geo-ang),163.50
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1D grupa 2 (mat-geo-ang),161.00
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1E grupa 1 (biol-chem),167.95
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1E grupa 2 (biol-chem),165.45
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1F grupa 1 (biol-chem-ang),171.60
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1F grupa 2 (biol-chem-ang),166.15
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1G grupa 1 (mat-chem-ang),166.75
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1G grupa 2 (mat-biol-ang),170.85
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1S (sportowa -  piłka siatkowa (dziewczyny)),11.20
2025/2026,Białymstoku,III LO im. K. K. Baczyńskiego,Białystok ul. Pałacowa 2/1 15-042 Białystok,Klasa 1S grupa 2 (sportowa -  koszykówka (chłopcy)),14.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1A grupa 1 (dziennikarsko-prawnicza),157.85
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1A grupa 2 (dziennikarsko-prawnicza),158.15
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1B grupa 1 (sportowa - lekkoatletyka),32.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1B grupa 2 (sportowa - lekkoatletyka),37.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1B grupa 3 (sportowa - strzelectwo),28.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1B grupa 4 (sportowa - strzelectwo),12.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1C grupa 1 (biol-chem),161.80
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1C grupa 2 (biol-chem),160.85
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1D grupa 1 (medyczna),159.85
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1D grupa 2 (medyczna),163.10
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1F grupa 1 (politechniczna),160.15
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1F grupa 2 (politechniczna),160.85
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1G grupa 1 (architektoniczna),160.50
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1G grupa 2 (architektoniczna),167.05
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1H grupa 1 (ekonomiczna),162.55
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1H grupa 2 (ekonomiczna),163.00
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1I grupa 1 (mat-biol-ang),165.50
2025/2026,Białymstoku,IV LO im. Cypriana Kamila Norwida,Białystok ul. Zwierzyniecka 9A 15-312 Białystok,Klasa 1I grupa 2 (mat-biol-ang),164.55
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1A grupa 1 (prawno-administracyjna),123.25
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1A grupa 2 (prawno-administracyjna),128.75
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1B grupa 1 (medyczna),144.20
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1B grupa 2 (medyczna),132.25
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1C grupa 1 (dziennikarsko-społeczna),116.35
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1C grupa 2 (dziennikarsko-społeczna),113.45
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1D grupa 1 (psychologiczna),122.90
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1D grupa 2 (psychologiczna),122.55
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1E grupa 1 (medyczno-społeczna),113.35
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1E grupa 2 (medyczno-społeczna),110.50
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1F grupa 1 (ekonomiczno-informatyczna),125.40
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1F grupa 2 (ekonomiczno-informatyczna),107.65
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1G grupa 1 (społeczna),105.65
2025/2026,Białymstoku,V LO im. Jana III Sobieskiego,Białystok ul. Miodowa 5 15-656 Białystok,Klasa 1G grupa 2 (społeczna),101.25
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1A grupa 1 (mat-fiz-ang),167.50
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1A grupa 2 (mat-biol-ang),170.20
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1B grupa 1 (mat-inf-ang),164.10
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1B grupa 2 (mat-inf-ang),166.10
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1C (mat-geo-ang),162.90
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1D (biol-chem),164.65
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1E grupa 1 (biol-chem),168.60
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1E grupa 2 (biol-chem),165.90
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1F grupa 1 (matematyczno-architektoniczna),163.70
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1F grupa 2 (matematyczno-architektoniczna),163.20
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1G grupa 1 (pol-ang-WOS),165.60
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1G grupa 2 (pol-ang-his),163.30
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1H grupa 1 (mat-chem-ang),166.40
2025/2026,Białymstoku,VI LO im. Króla Zygmunta Augusta,Białystok ul. Warszawska 8 15-063 Białystok,Klasa 1H grupa 2 (mat-chem-ang),163.30
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1A (medialna),112.95
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1B (językowa),126.05
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1C (psychologiczna),135.65
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1D (dietetyczna),117.55
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1E (europejska),117.20
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1F grupa 1 (fotograficzno-plastyczna - fotograficzna),113.30
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1F grupa 1 (fotograficzno-plastyczna - plastyczna),120.25
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1G grupa 1 (teatralno-wokalna - teatralna),116.35
2025/2026,Białymstoku,VII LO im. Nauczycieli Tajnego Nauczania,Białystok ul. Wierzbowa 7 15-743 Białystok,Klasa 1G grupa 2 (teatralno-wokalna - wokalna),110.60
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1A grupa 1 (prawnicza),143.80
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1A grupa 2 (prawnicza),147.20
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1B grupa 1 (medyczna),156.75
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1B grupa 2 (medyczna),153.95
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1C (ekonomiczna),146.15
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1D grupa 1 (politechniczna),152.50
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1D grupa 2 (politechniczna),146.45
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1E (dziennikarska),143.65
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1F (psychologiczna),153.00
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1G grupa 1 (menadżerska),147.90
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1G grupa 2 (menadżerska),144.95
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1H grupa 1 (politechniczno-medyczna),150.35
2025/2026,Białymstoku,VIII LO im. Króla Kazimierza Wielkiego,Białystok ul. Piastowska 5 15-207 Białystok,Klasa 1H grupa 2 (politechniczno-medyczna),144.90
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1A LO (MOSP - piłka nożna chłopców),43.95
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1B LO (piłka nożna chłopców i dziewcząt),40.85
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1C LO (piłka ręczna chłopców i dziewcząt),55.70
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1D LO (humanistyczno medialna),88.30
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1E LO (ratownictwo medyczne),69.95
2025/2026,Białymstoku,IX Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Ogólnokształcących I Technicznych w Białymstoku,Białystok ul. Antoniuk Fabryczny 1 15-762 Białystok,Klasa 1F LO (biznesowa),55.95
2025/2026,Białymstoku,X LO,Białystok ul. Stołeczna 6 15-879 Białystok,Klasa 1A (językowa),134.40
2025/2026,Białymstoku,X LO,Białystok ul. Stołeczna 6 15-879 Białystok,Klasa 1B (medyczna),145.30
2025/2026,Białymstoku,X LO,Białystok ul. Stołeczna 6 15-879 Białystok,Klasa 1C (psychologiczna),142.00
2025/2026,Białymstoku,X LO,Białystok ul. Stołeczna 6 15-879 Białystok,Klasa 1D (prawnicza),132.50
2025/2026,Białymstoku,X LO,Białystok ul. Stołeczna 6 15-879 Białystok,Klasa 1E (ekonomiczna),133.50
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1A (prawno-społeczna),149.05
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1B (medyczna),159.00
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1C (matematyczna),156.10
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1D (ekonomiczna),151.65
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1E grupa 1 (językowa z WOS),155.40
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1E grupa 2 (językowa z WOS),155.35
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1F grupa 1 (językowa z językiem polskim),151.85
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1F grupa 2 (językowa z językiem polskim),150.95
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1G grupa 1 (biologiczno-humanistyczna),155.35
2025/2026,Białymstoku,XI LO im. Rotmistrza Witolda Pileckiego,Białystok ul. Artura Grottgera 9 15-225 Białystok,Klasa 1G grupa 2 (biologiczno-humanistyczna),154.50
2025/2026,Białymstoku,XIII LO w ZSOMS im. Marii Konopnickiej,Białystok ul. Marii Konopnickiej 3 15-215 Białystok,Klasa 1LA (mistrzostwa sportowego short-track),59.80
2025/2026,Białymstoku,XIII LO w ZSOMS im. Marii Konopnickiej,Białystok ul. Marii Konopnickiej 3 15-215 Białystok,Klasa 1LB grupa 1 (mat-biol-chem),100.65
2025/2026,Białymstoku,XIII LO w ZSOMS im. Marii Konopnickiej,Białystok ul. Marii Konopnickiej 3 15-215 Białystok,Klasa 1LB grupa 2 (mat-inf-ang),105.00
2025/2026,Białymstoku,XIII LO w ZSOMS im. Marii Konopnickiej,Białystok ul. Marii Konopnickiej 3 15-215 Białystok,Klasa 1LC grupa 1 (społeczno-językowa),120.35
2025/2026,Białymstoku,XIII LO w ZSOMS im. Marii Konopnickiej,Białystok ul. Marii Konopnickiej 3 15-215 Białystok,Klasa 1LC grupa 2 (psychologiczna),113.00
2025/2026,Białymstoku,XIV LO im. Ryszarda Kaczorowskiego,Białystok ul. Upalna 26 15-668 Białystok,Klasa 1A (służby granicznej),106.55
2025/2026,Białymstoku,XIV LO im. Ryszarda Kaczorowskiego,Białystok ul. Upalna 26 15-668 Białystok,Klasa 1B (służby w policji),94.85
2025/2026,Białymstoku,XIV LO im. Ryszarda Kaczorowskiego,Białystok ul. Upalna 26 15-668 Białystok,Klasa 1C (profil mundurowy - MSWiA),62.70
2025/2026,Białymstoku,XIV LO im. Ryszarda Kaczorowskiego,Białystok ul. Upalna 26 15-668 Białystok,Klasa 1D (oddział przygotowania wojskowego - MON),69.15
2025/2026,Białymstoku,XIV LO im. Ryszarda Kaczorowskiego,Białystok ul. Upalna 26 15-668 Białystok,Klasa 1E (ratownictwa medycznego),88.55
2025/2026,Białymstoku,XVII Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Rolniczych w Białymstoku,Białystok ul. ks. Stanisława Suchowolca 26 15-567 Białystok,Klasa 1LA (mistrzostwa sportowego - lekkoatletyka),60.65
2025/2026,Białymstoku,XVII Liceum Ogólnokształcące w Białymstoku Zespołu Szkół Rolniczych w Białymstoku,Białystok ul. ks. Stanisława Suchowolca 26 15-567 Białystok,Klasa 1LTB (mistrzostwa sportowego - tenis stołowy i badminton),brak danych
2025/2026,Białymstoku,XIX Liceum Ogólnokształcące Mistrzostwa Sportowego w Białymstoku Zespołu Szkół Ogólnokształcących Mistrzostwa Sportowego Nr 2 w Białymstoku,Białystok ul. Promienna 13A 15-720 Białystok,Klasa 1A (społeczna),brak danych
2025/2026,Białymstoku,XIX Liceum Ogólnokształcące Mistrzostwa Sportowego w Białymstoku Zespołu Szkół Ogólnokształcących Mistrzostwa Sportowego Nr 2 w Białymstoku,Białystok ul. Promienna 13A 15-720 Białystok,Klasa 1B (mistrzostwa sportowego),60.00
2025/2026,Białymstoku,Liceum Ogólnokształcące Integracyjne w Białymstoku Zespołu Szkół Technicznych I Ogólnokształcących Z Oddziałami Integracyjnymi im. Stanisława Staszica w Białymstoku,Białystok ul. Sienkiewicza 57 15-002 Białystok,Klasa 1H grupa 1 (integracyjna),81.05
2025/2026,Białymstoku,Liceum Ogólnokształcące Integracyjne w Białymstoku Zespołu Szkół Technicznych I Ogólnokształcących Z Oddziałami Integracyjnymi im. Stanisława Staszica w Białymstoku,Białystok ul. Sienkiewicza 57 15-002 Białystok,Klasa 1H grupa 1 (ogólnodostępna),59.05
2025/2026,Białymstoku,Liceum Ogólnokształcące Integracyjne w Białymstoku Zespołu Szkół Technicznych I Ogólnokształcących Z Oddziałami Integracyjnymi im. Stanisława Staszica w Białymstoku,Białystok ul. Sienkiewicza 57 15-002 Białystok,Klasa 1H grupa 2 (integracyjna),66.20
2025/2026,Białymstoku,Liceum Ogólnokształcące Integracyjne w Białymstoku Zespołu Szkół Technicznych I Ogólnokształcących Z Oddziałami Integracyjnymi im. Stanisława Staszica w Białymstoku,Białystok ul. Sienkiewicza 57 15-002 Białystok,Klasa 1H grupa 2 (ogólnodostępna),61.75
2025/2026,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1A (przyrodnicza z elementami ekologii),96.30
2025/2026,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1B (integracyjna - językowo-turystyczna),98.20
2025/2026,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1C (humanistyczno-dziennikarska),99.45
2025/2026,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1DJ (sportowa - judo),brak danych
2025/2026,Bielsku-Białej,VI Liceum Ogólnokształcące w ZSO im. AK,ul. Sternicza 4 43-300 Bielsko-Biała,Klasa 1DS (sportowa - siatkarska),brak danych
2025/2026,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1A (matematyczna),174.35
2025/2026,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1B (informatyczna),172.70
2025/2026,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1C (fizyczna),170.95
2025/2026,Bielsku-Białej,V LO,ul. Józefa Lompy 10 43-300 Bielsko-Biała,Klasa 1D (ekonomiczna),173.80
2025/2026,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1A (biol-chem-mat),155.65
2025/2026,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1B (pol-ang-biol),154.15
2025/2026,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1C (biol-chem-ang),155.70
2025/2026,Bielsku-Białej,LO nr 8,ul. Marii Konopnickiej 6 43-300 Bielsko-Biała,Klasa 1D (geo-ang-mat),156.90
2025/2026,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1A (biol-chem-ang),135.00
2025/2026,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1B (biol-pol-ang),145.45
2025/2026,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1C (pol-his-ang),131.30
2025/2026,Bielsku-Białej,IV Liceum Ogólnokształcące im. KEN,ul. prof. dr. Mieczysława Michałowicza 55 43-300 Bielsko-Biała,Klasa 1D (mat-fiz-inf),139.20
2025/2026,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1A (mat-fiz-inf),163.40
2025/2026,Bielsku-Białej,III Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi w ZSO im. Stefana Żeromskiego,ul. Bohaterów Warszawy 20 43-300 Bielsko-Biała,Klasa 1B (biol-chem-mat),164.75
