RSPO;nazwa_szkoly;miejscowosc;wojewodztwo;publicznosc_status;prog;wynik;zdawalnosc;n_zdajacych;res_prog_wynik;res_wynik_zdaw;outlier_score;grupa;kategoria_uczniow;typ_gminy;liczba_uczniow
23747;xivlomjrhenrykasucharskiego;katowice;ŚLĄSKIE;publiczna;51.825;53.65306122;93.87755102;49.0;1.3177944407673863;;;Srodek;Dzieci lub młodzież;gmina miejska;413.0
24345;xliiilokazimierzawielkiego;mokotow;MAZOWIECKIE;publiczna;156.075;71.17647059;96.63865546;119.0;-1.266271159823816;;;Srodek;Dzieci lub młodzież;gmina miejska;728.0
24346;lxviiilotytusachalubinskiego;mokotow;MAZOWIECKIE;publiczna;120.41666666666669;57.40659341;85.39325843;91.0;-8.158459658835824;;;Maruderzy;Dzieci lub młodzież;gmina miejska;567.0
24373;xlo;rzeszow;PODKARPACKIE;publiczna;53.025;36.57894737;78.94736842;19.0;-15.987772358534379;;;Maruderzy;Dzieci lub młodzież;gmina miejska;259.0
24585;cxilostefanakisielewskiego;praga poludnie;MAZOWIECKIE;publiczna;103.4;49.96551724;53.57142857;29.0;-12.317404422764909;;;Maruderzy;Dzieci lub młodzież;gmina miejska;303.0
25173;xciilo;wola;MAZOWIECKIE;publiczna;100.7;64.11428571;91.17647059;35.0;2.352133183164085;;;Srodek;Dzieci lub młodzież;gmina miejska;322.0
25220;xloprofstefanabanacha;torun;KUJAWSKO-POMORSKIE;publiczna;178.3857142857143;71.73846154;100.0;195.0;-5.007514061871888;;;Srodek;Dzieci lub młodzież;gmina miejska;995.0
25263;viilojuliuszaslowackiegowwarszawie;ochota;MAZOWIECKIE;publiczna;172.3;82.83687943;100.0;141.0;7.264700928158504;;;Liderzy;Dzieci lub młodzież;gmina miejska;626.0
25265;xcviiloolimpijczykowpolskich;praga poludnie;MAZOWIECKIE;publiczna;105.75;68.6;93.33333333;15.0;5.86381631151913;;;Srodek;Dzieci lub młodzież;gmina miejska;217.0
25290;xiiilomariipiotrowiczowej;lodz baluty;ŁÓDZKIE;publiczna;139.86;64.82692308;100.0;104.0;-4.4883106923836635;;;Srodek;Dzieci lub młodzież;gmina miejska;543.0
25291;xvlojanakasprowicza;lodz baluty;ŁÓDZKIE;publiczna;133.95000000000002;67.70512821;98.73417722;79.0;-0.4701997870724455;;;Srodek;Dzieci lub młodzież;gmina miejska;515.0
25292;xviiilojedrzejasniadeckiego;lodz polesie;ŁÓDZKIE;publiczna;58.73333333333333;55.19298246;71.42857143;57.0;1.525253910134289;;;Srodek;Dzieci lub młodzież;gmina miejska;456.0
25350;xxiloboleslawaprusa;lodz polesie;ŁÓDZKIE;publiczna;153.20999999999998;77.22641509;100.0;106.0;5.336267256634173;;;Srodek;Dzieci lub młodzież;gmina miejska;551.0
25360;xxvlostefanazeromskiego;lodz gorna;ŁÓDZKIE;publiczna;148.92000000000002;69.38815789;100.0;152.0;-1.6745456496120141;;;Srodek;Dzieci lub młodzież;gmina miejska;543.0
25401;xxiiiloksprofjozefatischnera;lodz widzew;ŁÓDZKIE;publiczna;66.33333333333333;56.42372881;98.30508475;59.0;1.2901315812230862;;;Srodek;Dzieci lub młodzież;gmina miejska;555.0
25406;xlviiiloedwardadembowskiegowwarszawie;ochota;MAZOWIECKIE;publiczna;153.51;76.46938776;100.0;98.0;4.521376689308724;;;Srodek;Dzieci lub młodzież;gmina miejska;637.0
25407;xxxvloboleslawaprusa;praga poludnie;MAZOWIECKIE;publiczna;174.1457142857143;74.75892857;100.0;112.0;-1.1692466110056472;;;Srodek;Dzieci lub młodzież;gmina miejska;909.0
25439;xxxloksbpignacegokrasickiego;lodz baluty;ŁÓDZKIE;publiczna;95.88333333333333;55.20253165;94.93670886;79.0;-5.630594455332982;;;Srodek;Dzieci lub młodzież;gmina miejska;449.0
25441;xxxiloludwikazamenhofa;lodz gorna;ŁÓDZKIE;publiczna;134.6222222222222;70.85815603;100.0;141.0;2.5531715196612907;;;Srodek;Dzieci lub młodzież;gmina miejska;648.0
25443;xxxiiiloarmiikrajowej;lodz polesie;ŁÓDZKIE;publiczna;135.14;70.75630252;100.0;120.0;2.3514503482033007;;;Srodek;Dzieci lub młodzież;gmina miejska;671.0
25445;xxlojuliuszaslowackiego;lodz gorna;ŁÓDZKIE;publiczna;94.38333333333333;61.48484848;98.48484848;66.0;0.9410385612942207;;;Srodek;Dzieci lub młodzież;gmina miejska;578.0
25446;xxivlomariisklodowskiejcurie;lodz baluty;ŁÓDZKIE;publiczna;97.37;59.36111111;91.66666667;72.0;-1.7587594825235087;;;Srodek;Dzieci lub młodzież;gmina miejska;489.0
25507;xxxiloromanaingardenawkrakowie;krakow srodmiescie;MAŁOPOLSKIE;publiczna;152.275;54.28888889;100.0;45.0;-17.42091852036821;;;Maruderzy;Dzieci lub młodzież;gmina miejska;243.0
25627;xxxivlokrzysztofakieslowskiego;lodz polesie;ŁÓDZKIE;publiczna;72.4375;60.21311475;93.44262295;61.0;3.902161372865123;;;Srodek;Dzieci lub młodzież;gmina miejska;386.0
25632;xxvilojulianatuwima;wawer;MAZOWIECKIE;publiczna;121.5625;58.40425532;100.0;47.0;-7.3818031691760595;;;Maruderzy;Dzieci lub młodzież;gmina miejska;513.0
25682;vloksjozefaponiatowskiego;srodmiescie;MAZOWIECKIE;publiczna;174.55000000000004;77.12408759;100.0;137.0;1.1179348082176972;;;Srodek;Dzieci lub młodzież;gmina miejska;562.0
25697;vloplkstanislawadabka;gdynia;POMORSKIE;publiczna;134.2875;57.41666667;92.77108434;84.0;-10.823757469063565;;;Maruderzy;Dzieci lub młodzież;gmina miejska;553.0
25801;xivlostanislawastaszicawwarszawie;ochota;MAZOWIECKIE;publiczna;241.27857142857144;80.33862434;100.0;190.0;-8.537965658312842;;;Maruderzy;Dzieci lub młodzież;gmina miejska;873.0
25877;xvlomariisklodowskiejcuriewkrakowie;krakow podgorze;MAŁOPOLSKIE;publiczna;146.725;67.85840708;98.2300885;113.0;-2.7809304398475234;;;Srodek;Dzieci lub młodzież;gmina miejska;732.0
25956;xxviilotadeuszaczackiego;srodmiescie;MAZOWIECKIE;publiczna;179.4;82.0;100.0;113.0;5.058391548123041;;;Srodek;Dzieci lub młodzież;gmina miejska;567.0
27081;iilokrolajanaiiisobieskiegowkrakowie;krakow srodmiescie;MAŁOPOLSKIE;publiczna;172.0125;78.89090909;100.0;220.0;3.3741828572620562;;;Srodek;Dzieci lub młodzież;gmina miejska;1008.0
27158;lixlojanuszakusocinskiego;bielany;MAZOWIECKIE;publiczna;111.60789473684213;58.19230769;89.92248062;130.0;-5.6737318430987145;;;Srodek;Dzieci lub młodzież;gmina miejska;705.0
27280;lxlowojciechagorskiego;bielany;MAZOWIECKIE;publiczna;123.6;56.0;92.95774648;71.0;-10.179046309344685;;;Maruderzy;Dzieci lub młodzież;gmina miejska;463.0
27325;xliiloirenysendlerowej;lodz baluty;ŁÓDZKIE;publiczna;54.85;46.62222222;86.36363636;45.0;-6.296498868930826;;;Srodek;Dzieci lub młodzież;gmina miejska;490.0
27378;xliiilojulianatuwima;lodz gorna;ŁÓDZKIE;publiczna;69.16666666666667;46.18367347;77.55102041;49.0;-9.496409889072758;;;Maruderzy;Dzieci lub młodzież;gmina miejska;431.0
27812;lviiilokrzysztofakamilabaczynskiego;srodmiescie;MAZOWIECKIE;publiczna;132.025;70.81081081;98.66666667;75.0;3.006771919099151;;;Srodek;Dzieci lub młodzież;gmina miejska;515.0
27858;ixloklementynyhoffmanowej;srodmiescie;MAZOWIECKIE;publiczna;176.86666666666667;86.07171315;100.0;251.0;9.618727591093432;;;Liderzy;Dzieci lub młodzież;gmina miejska;1165.0
27918;xviiloandrzejafryczamodrzewskiego;srodmiescie;MAZOWIECKIE;publiczna;170.94;80.16666667;100.0;114.0;4.856801510700521;;;Srodek;Dzieci lub młodzież;gmina miejska;657.0
28516;xxxviilojaroslawadabrowskiego;srodmiescie;MAZOWIECKIE;publiczna;167.28;84.33552632;100.0;152.0;9.731592656070902;;;Liderzy;Dzieci lub młodzież;gmina miejska;727.0
28520;xvilo;katowice;ŚLĄSKIE;publiczna;62.0;60.25;91.66666667;12.0;5.952205088146137;;;Srodek;Dzieci lub młodzież;gmina miejska;165.0
28603;xilomikolajareja;srodmiescie;MAZOWIECKIE;publiczna;167.8;81.48412698;100.0;127.0;6.779897038040147;;;Liderzy;Dzieci lub młodzież;gmina miejska;631.0
29142;xivlokazimierzawielkiego;poznan nowe miasto;WIELKOPOLSKIE;publiczna;149.80714285714288;66.75247525;100.0;101.0;-4.481338148560113;;;Srodek;Dzieci lub młodzież;gmina miejska;779.0
29239;lxixlobohaterowpowstaniawarszawskiego1944wwarszawie;ochota;MAZOWIECKIE;publiczna;140.20999999999998;64.7037037;90.74074074;54.0;-4.679037182596659;;;Srodek;Dzieci lub młodzież;gmina miejska;504.0
29583;iiilomarynarkiwojennejrpzoddz;gdynia;POMORSKIE;publiczna;188.1;79.13131313;100.0;99.0;0.5116707956852053;;;Srodek;Dzieci lub młodzież;gmina miejska;712.0
29625;xxvlogeneralowejjadwigizamoyskiej;poznan jezyce;WIELKOPOLSKIE;publiczna;134.025;69.41836735;98.97959184;98.0;1.2285735435961982;;;Srodek;Dzieci lub młodzież;gmina miejska;608.0
29670;ixlokarolalibelta;poznan stare miasto;WIELKOPOLSKIE;publiczna;157.44166666666666;75.33333333;100.0;120.0;2.626992387915834;;;Srodek;Dzieci lub młodzież;gmina miejska;678.0
30251;xviiilojanazamoyskiego;srodmiescie;MAZOWIECKIE;publiczna;172.38333333333333;80.84482759;100.0;174.0;5.256575966679208;;;Srodek;Dzieci lub młodzież;gmina miejska;828.0
30253;lxviilojananowakajezioranskiego;srodmiescie;MAZOWIECKIE;publiczna;170.675;77.76237624;100.0;101.0;2.5036236070046556;;;Srodek;Dzieci lub młodzież;gmina miejska;571.0
30254;lxxvlojanaiiisobieskiego;srodmiescie;MAZOWIECKIE;publiczna;150.05;77.41025641;100.0;118.0;6.129601343128812;;;Srodek;Dzieci lub młodzież;gmina miejska;741.0
30502;ivloadamamickiewicza;praga poludnie;MAZOWIECKIE;publiczna;162.1125;74.8540146;100.0;137.0;1.246775199001661;;;Srodek;Dzieci lub młodzież;gmina miejska;714.0
30629;lxxxviilogenleopoldaokulickiego;praga poludnie;MAZOWIECKIE;publiczna;123.0;66.51020408;85.71428571;49.0;0.44688424530619386;;;Srodek;Dzieci lub młodzież;gmina miejska;300.0
30690;xvlonarcyzyzmichowskiej;srodmiescie;MAZOWIECKIE;publiczna;159.9466666666667;80.80898876;100.0;89.0;7.619489786248394;;;Liderzy;Dzieci lub młodzież;gmina miejska;633.0
31063;lxxxiiiloemilianakonopczynskiego;srodmiescie;MAZOWIECKIE;publiczna;157.6375;77.18;100.0;100.0;4.4358872224395185;;;Srodek;Dzieci lub młodzież;gmina miejska;667.0
31832;iiiloswjanakantego;poznan;WIELKOPOLSKIE;publiczna;167.6;78.21875;100.0;160.0;3.553095549590438;;;Srodek;Dzieci lub młodzież;gmina miejska;667.0
31841;ivlokomisjiedukacjinarodowej;poznan jezyce;WIELKOPOLSKIE;publiczna;161.15555555555557;69.26829268;100.0;164.0;-4.1543737093444975;;;Srodek;Dzieci lub młodzież;gmina miejska;684.0
34199;viiiloadamamickiewicza;poznan stare miasto;WIELKOPOLSKIE;publiczna;169.29285714285714;78.01204819;100.0;166.0;3.0198797575397407;;;Srodek;Dzieci lub młodzież;gmina miejska;798.0
34505;xcivlogenstanislawamaczka;bielany;MAZOWIECKIE;publiczna;157.43;76.50943396;100.0;160.0;3.8053432549229314;;;Srodek;Dzieci lub młodzież;gmina miejska;863.0
34506;cxxiiloignacegodomeyki;bielany;MAZOWIECKIE;publiczna;172.54166666666666;74.1637931;100.0;116.0;-1.45499745413143;;;Srodek;Dzieci lub młodzież;gmina miejska;689.0
34510;xxxixlolotnictwapolskiego;bielany;MAZOWIECKIE;publiczna;129.8625;62.10869565;88.17204301;93.0;-5.2782457385132915;;;Srodek;Dzieci lub młodzież;gmina miejska;502.0
34512;xlilojoachimalelewela;bielany;MAZOWIECKIE;publiczna;169.91111111111113;76.08040201;99.49748744;199.0;0.9689863238981502;;;Srodek;Dzieci lub młodzież;gmina miejska;839.0
34513;liilowladyslawastanislawareymonta;bielany;MAZOWIECKIE;publiczna;144.33333333333334;63.23529412;100.0;85.0;-6.9427448133919185;;;Srodek;Dzieci lub młodzież;gmina miejska;497.0
34621;xlvilostefanaczarnieckiegowwarszawie;targowek;MAZOWIECKIE;publiczna;144.53333333333333;68.63030303;98.19277108;166.0;-1.5863113949422143;;;Srodek;Dzieci lub młodzież;gmina miejska;906.0
34665;lxxxviiilomichalakonarskiego;wola;MAZOWIECKIE;publiczna;68.23333333333333;57.86363636;77.27272727;66.0;2.363571961495282;;;Srodek;Dzieci lub młodzież;gmina miejska;321.0
38949;ilojuliuszaslowackiego;czestochowa;ŚLĄSKIE;publiczna;131.9375;76.08450704;100.0;142.0;8.2973449266524;;;Liderzy;Dzieci lub młodzież;gmina miejska;644.0
39099;xxxiiilodwujezycznemikolajakopernika;wola;MAZOWIECKIE;publiczna;187.54;81.73333333;100.0;120.0;3.2217023720260443;;;Srodek;Dzieci lub młodzież;gmina miejska;856.0
39647;xvilostefaniisempolowskiej;zoliborz;MAZOWIECKIE;publiczna;156.07857142857142;81.72440945;100.0;127.0;9.280978852112781;;;Liderzy;Dzieci lub młodzież;gmina miejska;593.0
39649;lxivlostanislawaignacegowitkiewiczawitkacego;zoliborz;MAZOWIECKIE;publiczna;176.1875;82.61111111;100.0;108.0;6.289121491149643;;;Srodek;Dzieci lub młodzież;gmina miejska;504.0
40944;iiloromualdatraugutta;czestochowa;ŚLĄSKIE;publiczna;132.18;63.43697479;99.15966387;119.0;-4.39696010685234;;;Srodek;Dzieci lub młodzież;gmina miejska;643.0
40982;viiilowladyslawaiv;praga polnoc;MAZOWIECKIE;publiczna;173.1;78.00680272;100.0;148.0;2.2803222519573296;;;Srodek;Dzieci lub młodzież;gmina miejska;622.0
41853;xxxviiilostanislawakostkipotockiegowwarszawie;wilanow;MAZOWIECKIE;publiczna;136.2625;66.06493506;100.0;77.0;-2.5564220581227346;;;Srodek;Dzieci lub młodzież;gmina miejska;491.0
41946;lloruybarbosy;praga polnoc;MAZOWIECKIE;publiczna;133.5;68.09756098;99.19354839;124.0;0.00902783891571346;;;Srodek;Dzieci lub młodzież;gmina miejska;757.0
42024;ivlohenrykasienkiewicza;czestochowa;ŚLĄSKIE;publiczna;82.8;73.62631579;100.0;190.0;15.31666975691548;;;Liderzy;Dzieci lub młodzież;gmina miejska;740.0
42095;vloadamamickiewicza;czestochowa;ŚLĄSKIE;publiczna;107.95;65.89156627;98.19277108;166.0;2.731052174465887;;;Srodek;Dzieci lub młodzież;gmina miejska;788.0
42262;viilomikolajakopernika;czestochowa;ŚLĄSKIE;publiczna;128.35;74.47342995;100.0;208.0;7.378215716335802;;;Liderzy;Dzieci lub młodzież;gmina miejska;788.0
42509;loxiiialeksandrafredry;wroclaw krzyki;DOLNOŚLĄSKIE;publiczna;159.15;79.58333333;100.0;204.0;6.547493397590401;;;Srodek;Dzieci lub młodzież;gmina miejska;1184.0
43385;lxxviiilomariipawlikowskiejjasnorzewskiej;bemowo;MAZOWIECKIE;publiczna;137.45166666666668;74.26351351;100.0;148.0;5.412792948367809;;;Srodek;Dzieci lub młodzież;gmina miejska;908.0
43558;xilojadwigiiwaclawazembrzuskich;poznan grunwald;WIELKOPOLSKIE;publiczna;146.29999999999998;69.87333333;100.0;150.0;-0.6840312703031515;;;Srodek;Dzieci lub młodzież;gmina miejska;722.0
43580;loswmariimagdaleny;poznan;WIELKOPOLSKIE;publiczna;172.62;75.55029586;100.0;170.0;-0.08360342832196466;;;Srodek;Dzieci lub młodzież;gmina miejska;643.0
44248;cxxxviilorobertaschumana;targowek;MAZOWIECKIE;publiczna;132.74285714285716;74.70930233;100.0;172.0;6.76680497835612;;;Liderzy;Dzieci lub młodzież;gmina miejska;679.0
46647;lxxxivlobohaterownarwiku;wlochy;MAZOWIECKIE;publiczna;152.02499999999998;69.23529412;100.0;17.0;-2.426293925930338;;;Srodek;Dzieci lub młodzież;gmina miejska;134.0
49970;xxxiilostefanagrotaroweckiego;srodmiescie;MAZOWIECKIE;publiczna;120.65;76.47368421;84.21052632;19.0;10.86362640102216;;;Liderzy;Dzieci lub młodzież;gmina miejska;161.0
51790;vilohugonakollatajawlublinie;lublin;LUBELSKIE;publiczna;91.8625;60.96226415;97.16981132;106.0;0.9046661560427367;;;Srodek;Dzieci lub młodzież;gmina miejska;793.0
52409;ilostanislawastaszicawlublinie;lublin;LUBELSKIE;publiczna;161.83333333333334;79.26119403;100.0;134.0;5.707799585957275;;;Srodek;Dzieci lub młodzież;gmina miejska;739.0
52410;iilohetmanajanazamoyskiegowlublinie;lublin;LUBELSKIE;publiczna;164.79999999999998;73.74846626;100.0;163.0;-0.37713130870542955;;;Srodek;Dzieci lub młodzież;gmina miejska;704.0
52697;iiilouniilubelskiejwlublinie;lublin;LUBELSKIE;publiczna;175.11;79.69268293;100.0;205.0;3.5785187718768725;;;Srodek;Dzieci lub młodzież;gmina miejska;653.0
52853;vlomariisklodowskiejcuriewlublinie;lublin;LUBELSKIE;publiczna;155.11666666666667;72.19617225;100.0;209.0;-0.061728602811982114;;;Srodek;Dzieci lub młodzież;gmina miejska;883.0
52854;ivlostefaniisempolowskiejwlublinie;lublin;LUBELSKIE;publiczna;132.89166666666668;73.72916667;100.0;193.0;5.757967315714524;;;Srodek;Dzieci lub młodzież;gmina miejska;863.0
52855;viiilozofiinalkowskiejwlublinie;lublin;LUBELSKIE;publiczna;82.6375;64.91129032;87.09677419;124.0;6.6329868738000926;;;Srodek;Dzieci lub młodzież;gmina miejska;495.0
52857;ixlomikolajakopernikawlublinie;lublin;LUBELSKIE;publiczna;158.03333333333333;75.14835165;99.45652174;184.0;2.327891545412882;;;Srodek;Dzieci lub młodzież;gmina miejska;703.0
52860;xxiiilonauczycielitajnegonauczaniawlublinie;lublin;LUBELSKIE;publiczna;128.75;64.18867925;98.125;160.0;-2.9836859667647673;;;Srodek;Dzieci lub młodzież;gmina miejska;867.0
56095;iilostefanabatorego;srodmiescie;MAZOWIECKIE;publiczna;186.29;80.93859649;100.0;114.0;2.6680623542153796;;;Srodek;Dzieci lub młodzież;gmina miejska;801.0
56370;liiilo;srodmiescie;MAZOWIECKIE;publiczna;160.85;53.53623188;80.88235294;69.0;-19.827499730587107;;;Maruderzy;Dorośli;gmina miejska;907.0
59581;lilotadeuszakosciuszki;rembertow;MAZOWIECKIE;publiczna;105.975;63.19402985;100.0;67.0;0.41444873352505596;;;Srodek;Dzieci lub młodzież;gmina miejska;505.0
59665;xiiiloplkleopoldalisakuli;targowek;MAZOWIECKIE;publiczna;155.10625;78.18691589;100.0;214.0;5.931024177372919;;;Srodek;Dzieci lub młodzież;gmina miejska;1122.0
68270;loixjuliuszaslowackiego;wroclaw stare miasto;DOLNOŚLĄSKIE;publiczna;165.20666666666665;72.00847458;100.0;236.0;-2.1955598215243555;;;Srodek;Dzieci lub młodzież;gmina miejska;1185.0
68321;loxivpoloniibelgijskiej;wroclaw psie pole;DOLNOŚLĄSKIE;publiczna;163.575;74.25280899;100.0;179.0;0.36348630704013374;;;Srodek;Dzieci lub młodzież;gmina miejska;912.0
68477;xviiilostanislawyfilipinypaleologwlublinie;lublin;LUBELSKIE;publiczna;54.5;61.0;73.91304348;23.0;8.148786021282199;;;Liderzy;Dzieci lub młodzież;gmina miejska;264.0
70905;xviilowbialymstokuzespoluszkolrolniczychwbialymstoku;bialystok;PODLASKIE;publiczna;60.65;47.28125;84.375;32.0;-6.75616034388937;;;Srodek;Dzieci lub młodzież;gmina miejska;98.0
71604;ixlowbialymstokuzespoluszkologolnoksztalcacychitechnicznychwbialymstoku;bialystok;PODLASKIE;publiczna;59.116666666666674;36.81818182;75.0;44.0;-16.923483088670444;;;Maruderzy;Dzieci lub młodzież;gmina miejska;423.0
74772;iilodrwladyslawapniewskiegowgdansku;gdansk;POMORSKIE;publiczna;166.42000000000002;72.46405229;99.34640523;153.0;-1.9740067602628244;;;Srodek;Dzieci lub młodzież;gmina miejska;637.0
74951;lozakwszczecinie;szczecin;ZACHODNIOPOMORSKIE;niepubliczna;143.01999999999998;34.5;33.33333333;30.0;-35.42472653887832;;;Maruderzy;Dorośli;gmina miejska;620.0
75450;ivlomariisklodowskiejcuriewolsztynie;olsztyn;WARMIŃSKO-MAZURSKIE;publiczna;138.06;62.29508197;97.56097561;123.0;-6.672972378431012;;;Srodek;Dzieci lub młodzież;gmina miejska;698.0
79023;xixlomariiijerzegokuncewiczowwlublinie;lublin;LUBELSKIE;publiczna;87.6875;58.47058824;88.23529412;51.0;-0.7817463678448604;;;Srodek;Dzieci lub młodzież;gmina miejska;498.0
79204;ilokarolamarcinkowskiego;poznan;WIELKOPOLSKIE;publiczna;172.175;79.52531646;100.0;159.0;3.977247640377442;;;Srodek;Dzieci lub młodzież;gmina miejska;788.0
79348;katolickieloswmaksymilianamariikolbego;szczecin;ZACHODNIOPOMORSKIE;publiczna;140.71666666666667;76.21276596;100.0;47.0;6.732300498809238;;;Liderzy;Dzieci lub młodzież;gmina miejska;178.0
79937;xxilogenwladyslawaandersa;poznan stare miasto;WIELKOPOLSKIE;publiczna;119.825;70.15217391;97.82608696;46.0;4.701240003667138;;;Srodek;Dzieci lub młodzież;gmina miejska;376.0
80197;cxxviiilo;wola;MAZOWIECKIE;publiczna;160.85;49.47222222;72.22222222;37.0;-23.89150939058711;;;Maruderzy;Dorośli;gmina miejska;595.0
81335;lxxxloleopoldastaffa;mokotow;MAZOWIECKIE;publiczna;149.875;65.31914894;100.0;47.0;-5.927752571764671;;;Srodek;Dzieci lub młodzież;gmina miejska;328.0
82414;iilogeneralowejzamoyskiejihelenymodrzejewskiej;poznan grunwald;WIELKOPOLSKIE;publiczna;190.83333333333331;77.05263158;100.0;95.0;-2.094209138835481;;;Srodek;Dzieci lub młodzież;gmina miejska;511.0
83621;cxlorobertaschumana;mokotow;MAZOWIECKIE;publiczna;130.45000000000002;61.2244898;93.87755102;49.0;-6.275767094942282;;;Srodek;Dzieci lub młodzież;gmina miejska;386.0
83650;vilotadeuszareytana;mokotow;MAZOWIECKIE;publiczna;165.63333333333335;80.0591716;100.0;170.0;5.772842816501665;;;Srodek;Dzieci lub młodzież;gmina miejska;853.0
83866;iilokrolowejjadwigi;torun;KUJAWSKO-POMORSKIE;publiczna;70.9625;61.25396825;90.47619048;63.0;5.227509123048549;;;Srodek;Dzieci lub młodzież;gmina miejska;571.0
83953;publicznelozakonupijarowswjozefakalasancjuszawpoznaniu;poznan stare miasto;WIELKOPOLSKIE;publiczna;83.48333333333333;67.68965517;100.0;58.0;9.248209540785297;;;Liderzy;Dzieci lub młodzież;gmina miejska;262.0
84029;ivlotadeuszakosciuszki;torun;KUJAWSKO-POMORSKIE;publiczna;161.66;70.74705882;100.0;170.0;-2.772903531365799;;;Srodek;Dzieci lub młodzież;gmina miejska;665.0
84173;vilozeslancowsybiru;torun;KUJAWSKO-POMORSKIE;publiczna;58.833333333333336;44.6;70.0;40.0;-9.087016295640858;;;Maruderzy;Dzieci lub młodzież;gmina miejska;383.0
86095;xxviiilo;poznan grunwald;WIELKOPOLSKIE;publiczna;124.025;57.37931034;82.75862069;29.0;-8.881708888889065;;;Maruderzy;Dzieci lub młodzież;gmina miejska;270.0
86171;viloignacegojanapaderewskiego;poznan;WIELKOPOLSKIE;publiczna;162.275;68.98773006;99.38650307;163.0;-4.650851927882954;;;Srodek;Dzieci lub młodzież;gmina miejska;793.0
86172;viilodabrowki;poznan jezyce;WIELKOPOLSKIE;publiczna;146.4;71.86507937;100.0;126.0;1.2884270239216988;;;Srodek;Dzieci lub młodzież;gmina miejska;717.0
86518;publiczneakademickielowrzeszowie;rzeszow;PODKARPACKIE;publiczna;148.5;76.22222222;100.0;45.0;5.240527212643613;;;Srodek;Dzieci lub młodzież;gmina miejska;248.0
86679;xxixlo;poznan wilda;WIELKOPOLSKIE;publiczna;106.91;61.62318841;92.75362319;69.0;-1.3367331294725773;;;Srodek;Dzieci lub młodzież;gmina miejska;464.0
88064;xixlopowstancowwarszawy;praga poludnie;MAZOWIECKIE;publiczna;167.7125;80.52293578;100.0;110.0;5.835582615593395;;;Srodek;Dzieci lub młodzież;gmina miejska;616.0
88065;xxiiilomariisklodowskiejcurie;praga poludnie;MAZOWIECKIE;publiczna;126.25;72.91304348;93.47826087;46.0;6.222871907613907;;;Srodek;Dzieci lub młodzież;gmina miejska;435.0
88066;xlviilostanislawawyspianskiego;praga poludnie;MAZOWIECKIE;publiczna;153.16;78.60629921;99.21259843;127.0;6.725795249521738;;;Srodek;Dzieci lub młodzież;gmina miejska;713.0
88067;lxxiilogenjakubajasinskiego;praga poludnie;MAZOWIECKIE;publiczna;133.96875;65.35135135;97.2972973;111.0;-2.8275930994052914;;;Srodek;Dzieci lub młodzież;gmina miejska;649.0
88068;xcixlozbigniewaherberta;praga poludnie;MAZOWIECKIE;publiczna;132.394;71.8951049;100.0;145.0;4.019894227188857;;;Srodek;Dzieci lub młodzież;gmina miejska;723.0
88359;xvlop0rofwiktoradegi;poznan stare miasto;WIELKOPOLSKIE;publiczna;154.45000000000002;66.1744186;100.0;87.0;-5.954897280977676;;;Srodek;Dzieci lub młodzież;gmina miejska;594.0
88677;xxxilo;poznan grunwald;WIELKOPOLSKIE;publiczna;100.91666666666669;54.73076923;96.15384615;52.0;-7.073173412682074;;;Maruderzy;Dzieci lub młodzież;gmina miejska;261.0
88974;viilomariikonopnickiejwlublinie;lublin;LUBELSKIE;publiczna;88.63333333333333;54.61904762;80.0;42.0;-4.815716916634791;;;Srodek;Dzieci lub młodzież;gmina miejska;412.0
88975;xxviilozeslancowsybiruwlublinie;lublin;LUBELSKIE;publiczna;56.958333333333336;56.62962963;77.77777778;54.0;3.304258567643153;;;Srodek;Dzieci lub młodzież;gmina miejska;527.0
89596;katolickieloswstanislawakostkiwkielcach;kielce;ŚWIĘTOKRZYSKIE;publiczna;139.18333333333334;66.51515152;100.0;67.0;-2.6695685059718244;;;Srodek;Dzieci lub młodzież;gmina miejska;359.0
89666;vilogabrielanarutowiczawolsztynie;olsztyn;WARMIŃSKO-MAZURSKIE;publiczna;60.45000000000001;53.0;96.42857143;56.0;-0.9988348523390798;;;Srodek;Dzieci lub młodzież;gmina miejska;421.0
90185;xviilo;poznan nowe miasto;WIELKOPOLSKIE;publiczna;33.0;70.41830065;99.34640523;153.0;21.713952012938904;;;Liderzy;Dzieci lub młodzież;gmina miejska;740.0
91173;xviiilo;poznan grunwald;WIELKOPOLSKIE;publiczna;33.0;58.90909091;95.45454545;22.0;10.204742272938901;;;Liderzy;Dzieci lub młodzież;gmina miejska;334.0
105214;lvilorotmistrzawitoldapileckiego;ursus;MAZOWIECKIE;publiczna;134.54285714285714;67.640625;92.30769231;65.0;-0.6490517755965328;;;Srodek;Dzieci lub młodzież;gmina miejska;585.0
106559;lovgeneralajakubajasinskiego;wroclaw krzyki;DOLNOŚLĄSKIE;publiczna;167.92499999999998;72.25899281;100.0;139.0;-2.4693468141787918;;;Srodek;Dzieci lub młodzież;gmina miejska;1038.0
106868;loiipiastowslaskich;wroclaw srodmiescie;DOLNOŚLĄSKIE;publiczna;173.6875;62.23931624;98.29059829;117.0;-13.600479734471655;;;Maruderzy;Dzieci lub młodzież;gmina miejska;720.0
108754;xilomariidabrowskiejwkrakowie;krakow nowa huta;MAŁOPOLSKIE;publiczna;160.20833333333334;76.48447205;100.0;161.0;3.244503474803423;;;Srodek;Dzieci lub młodzież;gmina miejska;726.0
