index,school,city,threshold,address,city_clean,threshold_idx,RSPO,match_score,matched_nazwa,nazwa_szkoły,miejscowosc,PPP_mean,O_zdawalnosc,match_key,organ_prowadzacy,wojewodztwo,liczba_uczniow,miejscowosc_rspo,nazwa_rspo,specyfika,diff_polski_zdawalnosc,abs_diff_polski_zdawalnosc,expected_PPP,threshold_discrepancy,abs_threshold_discrepancy
46,II LO im. Gabriela Narutowicza,Łodzi,107.08333333333331,ul. Nowa 11/13 90-031 Łódź Widzew,Łódź,46,22518,72,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GABRIELA NARUTOWICZA,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GABRIELA NARUTOWICZA,Łódź,66.95074696666667,98.80952381000002,ii liceum ogólnokształcące im. gabriela narutowicza,Miasto na prawach powiatu,ŁÓDZKIE,494.0,Łódź-Widzew,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GABRIELA NARUTOWICZA,ogólnodostępny,-31.858776843333345,31.858776843333345,62.914301220552005,4.036445746114666,4.036445746114666
47,II LO im. Generałowej Zamoyskiej I Heleny Modrzejewskiej,Poznaniu,190.83333333333331,Poznań ul. Jana Matejki 8/10 60-766 Poznań-Grunwald Grunwald,Poznań,47,82414,83,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ ZAMOYSKIEJ I HELENY MODRZEJEWSKIEJ,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ ZAMOYSKIEJ I HELENY MODRZEJEWSKIEJ,Poznań,80.08777651999999,100.0,ii liceum ogólnokształcące im. generałowej zamoyskiej i heleny modrzejewskiej,Miasto na prawach powiatu,WIELKOPOLSKIE,511.0,Poznań-Grunwald,II LICEUM OGÓLNOKSZTAŁCĄCE IM. GENERAŁOWEJ ZAMOYSKIEJ I HELENY MODRZEJEWSKIEJ,"ogólnodostępny, międzynarodowy",-19.91222348000001,19.91222348000001,77.43925193372262,2.648524586277375,2.648524586277375
59,II LO im. Romualda Traugutta,Częstochowie,132.18,ul. Jana Kilińskiego 62 42-218 Częstochowa Tysiąclecie,Częstochowie,59,40944,73,II LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,II LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,Częstochowa,69.05420703,99.43740208,ii liceum ogólnokształcące im. romualda traugutta,Miasto na prawach powiatu,ŚLĄSKIE,643.0,Częstochowa,II LICEUM OGÓLNOKSZTAŁCĄCE IM. ROMUALDA TRAUGUTTA,ogólnodostępny,-30.383195049999998,30.383195049999998,67.26687252082908,1.7873345091709183,1.7873345091709183
63,II Liceum Ogólnokształcące im. A. Asnyka,Bielsku-Białej,128.625,ul. Jutrzenki 13 43-300 Bielsko-Biała,Bielsku-Białej,63,22523,85,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA ASNYKA,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA ASNYKA,Łódź,70.07261366,99.74358974333336,viii liceum ogólnokształcące im. adama asnyka,Miasto na prawach powiatu,ŁÓDZKIE,625.0,Łódź-Śródmieście,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. ADAMA ASNYKA,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum",-29.670976083333358,29.670976083333358,66.65032088160136,3.422292778398642,3.422292778398642
64,II Ogólnokształcące Liceum Ekologiczne Z Oddziałami Integracyjnymi Im.unii Europejskiej w Zespole Szkół Ekologicznych w Zielonej Górze,Zielonej,125.39166666666668,ul. Francuska 25a 65-943 Zielona Góra,Zielonej,64,17878,100,II OGÓLNOKSZTAŁCĄCE LICEUM EKOLOGICZNE Z ODDZIAŁAMI INTEGRACYJNYMI IM.UNII EUROPEJSKIEJ W ZESPOLE SZKÓŁ EKOLOGICZNYCH W ZIELONEJ GÓRZE,II OGÓLNOKSZTAŁCĄCE LICEUM EKOLOGICZNE Z ODDZIAŁAMI INTEGRACYJNYMI IM.UNII EUROPEJSKIEJ W ZESPOLE SZKÓŁ EKOLOGICZNYCH W ZIELONEJ GÓRZE,Zielona Góra,65.13203463333333,97.39808802333334,ii ogólnokształcące liceum ekologiczne z oddziałami integracyjnymi im.unii europejskiej w zespole szkół ekologicznych w zielonej górze,Miasto na prawach powiatu,LUBUSKIE,542.0,Zielona Góra,II OGÓLNOKSZTAŁCĄCE LICEUM EKOLOGICZNE Z ODDZIAŁAMI INTEGRACYJNYMI IM.UNII EUROPEJSKIEJ W ZESPOLE SZKÓŁ EKOLOGICZNYCH W ZIELONEJ GÓRZE,"ogólnodostępny, integracyjny",-32.26605339000001,32.26605339000001,66.08955661526204,-0.9575219819287071,0.9575219819287071
77,III LO im. Mikołaja Kopernika,Szczecinie,117.43333333333334,ul. Pomorska 150 70-812 Szczecin Prawobrzeże,Szczecin,77,3893,71,III LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA,III LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA,Szczecin,67.83408605,99.65277777666668,iii liceum ogólnokształcące im. mikołaja kopernika,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,513.0,Szczecin,III LICEUM OGÓLNOKSZTAŁCĄCE IM. MIKOŁAJA KOPERNIKA,ogólnodostępny,-31.818691726666685,31.818691726666685,64.70932498032892,3.124761069671081,3.124761069671081
78,III LO im. Smuela Bogumiła Lindego,Toruniu,111.075,ul. Leona Raszei 1 87-100 Toruń Na Skarpie,Toruń,78,8461,76,III LICEUM OGÓLNOKSZTAŁCĄCE IM. SAMUELA BOGUMIŁA LINDEGO,III LICEUM OGÓLNOKSZTAŁCĄCE IM. SAMUELA BOGUMIŁA LINDEGO,Toruń,62.19193774666667,95.91091969333333,iii liceum ogólnokształcące im. samuela bogumiła lindego,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,826.0,Toruń,III LICEUM OGÓLNOKSZTAŁCĄCE IM. SAMUELA BOGUMIŁA LINDEGO,ogólnodostępny,-33.71898194666666,33.71898194666666,63.606584941110086,-1.4146471944434182,1.4146471944434182
79,III LO im. Tadeusza Kościuszki,Łodzi,156.15,ul. Henryka Sienkiewicza 46 90-009 Łódź Śródmieście,Łódź,79,22519,74,III LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOŚCIUSZKI,III LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOŚCIUSZKI,Łódź,71.35595158,100.0,iii liceum ogólnokształcące im. tadeusza kościuszki,Miasto na prawach powiatu,ŁÓDZKIE,501.0,Łódź-Śródmieście,III LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA KOŚCIUSZKI,ogólnodostępny,-28.644048420000004,28.644048420000004,71.424043489124,-0.06809190912400709,0.06809190912400709
81,III LO im. gen. Józefa Sowińskiego,Warszawie,155.31666666666666,ul. Rogalińska 2 01-206 Warszawa Wola,Warszawa,81,16422,76,III LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA SOWIŃSKIEGO,III LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA SOWIŃSKIEGO,Warszawa,69.11026942666666,99.59121355666667,iii liceum ogólnokształcące im. gen. józefa sowińskiego,Miasto na prawach powiatu,MAZOWIECKIE,831.0,Wola,III LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JÓZEFA SOWIŃSKIEGO,ogólnodostępny,-30.48094413000001,30.48094413000001,71.27951661635613,-2.1692471896894716,2.1692471896894716
83,III LO im. św. Jana Kantego,Poznaniu,167.60000000000002,Poznań ul. Strzelecka 10 61-845 Poznań-Stare Miasto Stare Miasto,Poznań,83,31832,71,III LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. JANA KANTEGO,III LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. JANA KANTEGO,Poznań,76.02833456,100.0,iii liceum ogólnokształcące im. św. jana kantego,Miasto na prawach powiatu,WIELKOPOLSKIE,667.0,Poznań,III LICEUM OGÓLNOKSZTAŁCĄCE IM. ŚW. JANA KANTEGO,ogólnodostępny,-23.971665439999995,23.971665439999995,73.4098427209545,2.618491839045504,2.618491839045504
