index,school,city,threshold,address,city_clean,threshold_idx,RSPO,match_score,matched_nazwa,nazwa_szkoły,miejscowosc,PPP_mean,O_zdawalnosc,match_key,organ_prowadzacy,wojewodztwo,liczba_uczniow,miejscowosc_rspo,nazwa_rspo,specyfika,diff_polski_zdawalnosc,abs_diff_polski_zdawalnosc,expected_PPP,threshold_discrepancy,abs_threshold_discrepancy
350,XXI Liceum Ogólnokształcące im. Synów Pułków Integracyjne w Bydgoszczy,Bydgoszczy,31.4,ul. Adama Grzymały Siedleckiego 11 85-868 Bydgoszcz,Bydgoszcz,350,12941,100,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,Bydgoszcz,48.72295454666666,84.43939394,xxi liceum ogólnokształcące im. synów pułków integracyjne w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,129.0,Bydgoszcz,XXI LICEUM OGÓLNOKSZTAŁCĄCE IM. SYNÓW PUŁKÓW INTEGRACYJNE W BYDGOSZCZY,integracyjny,-35.716439393333346,35.716439393333346,49.78837063577435,-1.0654160891076927,1.0654160891076927
140,LXXII LO im. gen. Jakuba Jasińskiego,Warszawie,133.96875,ul. Grochowska 346/348 03-838 Warszawa Praga-Południe,Warszawa,140,88067,75,LXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JAKUBA JASIŃSKIEGO,LXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JAKUBA JASIŃSKIEGO,Warszawa,62.153566626666674,97.66165364333334,lxxii liceum ogólnokształcące im. gen. jakuba jasińskiego,Miasto na prawach powiatu,MAZOWIECKIE,649.0,Praga-Południe,LXXII LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. JAKUBA JASIŃSKIEGO,ogólnodostępny,-35.508087016666664,35.508087016666664,67.57709945322532,-5.423532826558642,5.423532826558642
267,XII Liceum Ogólnokształcące w Bydgoszczy,Bydgoszczy,81.975,ul. Puszczykowa 11 85-446 Bydgoszcz,Bydgoszcz,267,12059,100,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,Bydgoszcz,56.46803542666667,91.69887278333331,xii liceum ogólnokształcące w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,162.0,Bydgoszcz,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,ogólnodostępny,-35.23083735666665,35.23083735666665,58.55970654405618,-2.0916711173895166,2.0916711173895166
331,XVII Liceum Ogólnokształcące Dla Słabo Słyszących w Bydgoszczy,Bydgoszczy,36.85,ul. Ludwika Waryńskiego 1 85-320 Bydgoszcz,Bydgoszcz,331,12059,78,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,Bydgoszcz,56.46803542666667,91.69887278333331,xii liceum ogólnokształcące w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,162.0,Bydgoszcz,XII LICEUM OGÓLNOKSZTAŁCĄCE W BYDGOSZCZY,ogólnodostępny,-35.23083735666665,35.23083735666665,50.733576383676194,5.734459042990473,5.734459042990473
182,V LO im. płk. Stanisława Dąbka,Gdyni,134.2875,ul. Arendta Dickmana 14 81-109 Gdynia Oksywa,Gdyni,182,25697,74,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,Gdynia,55.77935935333333,90.74281622666666,v liceum ogólnokształcące im.płk.stanisława dąbka,Miasto na prawach powiatu,POMORSKIE,553.0,Gdynia,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,ogólnodostępny,-34.963456873333335,34.963456873333335,67.63238098205902,-11.853021628725692,11.853021628725692
106,IX LO im. Jarosława Dąbrowskiego,Łodzi,97.375,ul. Ignacego Paderewskiego 24 93-025 Łódź Górna,Łódź,106,22524,76,IX LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,IX LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,Łódź,63.633701136666666,98.54972148999998,ix liceum ogólnokształcące im. jarosława dąbrowskiego,Miasto na prawach powiatu,ŁÓDZKIE,550.0,Łódź-Górna,IX LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,ogólnodostępny,-34.916020353333316,34.916020353333316,61.23056315280636,2.4031379838603044,2.4031379838603044
44,I Liceum Ogólnokształcące im. M. Kopernika,Bielsku-Białej,163.47,ul. Listopadowa 70 43-300 Bielsko-Biała,Bielsku-Białej,44,9380,99,II LICEUM OGÓLNOKSZTAŁCĄCE IM M. KOPERNIKA,II LICEUM OGÓLNOKSZTAŁCĄCE IM M. KOPERNIKA,Włocławek,61.831892970000006,96.69757801666668,ii liceum ogólnokształcące im m. kopernika,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,563.0,Włocławek,II LICEUM OGÓLNOKSZTAŁCĄCE IM M. KOPERNIKA,ogólnodostępny,-34.86568504666668,34.86568504666668,72.69356753951695,-10.861674569516943,10.861674569516943
279,XIV LO im. Mjr. Henryka Sucharskiego,Katowicach,51.825,ul. Józefowska 32 40-144 Katowice Wełnowiec-Józefowiec,Katowice,279,23747,75,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,Katowice,49.94380978,84.64482567333333,xiv liceum ogólnokształcące im.mjr henryka sucharskiego,Miasto na prawach powiatu,ŚLĄSKIE,413.0,Katowice,XIV LICEUM OGÓLNOKSZTAŁCĄCE IM.MJR HENRYKA SUCHARSKIEGO,ogólnodostępny,-34.70101589333333,34.70101589333333,53.330724287314766,-3.3869145073147635,3.3869145073147635
371,XXVI LO im. Juliana Tuwima,Warszawie,121.5625,ul. Alpejska 16 04-628 Warszawa Wawer,Warszawa,371,25632,71,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,Warszawa,57.99772686,92.63847742,xxvi liceum ogólnokształcące im. juliana tuwima,Miasto na prawach powiatu,MAZOWIECKIE,513.0,Wawer,XXVI LICEUM OGÓLNOKSZTAŁCĄCE IM. JULIANA TUWIMA,"ogólnodostępny, integracyjny",-34.64075056,34.64075056,65.4254556348937,-7.427728774893694,7.427728774893694
173,V LO im. Krzysztofa Kieślowskiego,Zielonej,166.16666666666666,ul. Zachodnia 63 65-552 Zielona Góra Gumieńce,Zielonej,173,25627,73,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,Łódź,56.88828971,91.52765794333334,xxxiv liceum ogólnokształcące im. krzysztofa kieślowskiego,Miasto na prawach powiatu,ŁÓDZKIE,386.0,Łódź-Polesie,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,ogólnodostępny,-34.639368233333336,34.639368233333336,73.16125649979377,-16.272966789793763,16.272966789793763
